Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu, T)
two_epoch	Round_1_Replicate_1	-82356.57	164717.14	150944.32	639132.1	0.2973,0.4331
two_epoch	Round_1_Replicate_2	-99187.57	198379.14	183588.72	538448.25	0.3999,0.6129
two_epoch	Round_1_Replicate_3	-41009.38	82022.76	74482.86	538626.14	0.2033,0.1416
two_epoch	Round_1_Replicate_4	-118302.43	236608.86	221979.39	317487.31	0.7587,0.6095
two_epoch	Round_1_Replicate_5	-149359.95	298723.9	287496.2	216842.26	1.2859,1.5968
two_epoch	Round_1_Replicate_6	-119457.42	238918.84	224296.93	1158301.33	0.2096,0.7051
two_epoch	Round_1_Replicate_7	-137796.22	275596.44	262585.15	804608.79	0.3299,2.2724
two_epoch	Round_1_Replicate_8	-101966.06	203936.12	189073.39	1191927.0	0.184,0.5001
two_epoch	Round_1_Replicate_9	-176763.42	353530.84	345815.9	234021.27	1.4144,0.2816
two_epoch	Round_1_Replicate_10	-138135.55	276275.1	263307.51	920557.9	0.2888,3.7068
two_epoch	Round_1_Replicate_11	-134839.59	269683.18	256312.97	921275.47	0.2843,1.3669
two_epoch	Round_1_Replicate_12	-211277.2	422558.4	412571.05	227325.45	2.9419,0.1086
two_epoch	Round_1_Replicate_13	-111166.93	222337.86	208195.1	297804.05	0.7507,0.2341
two_epoch	Round_1_Replicate_14	-34121.27	68246.54	62037.7	606678.81	0.1564,0.122
two_epoch	Round_1_Replicate_15	-46803.79	93611.58	84981.49	514328.57	0.2374,0.1641
two_epoch	Round_2_Replicate_1	-62196.11	124396.22	113107.57	517524.08	0.2989,0.2582
two_epoch	Round_2_Replicate_2	-15755.5	31515.0	29100.53	714469.07	0.0595,0.0467
two_epoch	Round_2_Replicate_3	-50480.42	100964.84	91651.63	512881.11	0.2543,0.184
two_epoch	Round_2_Replicate_4	-35208.58	70421.16	64128.97	509232.46	0.1799,0.1027
two_epoch	Round_2_Replicate_5	-52914.7	105833.4	95999.52	638248.42	0.2161,0.2253
two_epoch	Round_2_Replicate_6	-17574.82	35153.64	32356.67	779819.63	0.0645,0.058
two_epoch	Round_2_Replicate_7	-20063.99	40131.98	36885.53	599410.14	0.0873,0.0552
two_epoch	Round_2_Replicate_8	-27741.03	55486.06	50649.85	571107.27	0.1319,0.0852
two_epoch	Round_2_Replicate_9	-26259.69	52523.38	47924.89	684258.23	0.1104,0.0932
two_epoch	Round_2_Replicate_10	-36114.38	72232.76	65610.66	611168.32	0.1638,0.1325
two_epoch	Round_2_Replicate_11	-54486.58	108977.16	98868.78	662198.11	0.2132,0.2363
two_epoch	Round_2_Replicate_12	-33614.58	67233.16	61273.07	510080.3	0.1707,0.0954
two_epoch	Round_2_Replicate_13	-27172.17	54348.34	49545.2	730338.6	0.108,0.1002
two_epoch	Round_2_Replicate_14	-82674.1	165352.2	151618.97	433340.29	0.4373,0.3685
two_epoch	Round_2_Replicate_15	-10789.48	21582.96	20126.02	809671.61	0.031,0.0267
two_epoch	Round_2_Replicate_16	-26824.38	53652.76	48950.15	646528.11	0.1178,0.0924
two_epoch	Round_2_Replicate_17	-24436.39	48876.78	44652.78	723819.42	0.0981,0.0872
two_epoch	Round_2_Replicate_18	-14916.7	29837.4	27581.84	774558.71	0.0527,0.0455
two_epoch	Round_2_Replicate_19	-15436.56	30877.12	28511.07	835091.76	0.0521,0.0495
two_epoch	Round_2_Replicate_20	-24486.58	48977.16	44782.17	623280.66	0.1097,0.0789
two_epoch	Round_2_Replicate_21	-31716.43	63436.86	57756.31	575914.29	0.1513,0.1049
two_epoch	Round_2_Replicate_22	-39589.77	79183.54	71907.12	554064.5	0.1927,0.1387
two_epoch	Round_2_Replicate_23	-62758.49	125520.98	114170.54	495537.85	0.3133,0.2526
two_epoch	Round_2_Replicate_24	-71866.42	143736.84	131434.23	393629.06	0.4225,0.2228
two_epoch	Round_2_Replicate_25	-14677.32	29358.64	27175.79	661418.42	0.0548,0.0378
two_epoch	Round_2_Replicate_26	-37740.73	75485.46	68525.4	623353.57	0.1675,0.1422
two_epoch	Round_2_Replicate_27	-41447.47	82898.94	75377.39	491206.53	0.2175,0.1259
two_epoch	Round_2_Replicate_28	-72388.21	144780.42	132329.33	403439.88	0.4184,0.2421
two_epoch	Round_2_Replicate_29	-20178.6	40361.2	37051.65	663345.89	0.0847,0.0634
two_epoch	Round_2_Replicate_30	-38482.74	76969.48	69888.56	580536.64	0.181,0.139
two_epoch	Round_3_Replicate_1	-7478.1	14960.2	14088.16	1035535.42	0.0116,0.0125
two_epoch	Round_3_Replicate_2	-7185.82	14375.64	13553.09	935366.62	0.0106,0.0102
