Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu, T)
two_epoch	Round_1_Replicate_1	-221795.25	443594.5	458929.39	88171.95	3.9847,3.2162
two_epoch	Round_1_Replicate_2	-138103.23	276210.46	263238.68	357971.71	0.7426,5.5279
two_epoch	Round_1_Replicate_3	-90909.81	181823.62	167429.2	456002.14	0.445,0.4762
two_epoch	Round_1_Replicate_4	-107122.15	214248.3	199334.75	455912.6	0.4966,0.7143
two_epoch	Round_1_Replicate_5	-95788.32	191580.64	176913.91	627478.4	0.3353,0.5687
two_epoch	Round_1_Replicate_6	-138118.96	276241.92	263272.18	1370994.74	0.1939,2.0498
two_epoch	Round_1_Replicate_7	-138135.42	276274.84	263307.24	1488262.97	0.1786,2.3852
two_epoch	Round_1_Replicate_8	-36234.4	72472.8	65887.62	548334.4	0.1784,0.1204
two_epoch	Round_1_Replicate_9	-327870.49	655744.98	690775.05	177169.55	5.5232,0.2671
two_epoch	Round_1_Replicate_10	-361499.92	723003.84	805951.6	153013.58	4.7576,0.4614
two_epoch	Round_1_Replicate_11	-137812.95	275629.9	262620.74	784241.26	0.3385,2.3357
two_epoch	Round_1_Replicate_12	-157360.67	314725.34	305107.95	58645.29	4.9051,9.9584
two_epoch	Round_1_Replicate_13	-103751.79	207507.58	192615.93	534353.03	0.415,0.6791
two_epoch	Round_1_Replicate_14	-98165.11	196334.22	181577.91	520505.42	0.4108,0.5964
two_epoch	Round_1_Replicate_15	-134698.65	269401.3	256014.97	1197504.91	0.2186,1.1184
two_epoch	Round_2_Replicate_1	-43379.96	86763.92	78719.94	570814.37	0.204,0.1623
two_epoch	Round_2_Replicate_2	-32206.5	64417.0	58666.34	550876.64	0.1578,0.1015
two_epoch	Round_2_Replicate_3	-13702.0	27408.0	25392.19	792518.19	0.0461,0.0403
two_epoch	Round_2_Replicate_4	-52180.02	104364.04	94816.57	478629.21	0.2762,0.1775
two_epoch	Round_2_Replicate_5	-74287.99	148579.98	136017.94	385245.63	0.4417,0.2267
two_epoch	Round_2_Replicate_6	-50719.88	101443.76	92069.42	524693.4	0.2505,0.1898
two_epoch	Round_2_Replicate_7	-64257.8	128519.6	117022.45	453753.47	0.3448,0.2371
two_epoch	Round_2_Replicate_8	-37920.85	75845.7	68904.5	556141.34	0.1846,0.1308
two_epoch	Round_2_Replicate_9	-66268.02	132540.04	120640.6	537470.47	0.3025,0.2929
two_epoch	Round_2_Replicate_10	-55594.31	111192.62	101006.39	494023.56	0.2847,0.2059
two_epoch	Round_2_Replicate_11	-52473.61	104951.22	95229.97	558084.71	0.2438,0.2098
two_epoch	Round_2_Replicate_12	-91542.14	183088.28	169004.92	347881.7	0.5724,0.2896
two_epoch	Round_2_Replicate_13	-27833.13	55670.26	50743.02	674198.39	0.1183,0.0997
two_epoch	Round_2_Replicate_14	-10895.04	21794.08	20309.43	1122850.62	0.0247,0.0298
two_epoch	Round_2_Replicate_15	-30063.03	60130.06	54709.46	794108.13	0.1098,0.1157
two_epoch	Round_2_Replicate_16	-48189.33	96382.66	87606.08	470724.85	0.259,0.1504
two_epoch	Round_2_Replicate_17	-50595.81	101195.62	91840.4	527266.47	0.2489,0.19
two_epoch	Round_2_Replicate_18	-63360.09	126724.18	115311.17	476770.74	0.3267,0.2466
two_epoch	Round_2_Replicate_19	-51603.01	103210.02	93761.75	480683.28	0.2726,0.1753
two_epoch	Round_2_Replicate_20	-26777.95	53559.9	48879.54	624330.39	0.1206,0.0896
two_epoch	Round_2_Replicate_21	-51537.58	103079.16	93549.65	530895.76	0.2513,0.1966
two_epoch	Round_2_Replicate_22	-67373.74	134751.48	122821.9	443856.28	0.3652,0.2508
two_epoch	Round_2_Replicate_23	-42760.38	85524.76	77631.97	542955.09	0.2099,0.152
two_epoch	Round_2_Replicate_24	-96431.75	192867.5	178355.87	354642.58	0.5894,0.3726
two_epoch	Round_2_Replicate_25	-14221.98	28447.96	26339.07	722061.27	0.0512,0.0399
two_epoch	Round_2_Replicate_26	-67379.87	134763.74	122897.66	426541.56	0.3771,0.234
two_epoch	Round_2_Replicate_27	-81633.66	163271.32	149628.2	439545.95	0.4275,0.3647
two_epoch	Round_2_Replicate_28	-28266.53	56537.06	51540.91	626383.5	0.1272,0.0968
two_epoch	Round_2_Replicate_29	-94518.58	189041.16	174634.83	356749.16	0.5772,0.3551
two_epoch	Round_2_Replicate_30	-92030.2	184064.4	169922.77	349034.75	0.5738,0.2992
two_epoch	Round_3_Replicate_1	-14475.71	28955.42	26773.32	1156298.93	0.0359,0.046
two_epoch	Round_3_Replicate_2	-13113.34	26230.68	24336.24	743879.51	0.0446,0.0357
two_epoch	Round_3_Replicate_3	-9725.41	19454.82	18186.78	1172349.27	0.0196,0.0241
two_epoch	Round_3_Replicate_4	-8693.44	17390.88	16311.53	878304.45	0.019,0.0175
two_epoch	Round_3_Replicate_5	-8776.46	17556.92	16469.23	748935.35	0.0192,0.0145
two_epoch	Round_3_Replicate_6	-7183.01	14370.02	13547.21	1053799.14	0.0101,0.011
two_epoch	Round_3_Replicate_7	-7196.96	14397.92	13573.06	1001101.66	0.0104,0.0108
two_epoch	Round_3_Replicate_8	-8618.61	17241.22	16173.59	952745.5	0.0179,0.018
two_epoch	Round_3_Replicate_9	-9154.72	18313.44	17150.65	954100.78	0.0205,0.0207
two_epoch	Round_3_Replicate_10	-8427.19	16858.38	15825.66	878243.67	0.0176,0.0161
two_epoch	Round_3_Replicate_11	-9209.38	18422.76	17248.24	1171187.54	0.0176,0.0216
two_epoch	Round_3_Replicate_12	-7157.93	14319.86	13501.31	1030727.66	0.0101,0.0107
two_epoch	Round_3_Replicate_13	-11807.48	23618.96	21977.21	737374.19	0.0375,0.0291
two_epoch	Round_3_Replicate_14	-7824.35	15652.7	14721.08	1322485.44	0.0109,0.0145
two_epoch	Round_3_Replicate_15	-7286.87	14577.74	13737.61	1063891.08	0.0106,0.0116
two_epoch	Round_3_Replicate_16	-7650.3	15304.6	14403.49	1033767.84	0.0125,0.0134
two_epoch	Round_3_Replicate_17	-7095.71	14195.42	13387.49	971475.36	0.01,0.01
two_epoch	Round_3_Replicate_18	-10908.21	21820.42	20364.27	658100.04	0.0304,0.0196
two_epoch	Round_3_Replicate_19	-9495.42	18994.84	17773.89	839825.82	0.0236,0.0209
two_epoch	Round_3_Replicate_20	-7576.34	15156.68	14267.57	1170427.95	0.0111,0.0133
two_epoch	Round_3_Replicate_21	-10936.31	21876.62	20413.31	664588.2	0.0309,0.0203
two_epoch	Round_3_Replicate_22	-7487.04	14978.08	14105.2	946035.32	0.0122,0.0119
two_epoch	Round_3_Replicate_23	-7711.04	15426.08	14513.75	1383194.95	0.0101,0.0138
two_epoch	Round_3_Replicate_24	-7323.78	14651.56	13806.61	892315.58	0.0113,0.0104
