Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1, nu2, m, T1, T2, T3)
sec_contact_sym_mig_three_epoch	Round_2_Replicate_18	-117845.89	235703.78	1283554.82	6513.06	11.2614,1.0798,2.3174,1.5563,0.4677,0.0762
sec_contact_sym_mig_three_epoch	Round_2_Replicate_19	-164056.59	328125.18	963883.23	15699.77	1.2075,1.009,0.444,0.7754,0.1422,0.2292
sec_contact_sym_mig_three_epoch	Round_2_Replicate_20	-126777.51	253567.02	469686.74	11717.25	1.1683,4.5776,0.86,0.7662,0.1444,0.0834
sec_contact_sym_mig_three_epoch	Round_3_Replicate_1	-152026.19	304064.38	499033.5	8168.5	0.7435,3.2148,0.2581,1.6666,5.4053,0.1223
sec_contact_sym_mig_three_epoch	Round_3_Replicate_2	-50537.5	101087.0	136224.36	2654.56	7.4266,2.6884,0.2933,16.6973,1.5987,0.1274
sec_contact_sym_mig_three_epoch	Round_3_Replicate_3	-73056.58	146125.16	230646.9	6633.4	2.4951,0.7501,0.5123,11.6654,3.934,0.19
sec_contact_sym_mig_three_epoch	Round_3_Replicate_4	-78238.73	156489.46	224596.34	15612.91	1.1668,0.8497,1.6295,0.9996,0.3977,0.1938
sec_contact_sym_mig_three_epoch	Round_3_Replicate_5	-106045.32	212102.64	485090.59	5539.41	3.9335,4.9541,0.2975,1.0022,2.1566,0.0467
sec_contact_sym_mig_three_epoch	Round_3_Replicate_6	-87969.08	175950.16	270686.4	4890.4	3.0891,5.0872,0.2962,2.8355,2.6859,0.2306
sec_contact_sym_mig_three_epoch	Round_3_Replicate_7	-57928.95	115869.9	133883.12	7989.98	1.5111,2.1382,1.8251,3.4022,4.4878,0.2686
sec_contact_sym_mig_three_epoch	Round_3_Replicate_8	-75921.46	151854.92	302721.8	6571.9	4.5146,1.7692,1.1686,1.4922,1.8933,0.2306
sec_contact_sym_mig_three_epoch	Round_3_Replicate_9	-158665.18	317342.36	1412550.55	4119.41	3.9944,6.0757,0.2412,5.2828,0.522,0.4263
sec_contact_sym_mig_three_epoch	Round_3_Replicate_10	-267699.56	535411.12	3946312.89	15393.44	1.1089,0.6175,0.4038,1.2161,0.4917,0.7239
sec_contact_sym_mig_three_epoch	Round_3_Replicate_11	-47734.07	95480.14	169523.87	7983.95	3.4574,0.7817,1.8364,5.0185,4.4852,0.0702
sec_contact_sym_mig_three_epoch	Round_3_Replicate_12	-146773.44	293558.88	860584.18	5002.97	5.6271,1.5315,0.2655,4.3614,0.8888,0.6278
sec_contact_sym_mig_three_epoch	Round_3_Replicate_13	-183883.94	367779.88	5420948.67	2909.93	4.9481,8.3813,0.3049,9.8817,0.4399,0.05
sec_contact_sym_mig_three_epoch	Round_3_Replicate_14	-80321.24	160654.48	188599.29	6515.76	1.6313,3.8265,1.1969,3.0561,3.2128,0.4339
sec_contact_sym_mig_three_epoch	Round_3_Replicate_15	-38401.53	76815.06	88234.78	6108.2	3.0617,1.082,0.9574,7.3937,0.6497,0.0854
sec_contact_sym_mig_three_epoch	Round_3_Replicate_16	-203568.23	407148.46	1287942.07	15463.99	0.596,0.9532,0.435,1.9411,6.2116,0.454
sec_contact_sym_mig_three_epoch	Round_3_Replicate_17	-154836.68	309685.36	1616850.8	3978.78	7.4855,3.3799,0.3613,4.6446,0.3661,0.3466
sec_contact_sym_mig_three_epoch	Round_3_Replicate_18	-45843.77	91699.54	190258.12	3497.31	3.9542,4.108,0.5239,10.9989,2.8421,0.0897
sec_contact_sym_mig_three_epoch	Round_3_Replicate_19	-72718.86	145449.72	219167.99	6443.78	4.9803,0.6928,1.0665,7.0263,5.6055,0.19
sec_contact_sym_mig_three_epoch	Round_3_Replicate_20	-165105.33	330222.66	492615.72	4604.02	0.6031,5.4163,0.2655,11.8411,1.702,0.0446
sec_contact_sym_mig_three_epoch	Round_3_Replicate_21	-201914.3	403840.6	1630443.43	7944.77	2.1489,0.9928,0.3154,4.85,0.4877,0.7008
sec_contact_sym_mig_three_epoch	Round_3_Replicate_22	-88005.61	176023.22	232613.58	5323.63	2.1587,3.0528,0.3253,6.2141,4.0525,0.4493
sec_contact_sym_mig_three_epoch	Round_3_Replicate_23	-72100.45	144212.9	161654.7	15147.02	0.6386,1.1912,1.2542,2.5739,4.7904,0.0836
sec_contact_sym_mig_three_epoch	Round_3_Replicate_24	-149000.89	298013.78	943955.66	7189.89	5.9132,1.6572,0.2325,1.2899,0.4831,0.0612
sec_contact_sym_mig_three_epoch	Round_3_Replicate_25	-149456.71	298925.42	465596.24	6384.77	0.7444,2.5746,0.3582,9.5688,0.9794,0.2653
sec_contact_sym_mig_three_epoch	Round_3_Replicate_26	-81726.55	163465.1	437667.75	2059.67	9.2334,6.1224,0.5713,18.068,0.5892,0.0981
sec_contact_sym_mig_three_epoch	Round_3_Replicate_27	-155653.95	311319.9	685067.29	11693.41	1.018,1.9582,0.5605,1.1174,0.8775,0.5132
sec_contact_sym_mig_three_epoch	Round_3_Replicate_28	-85632.63	171277.26	310511.24	7073.65	1.9023,4.1573,0.7107,2.6148,0.7333,0.0654
sec_contact_sym_mig_three_epoch	Round_3_Replicate_29	-112416.74	224845.48	316018.12	9636.69	0.9583,2.9274,0.5318,1.9745,1.1948,0.1902
sec_contact_sym_mig_three_epoch	Round_3_Replicate_30	-59771.48	119554.96	176764.13	13071.34	1.2997,1.2823,1.4861,1.0755,0.7688,0.0783
sec_contact_sym_mig_three_epoch	Round_4_Replicate_1	-23034.28	46080.56	60721.16	4832.06	2.3113,0.7618,2.0155,17.2302,1.128,0.0768
sec_contact_sym_mig_three_epoch	Round_4_Replicate_2	-24746.67	49505.34	58159.79	3249.81	3.5932,1.1512,1.4823,23.815,0.7609,0.1021
sec_contact_sym_mig_three_epoch	Round_4_Replicate_3	-57902.58	115817.16	146611.95	6067.32	2.0137,0.6793,0.6102,11.4213,0.7846,0.0437
sec_contact_sym_mig_three_epoch	Round_4_Replicate_4	-28980.74	57973.48	59264.38	4342.0	2.9787,0.948,0.8527,16.1857,0.9036,0.0395
sec_contact_sym_mig_three_epoch	Round_4_Replicate_5	-25671.95	51355.9	55042.27	4341.82	2.2013,1.2028,1.1664,17.9088,1.0419,0.0835
sec_contact_sym_mig_three_epoch	Round_4_Replicate_6	-30044.84	60101.68	64609.91	3577.96	2.7942,0.6964,1.0058,24.1511,0.954,0.0758
sec_contact_sym_mig_three_epoch	Round_4_Replicate_7	-34282.93	68577.86	73960.2	3601.58	4.3361,1.889,1.0051,15.7487,0.5928,0.0629
sec_contact_sym_mig_three_epoch	Round_4_Replicate_8	-29722.82	59457.64	65654.6	4606.55	2.3817,1.531,1.444,14.6738,0.6241,0.1142
sec_contact_sym_mig_three_epoch	Round_4_Replicate_9	-73604.67	147221.34	231952.6	7963.64	2.1716,0.5345,0.594,6.4686,0.696,0.0613
sec_contact_sym_mig_three_epoch	Round_4_Replicate_10	-47954.26	95920.52	124962.41	3976.78	4.5292,0.6388,0.7892,15.4796,0.6117,0.052
sec_contact_sym_mig_three_epoch	Round_4_Replicate_11	-23468.7	46949.4	59278.41	3197.54	2.6956,1.197,1.5317,27.2187,1.0702,0.1067
sec_contact_sym_mig_three_epoch	Round_4_Replicate_12	-59871.19	119754.38	193934.09	3957.48	6.9863,0.8396,0.5802,9.6813,0.7408,0.0224
sec_contact_sym_mig_three_epoch	Round_4_Replicate_13	-54881.8	109775.6	159567.76	3998.04	6.4309,0.6256,0.6735,11.1337,0.759,0.0381
sec_contact_sym_mig_three_epoch	Round_4_Replicate_14	-39749.11	79510.22	89435.15	4734.47	3.3967,1.1066,0.8441,12.1636,0.6161,0.0674
sec_contact_sym_mig_three_epoch	Round_4_Replicate_15	-38216.56	76445.12	82663.84	7111.91	1.8716,0.8464,0.8687,8.3735,0.742,0.0352
sec_contact_sym_mig_three_epoch	Round_4_Replicate_16	-30589.75	61191.5	72323.45	5658.81	2.7606,1.353,1.1606,9.009,0.7845,0.0826
sec_contact_sym_mig_three_epoch	Round_4_Replicate_17	-47883.38	95778.76	127232.05	3762.56	5.1075,1.8093,0.6891,12.4457,0.6364,0.0594
sec_contact_sym_mig_three_epoch	Round_4_Replicate_18	-32453.26	64918.52	73393.92	4245.93	4.356,1.3079,0.7391,11.9849,1.2758,0.102
sec_contact_sym_mig_three_epoch	Round_4_Replicate_19	-29024.96	58061.92	60256.83	8644.05	1.7264,0.5706,1.9572,6.7144,0.4063,0.0536
sec_contact_sym_mig_three_epoch	Round_4_Replicate_20	-57764.63	115541.26	188803.09	3883.11	6.2597,1.7,0.5828,9.3528,0.6931,0.0591
sec_contact_sym_mig_three_epoch	Round_4_Replicate_21	-37936.88	75885.76	100833.46	6840.43	1.7704,1.7348,1.2569,7.0794,0.7412,0.076
sec_contact_sym_mig_three_epoch	Round_4_Replicate_22	-44330.53	88673.06	101162.43	6458.55	2.3747,1.5342,0.7915,6.8732,0.711,0.0681
sec_contact_sym_mig_three_epoch	Round_4_Replicate_23	-28975.09	57962.18	63068.41	8581.34	1.3902,0.8267,1.9352,7.0079,0.4692,0.0465
sec_contact_sym_mig_three_epoch	Round_4_Replicate_24	-31216.2	62444.4	60886.0	4621.36	2.2474,1.1398,0.917,15.9481,0.8085,0.0443
sec_contact_sym_mig_three_epoch	Round_4_Replicate_25	-47843.29	95698.58	107613.41	6544.43	1.7322,2.0175,0.9199,7.4066,0.6358,0.0422
sec_contact_sym_mig_three_epoch	Round_4_Replicate_26	-35146.48	70304.96	74842.5	6125.48	1.9788,0.8733,1.065,10.9021,0.7782,0.1183
sec_contact_sym_mig_three_epoch	Round_4_Replicate_27	-26216.35	52444.7	61397.94	3583.45	3.0347,1.1484,1.7731,21.7574,0.5991,0.102
sec_contact_sym_mig_three_epoch	Round_4_Replicate_28	-80814.13	161640.26	279842.56	5781.97	3.4745,0.5658,0.5153,8.6541,0.7121,0.0831
sec_contact_sym_mig_three_epoch	Round_4_Replicate_29	-54258.38	108528.76	158820.2	3736.52	5.3287,1.6548,0.492,12.3424,0.815,0.0368
sec_contact_sym_mig_three_epoch	Round_4_Replicate_30	-32969.9	65951.8	74675.19	3490.95	5.3149,1.9302,0.8495,14.0935,0.7627,0.095
sec_contact_sym_mig_three_epoch	Round_4_Replicate_31	-31459.34	62930.68	85638.26	5879.06	2.0266,1.4055,1.6938,10.3998,1.2933,0.134
sec_contact_sym_mig_three_epoch	Round_4_Replicate_32	-45362.2	90736.4	102139.55	6122.14	2.2379,1.0942,0.9031,9.451,0.6211,0.1405
sec_contact_sym_mig_three_epoch	Round_4_Replicate_33	-28246.16	56504.32	65559.77	3020.32	5.2092,1.7742,1.6007,20.4498,0.4761,0.137
sec_contact_sym_mig_three_epoch	Round_4_Replicate_34	-24816.02	49644.04	55314.59	4653.78	2.6775,1.0175,1.0846,15.0267,0.9641,0.0354
sec_contact_sym_mig_three_epoch	Round_4_Replicate_35	-30801.32	61614.64	65399.54	3886.66	3.6673,0.7696,0.9008,18.276,0.7884,0.0361
sec_contact_sym_mig_three_epoch	Round_4_Replicate_36	-27000.82	54013.64	70457.41	5611.73	2.7507,1.0239,1.5105,10.3227,0.8287,0.0795
sec_contact_sym_mig_three_epoch	Round_4_Replicate_37	-30324.96	60661.92	72629.95	6390.5	2.4766,1.0576,1.0645,8.0926,1.0506,0.0489
sec_contact_sym_mig_three_epoch	Round_4_Replicate_38	-29338.51	58689.02	60392.26	5401.25	1.7753,0.7526,1.0862,15.1797,1.0225,0.0713
sec_contact_sym_mig_three_epoch	Round_4_Replicate_39	-35079.3	70170.6	84743.98	3901.35	5.8271,1.3417,0.8662,11.2065,0.7535,0.0332
sec_contact_sym_mig_three_epoch	Round_4_Replicate_40	-28359.86	56731.72	59919.98	4368.44	1.9364,1.2817,1.0415,18.178,0.98,0.0476
