Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1, nu2, m, T1, T2, T3)
sec_contact_sym_mig_three_epoch	Round_1_Replicate_1	-403823.56	807659.12	11614781.73	22103.14	0.1999,1.523,0.3623,0.39,0.1232,0.3702
sec_contact_sym_mig_three_epoch	Round_1_Replicate_2	-317480.4	634972.8	6418347.01	25638.8	0.4503,0.3585,0.8376,1.1358,0.2218,0.5017
sec_contact_sym_mig_three_epoch	Round_1_Replicate_3	-426940.62	853893.24	30919500.41	35617.43	0.4642,0.1953,2.3138,0.2296,1.2542,0.6413
sec_contact_sym_mig_three_epoch	Round_1_Replicate_4	-92447.32	184906.64	1324332.08	7385.35	2.0125,4.8559,5.4374,2.1466,0.222,0.1786
sec_contact_sym_mig_three_epoch	Round_1_Replicate_5	-761869.74	1523751.48	4260901529.83	5584.36	5.9286,0.4808,7.17,0.9312,5.4122,4.155
sec_contact_sym_mig_three_epoch	Round_1_Replicate_6	-368448.05	736908.1	9814642.14	28388.1	0.2457,0.2036,0.2106,0.145,7.9881,0.1343
sec_contact_sym_mig_three_epoch	Round_1_Replicate_7	-305114.76	610241.52	4199630.93	11867.68	0.6405,3.9656,0.1977,0.3744,0.2671,0.8616
sec_contact_sym_mig_three_epoch	Round_1_Replicate_8	-445978.2	891968.4	15518071.61	13456.76	0.1997,3.2918,0.335,0.1263,1.7001,0.4499
sec_contact_sym_mig_three_epoch	Round_1_Replicate_9	-195276.68	390565.36	1538738.27	18350.67	0.9408,0.1898,0.7608,2.223,0.317,0.1787
sec_contact_sym_mig_three_epoch	Round_1_Replicate_10	-263528.99	527069.98	1898274.25	17331.51	0.2712,4.5064,0.2607,0.1359,0.2886,0.2013
sec_contact_sym_mig_three_epoch	Round_2_Replicate_1	-80880.07	161772.14	179913.45	8179.59	0.9826,2.067,6.3598,6.1019,0.3255,0.5138
sec_contact_sym_mig_three_epoch	Round_2_Replicate_2	-87033.16	174078.32	254207.52	6911.2	2.6335,2.9131,2.3635,2.4138,0.6532,0.6315
sec_contact_sym_mig_three_epoch	Round_2_Replicate_3	-129040.72	258093.44	32991243.91	10047.73	1.554,10.581,15.9262,0.5612,0.4184,0.0819
sec_contact_sym_mig_three_epoch	Round_2_Replicate_4	-144360.21	288732.42	35688818.17	5142.22	5.5066,5.4858,15.5242,2.1555,0.3422,0.2101
sec_contact_sym_mig_three_epoch	Round_2_Replicate_5	-89387.2	178786.4	717825.25	7703.04	2.1684,3.9627,2.1332,1.9725,0.3294,0.1172
sec_contact_sym_mig_three_epoch	Round_2_Replicate_6	-99618.46	199248.92	1588742.0	11361.09	0.827,14.6527,7.2621,0.6918,0.5601,0.0775
sec_contact_sym_mig_three_epoch	Round_2_Replicate_7	-128848.09	257708.18	2232554.53	5117.01	4.4236,7.2929,1.4657,2.3556,0.3437,0.092
sec_contact_sym_mig_three_epoch	Round_2_Replicate_8	-180258.22	360528.44	1535326.86	3538.28	4.449,17.8038,1.9647,3.9813,0.0727,0.062
sec_contact_sym_mig_three_epoch	Round_2_Replicate_9	-61478.79	122969.58	456242.92	4802.81	1.3869,7.4773,7.8992,7.8589,0.4463,0.2015
sec_contact_sym_mig_three_epoch	Round_2_Replicate_10	-111475.61	222963.22	428132.96	6821.16	2.4436,6.7026,8.2144,1.5411,0.1762,0.551
sec_contact_sym_mig_three_epoch	Round_2_Replicate_11	-139985.14	279982.28	2465593.09	4358.89	4.6993,13.8991,12.0376,2.2248,0.26,0.546
sec_contact_sym_mig_three_epoch	Round_2_Replicate_12	-119640.78	239293.56	695593.94	7059.19	2.8697,5.1366,2.9474,1.8522,0.0899,0.07
sec_contact_sym_mig_three_epoch	Round_2_Replicate_13	-107591.61	215195.22	2042312.51	4941.91	2.5863,8.069,2.4293,3.8546,0.2599,0.0587
sec_contact_sym_mig_three_epoch	Round_2_Replicate_14	-80003.46	160018.92	584842.86	5788.7	0.906,5.5507,2.729,6.6967,0.2265,0.041
sec_contact_sym_mig_three_epoch	Round_2_Replicate_15	-112008.81	224029.62	1040016.54	9444.61	0.9697,8.6095,8.3037,1.3218,0.0841,0.104
sec_contact_sym_mig_three_epoch	Round_2_Replicate_16	-47025.55	94063.1	159882.29	9461.0	1.8203,1.3311,6.8292,3.1642,0.5677,0.2012
sec_contact_sym_mig_three_epoch	Round_2_Replicate_17	-85581.52	171175.04	320328.12	5305.0	2.1923,7.5888,9.6795,3.8467,0.1741,0.4444
sec_contact_sym_mig_three_epoch	Round_2_Replicate_18	-98123.38	196258.76	2272381.28	10043.75	1.7844,3.8003,12.0272,0.8279,0.3785,0.1548
sec_contact_sym_mig_three_epoch	Round_2_Replicate_19	-117230.21	234472.42	3065837.4	6323.55	5.6643,3.0859,13.2576,1.372,0.5018,0.3026
sec_contact_sym_mig_three_epoch	Round_2_Replicate_20	-114251.17	228514.34	1132818.78	5854.97	3.1814,8.1781,4.7385,1.413,0.7653,0.3795
sec_contact_sym_mig_three_epoch	Round_3_Replicate_1	-103687.79	207387.58	356535.14	7337.43	3.1866,2.4042,7.0179,1.7599,0.3003,0.7767
sec_contact_sym_mig_three_epoch	Round_3_Replicate_2	-27959.09	55930.18	80872.68	14253.04	0.7493,0.4674,8.2814,4.2734,0.2907,0.0586
sec_contact_sym_mig_three_epoch	Round_3_Replicate_3	-161621.07	323254.14	845882.2	25200.41	0.5066,0.4835,2.9413,2.3221,2.2448,0.3935
sec_contact_sym_mig_three_epoch	Round_3_Replicate_4	-53047.69	106107.38	111244.68	4011.58	2.6675,3.052,4.9533,13.9761,1.4792,0.7848
sec_contact_sym_mig_three_epoch	Round_3_Replicate_5	-92375.77	184763.54	11441034.55	5761.92	4.004,2.7332,21.6264,3.9665,0.1181,0.1318
sec_contact_sym_mig_three_epoch	Round_3_Replicate_6	-131582.36	263176.72	602511.91	20667.1	0.8353,0.4676,8.9346,0.969,0.1312,0.4343
sec_contact_sym_mig_three_epoch	Round_3_Replicate_7	-126038.1	252088.2	117935148.14	5760.7	4.6915,2.8364,21.1651,3.2984,0.1252,0.0783
sec_contact_sym_mig_three_epoch	Round_3_Replicate_8	-120528.03	241068.06	459928.53	8345.01	1.0872,0.6441,5.057,10.4861,0.4196,0.7255
sec_contact_sym_mig_three_epoch	Round_3_Replicate_9	-73388.27	146788.54	8748711.62	3681.92	5.2551,3.1631,2.3055,9.4271,1.8195,0.0588
sec_contact_sym_mig_three_epoch	Round_3_Replicate_10	-69660.51	139333.02	369922.73	10142.08	0.8873,4.3911,11.3608,2.0584,0.6212,0.1423
sec_contact_sym_mig_three_epoch	Round_3_Replicate_11	-71275.73	142563.46	220036.68	7039.69	3.8177,0.5953,21.8157,7.5024,0.9366,0.4644
sec_contact_sym_mig_three_epoch	Round_3_Replicate_12	-48022.97	96057.94	251633.06	12142.17	1.5002,0.9863,14.6264,2.0437,0.8035,0.1312
sec_contact_sym_mig_three_epoch	Round_3_Replicate_13	-46372.31	92756.62	210660.29	14415.69	0.6737,1.1646,8.6557,2.6703,0.5391,0.0797
sec_contact_sym_mig_three_epoch	Round_3_Replicate_14	-58352.24	116716.48	439638.53	7030.83	0.7061,3.5149,7.7168,7.306,0.2158,0.0939
