Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1, nu2, m, T1, T2, T3)
sec_contact_sym_mig_three_epoch	Round_3_Replicate_15	-23870.89	47753.78	54166.68	11442.85	0.9051,0.3786,4.7367,6.3441,0.3667,0.048
sec_contact_sym_mig_three_epoch	Round_3_Replicate_16	-55796.28	111604.56	259842.45	8637.63	2.6809,1.3473,2.693,2.7991,0.2407,0.0521
sec_contact_sym_mig_three_epoch	Round_3_Replicate_17	-61531.45	123074.9	281869.45	12646.07	1.6365,1.1859,13.4393,1.0601,0.5192,0.1718
sec_contact_sym_mig_three_epoch	Round_3_Replicate_18	-84567.91	169147.82	432628.66	10100.74	2.4212,1.9785,11.9966,0.87,0.3797,0.2829
sec_contact_sym_mig_three_epoch	Round_3_Replicate_19	-88071.87	176155.74	195448.39	8076.45	0.5588,2.9369,3.7197,6.3021,0.2043,0.186
sec_contact_sym_mig_three_epoch	Round_3_Replicate_20	-116695.66	233403.32	486547.42	7969.36	5.0838,0.5312,5.7284,2.4085,0.1612,0.4234
sec_contact_sym_mig_three_epoch	Round_3_Replicate_21	-65597.06	131206.12	166278.97	12229.93	1.368,1.1596,2.5423,1.0867,1.7078,0.2507
sec_contact_sym_mig_three_epoch	Round_3_Replicate_22	-47965.19	95942.38	182383.6	14640.86	1.0893,0.9188,17.5582,1.5588,0.7103,0.1299
sec_contact_sym_mig_three_epoch	Round_3_Replicate_23	-86018.38	172048.76	279230.73	10347.89	1.2085,0.4959,24.3153,10.5806,1.1496,0.4492
sec_contact_sym_mig_three_epoch	Round_3_Replicate_24	-41171.17	82354.34	121397.3	11442.43	1.4319,0.8951,5.6458,3.132,0.793,0.1422
sec_contact_sym_mig_three_epoch	Round_3_Replicate_25	-66824.19	133660.38	172452.53	8583.17	1.8605,1.2446,18.2589,4.4726,0.2237,0.5584
sec_contact_sym_mig_three_epoch	Round_3_Replicate_26	-55743.74	111499.48	375774.08	9057.69	1.575,2.0492,19.6657,2.2746,1.7896,0.1811
sec_contact_sym_mig_three_epoch	Round_3_Replicate_27	-65403.38	130818.76	325596.19	15460.05	0.7616,1.8853,23.0657,0.9714,0.1627,0.1189
sec_contact_sym_mig_three_epoch	Round_3_Replicate_28	-45881.32	91774.64	141244.53	3899.75	6.7439,1.9916,2.0278,8.3107,0.3727,0.2391
sec_contact_sym_mig_three_epoch	Round_3_Replicate_29	-123121.52	246255.04	543672.7	10905.89	2.7887,0.7027,3.4541,1.2086,0.4324,0.5335
sec_contact_sym_mig_three_epoch	Round_3_Replicate_30	-50058.44	100128.88	148909.99	15858.23	1.4454,0.5856,9.7461,1.1235,0.9786,0.1268
sec_contact_sym_mig_three_epoch	Round_4_Replicate_1	-22161.41	44334.82	52587.58	11579.72	0.8172,0.2507,4.2265,7.0781,0.3813,0.0131
sec_contact_sym_mig_three_epoch	Round_4_Replicate_2	-26370.6	52753.2	89208.66	14723.71	0.604,0.3786,5.5068,5.2111,0.5024,0.023
sec_contact_sym_mig_three_epoch	Round_4_Replicate_3	-26035.87	52083.74	67370.39	14982.3	0.6582,0.3805,4.4641,4.6994,0.4956,0.0286
sec_contact_sym_mig_three_epoch	Round_4_Replicate_4	-29992.61	59997.22	65277.43	16678.12	0.6034,0.4098,4.8979,3.729,0.4188,0.0506
sec_contact_sym_mig_three_epoch	Round_4_Replicate_5	-25619.2	51250.4	75817.45	16310.16	0.5141,0.3022,10.5671,5.7229,0.5221,0.0368
sec_contact_sym_mig_three_epoch	Round_4_Replicate_6	-24438.86	48889.72	58802.99	13570.87	0.6301,0.3343,7.6102,5.639,0.3048,0.044
sec_contact_sym_mig_three_epoch	Round_4_Replicate_7	-26262.4	52536.8	69652.05	13360.48	0.7717,0.3922,7.6073,6.1339,0.6388,0.0575
sec_contact_sym_mig_three_epoch	Round_4_Replicate_8	-25417.8	50847.6	56768.51	14783.21	0.5715,0.3191,4.3089,6.0826,0.5891,0.0263
sec_contact_sym_mig_three_epoch	Round_4_Replicate_9	-22302.71	44617.42	51662.34	8620.95	0.5899,0.3012,4.7754,12.7253,0.4743,0.0209
sec_contact_sym_mig_three_epoch	Round_4_Replicate_10	-22827.98	45667.96	63098.56	6401.39	1.7489,0.4349,3.1822,12.7639,0.5595,0.0366
sec_contact_sym_mig_three_epoch	Round_4_Replicate_11	-26949.45	53910.9	73750.48	11199.92	1.6444,0.3924,4.1537,4.4323,0.2269,0.0239
sec_contact_sym_mig_three_epoch	Round_4_Replicate_12	-26584.45	53180.9	54567.7	10758.54	0.5911,0.3951,3.4623,9.0202,0.5704,0.0321
sec_contact_sym_mig_three_epoch	Round_4_Replicate_13	-24067.12	48146.24	62483.25	6942.92	1.1086,0.6275,3.148,12.8171,0.7166,0.0549
sec_contact_sym_mig_three_epoch	Round_4_Replicate_14	-23309.96	46631.92	70619.38	9285.22	1.3116,0.3575,3.6398,8.0414,0.5015,0.0211
sec_contact_sym_mig_three_epoch	Round_4_Replicate_15	-25456.77	50925.54	57083.88	8322.98	1.9332,0.4267,2.8802,7.3173,0.3086,0.0224
sec_contact_sym_mig_three_epoch	Round_4_Replicate_16	-33911.54	67835.08	73973.93	10977.2	0.5395,0.5663,8.6253,7.4994,0.3149,0.0803
sec_contact_sym_mig_three_epoch	Round_4_Replicate_17	-27229.17	54470.34	53599.03	9273.52	0.6056,0.3958,3.2825,10.2687,0.4476,0.0335
sec_contact_sym_mig_three_epoch	Round_4_Replicate_18	-28433.45	56878.9	71112.9	10855.68	1.4692,0.616,2.9365,4.4533,0.3052,0.0374
sec_contact_sym_mig_three_epoch	Round_4_Replicate_19	-24933.84	49879.68	69205.39	7939.46	1.7083,0.352,6.2508,9.221,0.2817,0.052
sec_contact_sym_mig_three_epoch	Round_4_Replicate_20	-28748.8	57509.6	62595.39	18344.13	0.7022,0.2267,3.1418,3.1912,0.3729,0.0116
sec_contact_sym_mig_three_epoch	Round_4_Replicate_21	-26302.96	52617.92	113739.44	6841.6	0.858,0.5238,10.0916,15.5364,0.651,0.0565
sec_contact_sym_mig_three_epoch	Round_4_Replicate_22	-33130.56	66273.12	121185.26	11352.27	1.3911,0.6544,7.4589,4.3544,0.6857,0.0947
sec_contact_sym_mig_three_epoch	Round_4_Replicate_23	-24688.64	49389.28	62807.47	9560.71	1.0394,0.5275,4.0555,7.6335,0.4419,0.0551
sec_contact_sym_mig_three_epoch	Round_4_Replicate_24	-29819.52	59651.04	77319.44	11107.24	1.2333,0.5944,5.821,5.174,0.5782,0.0995
sec_contact_sym_mig_three_epoch	Round_4_Replicate_25	-24855.15	49722.3	59948.6	13679.78	0.854,0.3772,4.9015,4.5724,0.2964,0.0391
sec_contact_sym_mig_three_epoch	Round_4_Replicate_26	-26134.03	52280.06	100468.58	10804.14	1.5492,0.2992,7.6096,5.8748,0.3211,0.037
sec_contact_sym_mig_three_epoch	Round_4_Replicate_27	-24886.89	49785.78	73500.79	17851.61	0.5643,0.2872,7.9,3.7355,0.311,0.0278
sec_contact_sym_mig_three_epoch	Round_4_Replicate_28	-26886.95	53785.9	53578.79	16048.97	0.4726,0.2448,4.1543,5.1459,0.3521,0.023
sec_contact_sym_mig_three_epoch	Round_4_Replicate_29	-22272.98	44557.96	56676.02	7376.75	1.1246,0.2909,9.645,12.5953,0.3155,0.0516
sec_contact_sym_mig_three_epoch	Round_4_Replicate_30	-28760.45	57532.9	68092.76	10055.53	1.5597,0.6128,3.1634,5.1287,0.4173,0.0816
sec_contact_sym_mig_three_epoch	Round_4_Replicate_31	-22467.0	44946.0	59422.32	13272.82	0.6533,0.2727,4.768,6.0402,0.3597,0.012
sec_contact_sym_mig_three_epoch	Round_4_Replicate_32	-26383.42	52778.84	80643.13	9880.09	0.7167,0.4492,5.5047,8.4471,0.3496,0.0339
sec_contact_sym_mig_three_epoch	Round_4_Replicate_33	-23960.3	47932.6	57202.62	13255.17	0.761,0.3414,4.1609,5.2448,0.3089,0.0196
sec_contact_sym_mig_three_epoch	Round_4_Replicate_34	-21787.46	43586.92	54994.09	9505.32	0.8362,0.3332,5.0393,9.4876,0.4489,0.0328
sec_contact_sym_mig_three_epoch	Round_4_Replicate_35	-27908.03	55828.06	60708.88	7175.25	1.2668,0.6979,10.6115,10.7947,0.2706,0.1478
sec_contact_sym_mig_three_epoch	Round_4_Replicate_36	-24838.02	49688.04	66986.74	8665.21	1.5756,0.2538,9.4051,11.8531,0.6495,0.0527
sec_contact_sym_mig_three_epoch	Round_4_Replicate_37	-25280.36	50572.72	62910.28	9963.05	0.8033,0.4776,6.1556,8.1498,0.4073,0.0613
sec_contact_sym_mig_three_epoch	Round_4_Replicate_38	-24047.88	48107.76	66791.31	11856.16	1.1423,0.2615,4.5663,5.7433,0.3453,0.017
sec_contact_sym_mig_three_epoch	Round_4_Replicate_39	-24432.77	48877.54	75584.1	12024.32	0.8887,0.3798,8.803,6.0428,0.3714,0.0518
sec_contact_sym_mig_three_epoch	Round_4_Replicate_40	-22496.14	45004.28	62644.9	8320.79	1.0141,0.4456,4.0471,11.1453,0.69,0.0403
