Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1, nu2, m, T1, T2, T3)
sec_contact_sym_mig_three_epoch	Round_1_Replicate_1	-603953.47	1207918.94	126878727.22	18125.8	0.1852,0.3194,0.2821,4.261,0.1887,0.4439
sec_contact_sym_mig_three_epoch	Round_1_Replicate_2	-377794.4	755600.8	16150037.79	27822.0	0.5675,0.2795,2.0122,0.2977,0.1542,0.7446
sec_contact_sym_mig_three_epoch	Round_1_Replicate_3	-155801.55	311615.1	941090.96	15103.35	1.4154,0.3393,0.431,1.7282,0.5656,0.129
sec_contact_sym_mig_three_epoch	Round_1_Replicate_4	-243758.84	487529.68	247286330554.24	3436.91	6.1579,0.1283,0.2448,0.1288,1.9232,2.3467
sec_contact_sym_mig_three_epoch	Round_1_Replicate_5	-231769.97	463551.94	2838480.25	20338.39	1.6069,0.2038,7.0533,0.2254,0.2302,0.4262
sec_contact_sym_mig_three_epoch	Round_1_Replicate_6	-335045.75	670103.5	3928942549748.42	5510.52	0.5516,0.2086,0.1556,2.8979,7.5482,6.2046
sec_contact_sym_mig_three_epoch	Round_1_Replicate_7	-534893.42	1069798.84	63414891.67	22673.17	0.1939,1.0011,2.6058,1.8652,0.878,0.9092
sec_contact_sym_mig_three_epoch	Round_1_Replicate_8	-681884.65	1363781.3	362410919.53	8798.94	0.3149,5.7008,1.9593,1.0899,0.3663,1.9712
sec_contact_sym_mig_three_epoch	Round_1_Replicate_9	-304985.45	609982.9	6296233.61	19738.3	0.7706,0.3225,0.299,0.5403,2.6868,0.4484
sec_contact_sym_mig_three_epoch	Round_1_Replicate_10	-319659.14	639330.28	7858295.39	3307.82	6.0415,4.6475,1.0249,4.0531,0.1303,5.3281
sec_contact_sym_mig_three_epoch	Round_2_Replicate_1	-169833.34	339678.68	1347938.69	7976.21	4.8752,0.3746,0.2463,1.5799,1.3838,0.0425
sec_contact_sym_mig_three_epoch	Round_2_Replicate_2	-173116.45	346244.9	1087778.37	17053.98	1.0003,0.6558,0.2979,0.8023,0.7482,0.2228
sec_contact_sym_mig_three_epoch	Round_2_Replicate_3	-158824.5	317661.0	969318.17	16516.0	1.2256,0.4239,0.7708,0.6196,2.1649,0.3393
sec_contact_sym_mig_three_epoch	Round_2_Replicate_4	-232696.03	465404.06	2995325.33	14565.4	2.3637,0.1869,0.2315,0.5457,0.772,0.0541
sec_contact_sym_mig_three_epoch	Round_2_Replicate_5	-151327.89	302667.78	799044.76	21926.85	0.6316,0.165,0.6492,2.1832,0.5329,0.0464
sec_contact_sym_mig_three_epoch	Round_2_Replicate_6	-264500.47	529012.94	3487181.53	15923.68	0.7399,0.255,0.3603,3.9242,1.0252,0.3069
sec_contact_sym_mig_three_epoch	Round_2_Replicate_7	-236098.19	472208.38	2779913.32	14501.32	0.91,0.1858,1.4221,5.8906,0.7075,0.3813
sec_contact_sym_mig_three_epoch	Round_2_Replicate_8	-102566.39	205144.78	427877.51	12589.19	1.5268,0.499,1.0411,2.9223,0.2225,0.088
sec_contact_sym_mig_three_epoch	Round_2_Replicate_9	-129964.28	259940.56	668705.16	9997.91	3.563,0.6073,0.4235,0.4494,1.446,0.1415
sec_contact_sym_mig_three_epoch	Round_2_Replicate_10	-153871.65	307755.3	766155.12	13740.01	1.0864,1.0667,0.3398,0.4763,1.725,0.3384
sec_contact_sym_mig_three_epoch	Round_2_Replicate_11	-137007.91	274027.82	699845.72	10683.51	2.3156,0.7476,0.4422,0.6209,1.9292,0.3543
sec_contact_sym_mig_three_epoch	Round_2_Replicate_12	-126578.39	253168.78	630497.6	8939.28	4.771,0.7671,1.2739,1.2286,0.2522,0.2562
sec_contact_sym_mig_three_epoch	Round_2_Replicate_13	-104000.51	208013.02	510486.48	12482.04	1.9261,1.2654,0.9033,1.0495,0.1831,0.031
