Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1, nu2, m, T1, T2, T3)
sec_contact_sym_mig_three_epoch	Round_2_Replicate_14	-225891.82	451795.64	2563465.84	16337.47	1.4032,0.2045,0.2078,1.3878,0.7216,0.0569
sec_contact_sym_mig_three_epoch	Round_2_Replicate_15	-147874.93	295761.86	851604.95	20354.69	1.0851,0.2808,0.4873,0.622,0.6544,0.0803
sec_contact_sym_mig_three_epoch	Round_2_Replicate_16	-46825.66	93663.32	115447.6	9206.87	1.4778,0.4013,1.7578,6.9875,0.3386,0.0876
sec_contact_sym_mig_three_epoch	Round_2_Replicate_17	-121848.22	243708.44	564168.07	11665.26	1.5035,0.1518,0.7895,5.0087,0.7271,0.0411
sec_contact_sym_mig_three_epoch	Round_2_Replicate_18	-354618.92	709249.84	8107451.79	20106.99	0.366,0.7797,0.1762,1.3333,0.6477,0.4007
sec_contact_sym_mig_three_epoch	Round_2_Replicate_19	-63102.64	126217.28	149200.64	25060.27	0.4627,0.4755,1.7504,1.6929,1.4647,0.0468
sec_contact_sym_mig_three_epoch	Round_2_Replicate_20	-144384.81	288781.62	670974.64	15555.03	0.9953,0.9382,1.0121,0.8822,0.5875,0.4742
sec_contact_sym_mig_three_epoch	Round_3_Replicate_1	-83607.81	167227.62	205714.14	4872.65	0.6621,0.3463,0.8471,24.1001,0.6717,0.0434
sec_contact_sym_mig_three_epoch	Round_3_Replicate_2	-33455.91	66923.82	77599.79	4256.84	4.5466,1.0785,2.0533,13.1643,0.9595,0.2695
sec_contact_sym_mig_three_epoch	Round_3_Replicate_3	-31636.06	63284.12	198459.91	4654.56	2.8273,1.4403,4.1015,14.052,1.2353,0.148
sec_contact_sym_mig_three_epoch	Round_3_Replicate_4	-47151.36	94314.72	119235.43	9431.57	1.9278,1.0723,0.9888,3.0823,1.3538,0.0798
sec_contact_sym_mig_three_epoch	Round_3_Replicate_5	-101372.01	202756.02	327805.03	21359.62	0.4835,0.2979,0.9097,2.4404,0.4732,0.0414
sec_contact_sym_mig_three_epoch	Round_3_Replicate_6	-75600.21	151212.42	243549.34	10140.06	1.8374,0.601,1.1449,4.1163,0.2892,0.1064
sec_contact_sym_mig_three_epoch	Round_3_Replicate_7	-63548.88	127109.76	134266.62	5384.96	1.4653,1.3367,0.8005,13.9843,0.5499,0.0532
sec_contact_sym_mig_three_epoch	Round_3_Replicate_8	-150395.67	300803.34	1826212.57	9428.14	2.3232,1.3486,0.6724,2.463,0.1769,0.0373
sec_contact_sym_mig_three_epoch	Round_3_Replicate_9	-26777.92	53567.84	55869.05	7616.18	1.6896,0.5969,2.2676,8.7451,0.4746,0.0826
sec_contact_sym_mig_three_epoch	Round_3_Replicate_10	-49615.53	99243.06	129221.65	14046.79	2.1769,0.2411,4.7144,4.5332,1.2077,0.0505
sec_contact_sym_mig_three_epoch	Round_3_Replicate_11	-26437.11	52886.22	73404.21	4179.6	2.1146,1.3522,2.2235,19.5642,1.1786,0.1509
sec_contact_sym_mig_three_epoch	Round_3_Replicate_12	-25961.55	51935.1	55917.31	4174.18	3.4267,0.7866,2.0031,17.0139,0.5113,0.1154
sec_contact_sym_mig_three_epoch	Round_3_Replicate_13	-143242.75	286497.5	569225.95	8884.25	0.678,0.3676,0.5625,11.1129,0.7671,0.1693
sec_contact_sym_mig_three_epoch	Round_3_Replicate_14	-87047.04	174106.08	294939.59	6306.98	1.8798,0.3634,0.61,12.9781,1.1234,0.1074
sec_contact_sym_mig_three_epoch	Round_3_Replicate_15	-43043.83	86099.66	94924.22	24004.64	0.3859,0.1943,3.4778,2.5716,0.2466,0.0294
sec_contact_sym_mig_three_epoch	Round_3_Replicate_16	-122511.09	245034.18	501463.5	4782.22	2.4754,0.2464,0.4616,17.4612,0.7545,0.0459
sec_contact_sym_mig_three_epoch	Round_3_Replicate_17	-25869.61	51751.22	60266.43	11189.47	0.9774,0.223,7.5896,6.824,0.1675,0.0284
sec_contact_sym_mig_three_epoch	Round_3_Replicate_18	-22459.71	44931.42	52252.53	10945.4	0.5169,0.2422,6.3144,8.8602,0.3047,0.0191
sec_contact_sym_mig_three_epoch	Round_3_Replicate_19	-28664.52	57341.04	64069.2	3159.82	4.5456,0.6331,1.0588,24.5512,1.0241,0.0218
sec_contact_sym_mig_three_epoch	Round_3_Replicate_20	-113488.54	226989.08	533101.54	7100.74	2.3299,0.6921,0.4874,7.5365,0.4231,0.0324
sec_contact_sym_mig_three_epoch	Round_3_Replicate_21	-167546.52	335105.04	647899.18	6746.33	0.5553,0.634,0.7726,14.5079,0.3666,0.3009
sec_contact_sym_mig_three_epoch	Round_3_Replicate_22	-33822.32	67656.64	72425.1	9629.7	0.8864,0.2763,2.2563,8.7518,0.3857,0.0291
sec_contact_sym_mig_three_epoch	Round_3_Replicate_23	-62089.2	124190.4	182318.7	7166.44	3.3838,0.3454,1.077,6.306,0.7272,0.0583
sec_contact_sym_mig_three_epoch	Round_3_Replicate_24	-69424.52	138861.04	224931.27	3989.2	4.0467,0.3207,1.5259,18.0088,0.3657,0.1503
sec_contact_sym_mig_three_epoch	Round_3_Replicate_25	-41194.36	82400.72	96021.45	11066.42	1.3314,0.209,3.4694,5.8298,0.1524,0.0248
sec_contact_sym_mig_three_epoch	Round_3_Replicate_26	-72799.09	145610.18	234488.77	11406.2	1.8011,0.5136,1.8072,3.2311,0.1901,0.1136
sec_contact_sym_mig_three_epoch	Round_3_Replicate_27	-187670.12	375352.24	932050.77	9407.04	0.5799,0.2646,0.5501,9.6781,0.2989,0.0263
sec_contact_sym_mig_three_epoch	Round_3_Replicate_28	-57845.17	115702.34	120988.81	11001.28	0.6396,1.3829,2.9953,4.9186,0.2594,0.109
sec_contact_sym_mig_three_epoch	Round_3_Replicate_29	-96323.53	192659.06	225158.29	4344.45	0.6374,0.8228,0.5374,25.6279,0.9913,0.0319
sec_contact_sym_mig_three_epoch	Round_3_Replicate_30	-30500.2	61012.4	68639.13	7154.2	3.0899,0.5229,5.1314,6.7298,0.1845,0.1058
sec_contact_sym_mig_three_epoch	Round_4_Replicate_1	-20824.62	41661.24	58528.96	14200.59	0.5245,0.1546,11.5559,7.9055,0.3618,0.0187
sec_contact_sym_mig_three_epoch	Round_4_Replicate_2	-21693.1	43398.2	49131.43	6921.94	0.9226,0.3091,5.1437,14.3852,0.4055,0.0375
sec_contact_sym_mig_three_epoch	Round_4_Replicate_3	-20816.38	41644.76	54714.81	10484.93	0.6406,0.2143,7.1225,9.5932,0.3589,0.0195
sec_contact_sym_mig_three_epoch	Round_4_Replicate_4	-21611.46	43234.92	70228.02	8996.35	0.9876,0.2131,8.7823,12.2404,0.5011,0.0267
sec_contact_sym_mig_three_epoch	Round_4_Replicate_5	-23232.25	46476.5	61592.44	16663.75	0.5092,0.2397,10.0608,4.6352,0.2613,0.0288
sec_contact_sym_mig_three_epoch	Round_4_Replicate_6	-21886.52	43785.04	70238.91	9416.11	0.9393,0.2855,4.3758,10.2684,0.5866,0.0124
sec_contact_sym_mig_three_epoch	Round_4_Replicate_7	-21018.08	42048.16	55275.12	8834.64	0.8704,0.2873,5.3964,11.2708,0.5027,0.0284
sec_contact_sym_mig_three_epoch	Round_4_Replicate_8	-23798.67	47609.34	66758.18	13999.97	0.6132,0.3126,4.2671,6.193,0.5502,0.0113
sec_contact_sym_mig_three_epoch	Round_4_Replicate_9	-31337.85	62687.7	269599.66	13718.73	0.7902,0.3191,23.1478,5.1514,0.2372,0.0308
sec_contact_sym_mig_three_epoch	Round_4_Replicate_10	-20717.87	41447.74	49906.73	18665.42	0.3464,0.1105,13.1449,5.8844,0.2557,0.0127
sec_contact_sym_mig_three_epoch	Round_4_Replicate_11	-23538.65	47089.3	52011.61	8343.29	0.6274,0.3331,9.2566,12.8026,0.4061,0.0554
sec_contact_sym_mig_three_epoch	Round_4_Replicate_12	-24186.86	48385.72	57685.2	14248.4	0.5421,0.3007,4.1245,6.7282,0.5819,0.0136
sec_contact_sym_mig_three_epoch	Round_4_Replicate_13	-20684.47	41380.94	48568.58	8645.38	0.5961,0.2347,5.2287,15.7973,0.603,0.0167
sec_contact_sym_mig_three_epoch	Round_4_Replicate_14	-31451.66	62915.32	117811.77	6714.27	0.6101,0.3756,5.4783,15.1524,0.3162,0.0107
sec_contact_sym_mig_three_epoch	Round_4_Replicate_15	-21864.54	43741.08	63103.89	9130.1	0.9579,0.1974,7.0229,10.686,0.3853,0.0197
sec_contact_sym_mig_three_epoch	Round_4_Replicate_16	-22264.11	44540.22	53185.55	13663.86	0.667,0.2504,4.5695,6.0198,0.4087,0.0144
sec_contact_sym_mig_three_epoch	Round_4_Replicate_17	-20315.22	40642.44	54451.86	13251.17	0.4347,0.1399,9.5266,13.4451,0.5313,0.0113
sec_contact_sym_mig_three_epoch	Round_4_Replicate_18	-20549.82	41111.64	66356.13	12810.64	0.5084,0.1286,15.6917,9.8089,0.3288,0.016
sec_contact_sym_mig_three_epoch	Round_4_Replicate_19	-21219.94	42451.88	56712.07	10775.69	0.7311,0.2475,5.3811,8.6981,0.4188,0.0168
sec_contact_sym_mig_three_epoch	Round_4_Replicate_20	-24185.46	48382.92	56441.17	12445.28	0.5421,0.2559,12.0999,6.9467,0.202,0.0396
sec_contact_sym_mig_three_epoch	Round_4_Replicate_21	-21598.6	43209.2	56071.96	11712.39	0.506,0.1955,11.198,8.3939,0.2527,0.024
sec_contact_sym_mig_three_epoch	Round_4_Replicate_22	-20953.5	41919.0	51728.46	9729.29	0.7129,0.2151,5.1941,11.3709,0.4989,0.0144
sec_contact_sym_mig_three_epoch	Round_4_Replicate_23	-20886.87	41785.74	47060.29	11011.81	0.4956,0.1804,8.4868,9.922,0.318,0.0215
sec_contact_sym_mig_three_epoch	Round_4_Replicate_24	-20965.3	41942.6	45633.76	7393.9	0.5621,0.201,10.9398,22.0409,0.5423,0.0374
sec_contact_sym_mig_three_epoch	Round_4_Replicate_25	-21564.67	43141.34	63074.76	13104.53	0.659,0.1656,8.2325,6.8817,0.2917,0.0131
sec_contact_sym_mig_three_epoch	Round_4_Replicate_26	-22939.91	45891.82	64157.84	12965.36	0.894,0.2204,5.5033,5.8494,0.3538,0.0152
sec_contact_sym_mig_three_epoch	Round_4_Replicate_27	-21305.86	42623.72	49352.88	13591.77	0.4644,0.1931,7.0671,7.585,0.3534,0.0165
sec_contact_sym_mig_three_epoch	Round_4_Replicate_28	-22882.84	45777.68	80659.74	10346.28	0.6384,0.2222,9.0389,9.1785,0.278,0.0174
sec_contact_sym_mig_three_epoch	Round_4_Replicate_29	-20503.45	41018.9	54910.08	13346.43	0.4774,0.1539,10.878,7.9673,0.2959,0.0166
sec_contact_sym_mig_three_epoch	Round_4_Replicate_30	-21696.86	43405.72	56658.63	9308.26	0.9348,0.2444,5.5428,9.706,0.3751,0.0221
sec_contact_sym_mig_three_epoch	Round_4_Replicate_31	-28331.46	56674.92	62794.17	9862.63	0.5236,0.417,8.2725,9.8687,0.3781,0.0578
sec_contact_sym_mig_three_epoch	Round_4_Replicate_32	-23157.04	46326.08	51639.53	11658.35	0.5228,0.2666,5.0165,7.9517,0.3325,0.0162
sec_contact_sym_mig_three_epoch	Round_4_Replicate_33	-21954.85	43921.7	51225.96	8537.09	0.9464,0.2486,4.0452,11.6143,0.5167,0.0181
sec_contact_sym_mig_three_epoch	Round_4_Replicate_34	-20133.57	40279.14	55231.95	7880.72	0.6387,0.1868,10.0186,15.8558,0.3978,0.0232
sec_contact_sym_mig_three_epoch	Round_4_Replicate_35	-20923.3	41858.6	46760.37	10539.54	0.4783,0.1894,7.016,13.5707,0.5087,0.0189
sec_contact_sym_mig_three_epoch	Round_4_Replicate_36	-21868.23	43748.46	54668.49	13497.42	0.6695,0.1849,6.2306,6.2095,0.2926,0.0123
sec_contact_sym_mig_three_epoch	Round_4_Replicate_37	-20488.57	40989.14	52703.38	8625.1	0.6732,0.2346,8.4138,13.9424,0.4758,0.0308
sec_contact_sym_mig_three_epoch	Round_4_Replicate_38	-25629.91	51271.82	57289.87	11964.85	0.4388,0.298,4.9436,8.1781,0.3742,0.017
sec_contact_sym_mig_three_epoch	Round_4_Replicate_39	-23180.82	46373.64	45289.45	7131.72	0.3476,0.1551,7.6189,19.7614,0.3226,0.0173
sec_contact_sym_mig_three_epoch	Round_4_Replicate_40	-22382.12	44776.24	54443.03	15715.7	0.5184,0.2009,9.0651,7.0525,0.4778,0.0272
