Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1, nu2, m, T1, T2, T3)
sec_contact_sym_mig_three_epoch	Round_1_Replicate_1	-146348.93	292709.86	760290.16	28306.54	0.608,0.3066,1.064,0.1916,0.1504,0.1752
sec_contact_sym_mig_three_epoch	Round_1_Replicate_2	-242209.77	484431.54	2154862.57	10891.37	0.9168,2.3786,6.6631,0.9312,0.7459,1.4317
sec_contact_sym_mig_three_epoch	Round_1_Replicate_3	-584876.65	1169765.3	132082009.27	16391.23	0.3404,0.2917,0.1832,5.6191,1.9762,0.6667
sec_contact_sym_mig_three_epoch	Round_1_Replicate_4	-243242.84	486497.68	251914097040260.97	4701.01	0.1674,0.971,6.3759,0.6277,4.6308,4.6435
sec_contact_sym_mig_three_epoch	Round_1_Replicate_5	-133603.21	267218.42	598223.71	55133.47	0.278,0.1915,4.1612,0.5825,7.7257,0.1245
sec_contact_sym_mig_three_epoch	Round_1_Replicate_6	-183855.62	367723.24	1192445.32	2969.02	7.371,7.5132,4.0818,3.4654,0.4562,3.7453
sec_contact_sym_mig_three_epoch	Round_1_Replicate_7	-264613.11	529238.22	3402235.73	16535.98	0.7851,0.6149,0.1777,0.2004,2.7903,0.4099
sec_contact_sym_mig_three_epoch	Round_1_Replicate_8	-511120.73	1022253.46	73755750.8	10743.53	1.0066,1.271,0.3647,0.8216,1.782,2.8305
sec_contact_sym_mig_three_epoch	Round_1_Replicate_9	-239681.51	479375.02	2026685.62	6956.1	1.3827,4.2506,1.9662,1.1946,1.814,2.0181
sec_contact_sym_mig_three_epoch	Round_1_Replicate_10	-116525.97	233063.94	383480.65	24912.77	0.4329,0.5813,1.1269,3.568,6.3096,0.1408
sec_contact_sym_mig_three_epoch	Round_2_Replicate_1	-184856.28	369724.56	976061.63	22617.09	0.4009,0.74,0.9433,8.127,19.7366,0.3195
sec_contact_sym_mig_three_epoch	Round_2_Replicate_2	-57302.64	114617.28	132109.27	14769.42	0.7216,1.123,1.47,2.1999,2.9021,0.0511
sec_contact_sym_mig_three_epoch	Round_2_Replicate_3	-98618.57	197249.14	358539.18	13214.64	1.6884,0.6123,4.8941,2.3335,14.7032,0.4235
sec_contact_sym_mig_three_epoch	Round_2_Replicate_4	-59406.1	118824.2	137034.07	17155.46	0.6697,0.8802,1.2697,1.2441,25.9688,0.0369
sec_contact_sym_mig_three_epoch	Round_2_Replicate_5	-146835.06	293682.12	714896.61	11577.7	1.3073,1.0083,0.4112,1.6898,2.0765,0.4795
sec_contact_sym_mig_three_epoch	Round_2_Replicate_6	-166759.31	333530.62	1007167.41	55935.8	0.2842,0.166,2.9913,9.0417,9.0528,0.1424
