Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1, nu2, m, T1, T2, T3)
sec_contact_sym_mig_three_epoch	Round_1_Replicate_1	-93107.09	186226.18	323370.13	19203.74	0.9188,0.4108,2.0174,7.3133,4.0365,0.2088
sec_contact_sym_mig_three_epoch	Round_1_Replicate_2	-249789.17	499590.34	255075485304917.44	2914.37	0.2018,1.5726,0.3612,0.1432,1.1734,6.9441
sec_contact_sym_mig_three_epoch	Round_1_Replicate_3	-238873.73	477759.46	3145723.78	16871.64	2.1148,0.1629,2.9019,0.7396,0.4441,0.3205
sec_contact_sym_mig_three_epoch	Round_1_Replicate_4	-210067.76	420147.52	1097901.2	11238.27	0.5576,3.5688,2.0985,1.2642,0.9739,0.6897
sec_contact_sym_mig_three_epoch	Round_1_Replicate_5	-214480.8	428973.6	1570951.82	7196.37	1.7472,4.5842,6.2289,0.2689,1.1576,1.8464
sec_contact_sym_mig_three_epoch	Round_1_Replicate_6	-208777.69	417567.38	1390676.58	26421.77	0.3422,0.5056,1.1053,5.7444,2.9469,0.3357
sec_contact_sym_mig_three_epoch	Round_1_Replicate_7	-358668.86	717349.72	14842068.47	4370.92	6.6647,0.2796,0.1787,7.6938,1.9695,0.6306
sec_contact_sym_mig_three_epoch	Round_1_Replicate_8	-255746.71	511505.42	3256129.83	5109.5	4.8129,4.5194,0.5816,0.2411,0.2412,3.0292
sec_contact_sym_mig_three_epoch	Round_1_Replicate_9	-362261.13	724534.26	13686353.51	7537.12	2.4444,1.4744,0.8458,1.4573,0.6089,3.1611
sec_contact_sym_mig_three_epoch	Round_1_Replicate_10	-154966.06	309944.12	858581.24	9015.37	3.374,1.2094,2.5069,0.5016,0.7578,0.9213
sec_contact_sym_mig_three_epoch	Round_2_Replicate_1	-44477.07	88966.14	299198.63	8892.79	2.3268,0.9818,5.6476,18.3025,9.9083,0.1107
sec_contact_sym_mig_three_epoch	Round_2_Replicate_2	-135024.61	270061.22	712233.45	11787.35	2.6919,0.2722,3.7261,3.5258,1.0344,0.3101
sec_contact_sym_mig_three_epoch	Round_2_Replicate_3	-141973.05	283958.1	769848.6	10653.09	3.4145,0.2808,1.0619,10.6229,8.9198,0.1714
sec_contact_sym_mig_three_epoch	Round_2_Replicate_4	-241611.16	483234.32	3280039.3	7583.25	3.7904,0.3936,0.5235,5.3409,7.5965,0.6476
sec_contact_sym_mig_three_epoch	Round_2_Replicate_5	-97340.23	194692.46	354914.22	26263.84	0.7121,0.2938,1.6032,3.2449,13.0145,0.1129
sec_contact_sym_mig_three_epoch	Round_2_Replicate_6	-146407.39	292826.78	824029.67	16611.13	2.2188,0.1983,2.7858,21.6136,4.5048,0.184
sec_contact_sym_mig_three_epoch	Round_2_Replicate_7	-129302.76	258617.52	434023.77	29812.54	0.2874,0.4797,2.5176,16.0818,2.9436,0.1757
sec_contact_sym_mig_three_epoch	Round_2_Replicate_8	-41698.6	83409.2	171610.26	6899.58	2.2946,1.5388,2.5124,8.8998,7.0791,0.1569
sec_contact_sym_mig_three_epoch	Round_2_Replicate_9	-35108.08	70228.16	80978.82	12391.02	0.9319,0.3133,3.1911,11.6065,1.3775,0.0665
sec_contact_sym_mig_three_epoch	Round_2_Replicate_10	-101854.13	203720.26	335627.9	12218.66	1.1528,1.0091,1.159,2.1186,5.8334,0.4142
sec_contact_sym_mig_three_epoch	Round_2_Replicate_11	-268998.63	538009.26	4639782.79	27903.03	1.0465,0.1728,6.7026,2.1124,9.5433,0.4094
sec_contact_sym_mig_three_epoch	Round_2_Replicate_12	-264368.89	528749.78	3740197.95	51893.61	0.2998,0.1766,2.9453,5.1612,14.7889,0.2876
sec_contact_sym_mig_three_epoch	Round_2_Replicate_13	-67072.9	134157.8	191730.84	43610.67	0.5424,0.1655,7.0369,11.3508,10.4883,0.0526
sec_contact_sym_mig_three_epoch	Round_2_Replicate_14	-112339.58	224691.16	486815.9	11556.41	2.2661,0.3704,1.0435,2.7716,2.4688,0.1998
sec_contact_sym_mig_three_epoch	Round_2_Replicate_15	-116241.71	232495.42	336467.65	7838.86	0.744,1.0444,0.6961,18.9946,2.529,0.3621
sec_contact_sym_mig_three_epoch	Round_2_Replicate_16	-215735.38	431482.76	1541116.49	33201.38	0.2854,0.4317,0.9566,7.9571,7.3578,0.2456
sec_contact_sym_mig_three_epoch	Round_2_Replicate_17	-107577.17	215166.34	382753.08	6759.65	1.7324,1.154,0.5166,16.0695,4.5562,0.6105
sec_contact_sym_mig_three_epoch	Round_2_Replicate_18	-240602.17	481216.34	1805896.57	20233.04	0.2905,0.4977,2.8366,10.4005,1.1772,0.4932
sec_contact_sym_mig_three_epoch	Round_2_Replicate_19	-279066.41	558144.82	3973127.48	34867.55	0.3384,0.3214,1.0642,23.7383,7.1398,0.3922
sec_contact_sym_mig_three_epoch	Round_2_Replicate_20	-104374.03	208760.06	276925.33	26212.23	0.3278,0.7026,1.2281,12.0059,15.0516,0.0608
sec_contact_sym_mig_three_epoch	Round_3_Replicate_1	-48478.28	96968.56	123761.45	24388.3	0.8088,0.2752,3.3266,5.4869,2.6403,0.0447
sec_contact_sym_mig_three_epoch	Round_3_Replicate_2	-24186.29	48384.58	73141.79	17030.12	0.5974,0.2686,8.124,4.3268,0.3813,0.0275
sec_contact_sym_mig_three_epoch	Round_3_Replicate_3	-26214.98	52441.96	65183.58	5100.34	1.7435,0.2797,3.2638,18.4235,0.4472,0.0139
sec_contact_sym_mig_three_epoch	Round_3_Replicate_4	-104201.73	208415.46	428256.23	14458.63	1.6795,0.2089,2.6334,29.281,3.2444,0.1444
