Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1, nu2, m, T1, T2, T3)
sec_contact_sym_mig_three_epoch	Round_3_Replicate_5	-107671.04	215354.08	438790.9	30676.67	0.8678,0.186,4.2174,3.6481,3.8116,0.1195
sec_contact_sym_mig_three_epoch	Round_3_Replicate_6	-38835.41	77682.82	132851.0	7448.79	0.7495,1.0995,6.2008,10.8471,0.457,0.0877
sec_contact_sym_mig_three_epoch	Round_3_Replicate_7	-22288.71	44589.42	76653.68	14640.24	0.6357,0.19,9.5295,8.2027,0.5576,0.0185
sec_contact_sym_mig_three_epoch	Round_3_Replicate_8	-44192.46	88396.92	237042.01	6050.64	0.415,0.6876,5.5091,21.1805,0.6833,0.0153
sec_contact_sym_mig_three_epoch	Round_3_Replicate_9	-141278.47	282568.94	625311.71	43360.49	0.2923,0.2607,1.4925,4.7353,5.9457,0.1074
sec_contact_sym_mig_three_epoch	Round_3_Replicate_10	-46072.89	92157.78	96337.27	10723.91	1.1004,1.0114,1.217,4.3816,0.5579,0.0626
sec_contact_sym_mig_three_epoch	Round_3_Replicate_11	-49177.87	98367.74	123741.71	14075.28	1.0728,0.555,1.0971,3.9039,2.1389,0.0403
sec_contact_sym_mig_three_epoch	Round_3_Replicate_12	-128378.66	256769.32	629250.18	10610.89	3.4939,0.1227,6.0609,28.2657,1.5479,0.1264
sec_contact_sym_mig_three_epoch	Round_3_Replicate_13	-59094.4	118200.8	176450.4	5770.12	3.5792,0.4434,0.8448,9.0889,0.5142,0.03
sec_contact_sym_mig_three_epoch	Round_3_Replicate_14	-33013.81	66039.62	74431.07	15959.51	0.6064,0.5326,3.9104,3.5784,0.4201,0.0478
sec_contact_sym_mig_three_epoch	Round_3_Replicate_15	-31328.92	62669.84	94556.26	16679.99	0.8427,0.398,6.0819,7.0876,1.6873,0.0485
sec_contact_sym_mig_three_epoch	Round_3_Replicate_16	-157238.52	314489.04	982226.79	11028.81	3.0662,0.204,1.3892,10.7369,3.7205,0.17
sec_contact_sym_mig_three_epoch	Round_3_Replicate_17	-67743.4	135498.8	200818.75	12907.01	0.6743,0.1874,1.2503,17.2058,1.6389,0.0163
sec_contact_sym_mig_three_epoch	Round_3_Replicate_18	-34605.74	69223.48	82652.96	22955.18	0.5536,0.3443,2.9903,5.3454,1.7358,0.0117
sec_contact_sym_mig_three_epoch	Round_3_Replicate_19	-30571.58	61155.16	58330.02	7308.1	0.5987,0.3606,2.7185,14.5427,0.4638,0.0362
sec_contact_sym_mig_three_epoch	Round_3_Replicate_20	-43855.48	87722.96	106477.57	11883.84	1.5691,0.5216,3.8649,16.2833,3.9056,0.1424
sec_contact_sym_mig_three_epoch	Round_3_Replicate_21	-21231.28	42474.56	52806.39	4146.63	1.6883,0.3541,10.9882,26.8355,0.5364,0.0802
sec_contact_sym_mig_three_epoch	Round_3_Replicate_22	-112717.42	225446.84	456861.15	7155.19	0.8244,0.1428,1.386,21.7505,0.9362,0.0822
sec_contact_sym_mig_three_epoch	Round_3_Replicate_23	-52537.78	105087.56	124466.68	14408.73	0.4476,0.2225,11.7348,25.4163,1.0917,0.1194
sec_contact_sym_mig_three_epoch	Round_3_Replicate_24	-107681.94	215375.88	423526.94	43844.67	0.4967,0.1836,12.018,9.6268,6.045,0.1368
sec_contact_sym_mig_three_epoch	Round_3_Replicate_25	-71779.35	143570.7	227251.81	11894.22	1.7326,0.2104,1.9966,8.8314,1.642,0.0619
sec_contact_sym_mig_three_epoch	Round_3_Replicate_26	-28344.4	56700.8	148620.46	5632.98	1.969,0.9324,5.2446,18.2463,2.0516,0.1057
sec_contact_sym_mig_three_epoch	Round_3_Replicate_27	-128777.47	257566.94	566274.64	50803.18	0.3153,0.1934,3.5151,19.8908,6.2076,0.1208
sec_contact_sym_mig_three_epoch	Round_3_Replicate_28	-31415.55	62843.1	91763.41	12491.41	1.7125,0.3216,5.8775,3.8095,0.3835,0.0496
sec_contact_sym_mig_three_epoch	Round_3_Replicate_29	-35423.61	70859.22	82875.94	18948.4	0.6474,0.229,3.0851,10.6165,1.5014,0.026
sec_contact_sym_mig_three_epoch	Round_3_Replicate_30	-28830.5	57673.0	72677.64	11916.02	1.3435,0.5604,2.5764,3.9168,0.3412,0.0185
sec_contact_sym_mig_three_epoch	Round_4_Replicate_1	-22646.37	45304.74	65912.28	4469.96	2.9565,0.3392,17.9235,23.6299,0.609,0.0845
sec_contact_sym_mig_three_epoch	Round_4_Replicate_2	-23848.15	47708.3	83399.02	4045.21	3.3948,0.3386,8.7368,25.3409,0.6787,0.0635
sec_contact_sym_mig_three_epoch	Round_4_Replicate_3	-22448.75	44909.5	65458.52	4992.91	1.9392,0.5107,13.9402,18.7858,0.5427,0.1062
sec_contact_sym_mig_three_epoch	Round_4_Replicate_4	-23320.24	46652.48	62440.97	3733.03	2.8263,0.4628,10.2182,25.3728,0.4728,0.1046
sec_contact_sym_mig_three_epoch	Round_4_Replicate_5	-23158.38	46328.76	62802.99	4195.13	2.75,0.475,21.5762,22.0629,0.4456,0.1172
sec_contact_sym_mig_three_epoch	Round_4_Replicate_6	-26061.69	52135.38	72519.18	3941.29	3.4513,0.3693,17.6178,22.5439,0.2803,0.0891
sec_contact_sym_mig_three_epoch	Round_4_Replicate_7	-21693.58	43399.16	62508.45	4970.4	2.0821,0.2794,22.7888,28.9576,0.7927,0.0703
sec_contact_sym_mig_three_epoch	Round_4_Replicate_8	-22069.12	44150.24	48452.59	5797.96	1.0545,0.3611,10.6048,26.7276,0.9383,0.0877
sec_contact_sym_mig_three_epoch	Round_4_Replicate_9	-24701.73	49415.46	73790.32	5779.72	2.702,0.4183,9.6384,13.2498,0.3642,0.0855
sec_contact_sym_mig_three_epoch	Round_4_Replicate_10	-21206.83	42425.66	66733.24	4504.08	1.7869,0.2824,14.9385,28.2706,0.6384,0.059
sec_contact_sym_mig_three_epoch	Round_4_Replicate_11	-24614.48	49240.96	70118.33	5071.3	1.023,0.6164,12.7103,25.7775,1.0101,0.1015
sec_contact_sym_mig_three_epoch	Round_4_Replicate_12	-24242.02	48496.04	96180.67	5445.65	2.4198,0.3127,8.6419,22.8429,0.9497,0.0501
sec_contact_sym_mig_three_epoch	Round_4_Replicate_13	-24213.91	48439.82	59001.56	4928.68	1.0243,0.5983,7.0785,22.8144,0.72,0.0953
sec_contact_sym_mig_three_epoch	Round_4_Replicate_14	-21332.23	42676.46	58877.72	4244.73	1.6755,0.5211,10.6407,26.527,0.7961,0.1056
sec_contact_sym_mig_three_epoch	Round_4_Replicate_15	-21278.56	42569.12	55712.67	4765.78	1.5292,0.4628,12.124,23.8103,0.7388,0.0999
sec_contact_sym_mig_three_epoch	Round_4_Replicate_16	-21761.03	43534.06	73183.17	4655.63	2.2278,0.407,28.2014,29.2182,1.0298,0.0934
sec_contact_sym_mig_three_epoch	Round_4_Replicate_17	-21632.39	43276.78	53013.05	6158.32	1.1367,0.3194,19.7058,16.983,0.3869,0.0737
sec_contact_sym_mig_three_epoch	Round_4_Replicate_18	-21560.96	43133.92	59095.58	4202.8	1.9135,0.3837,11.4518,25.1729,0.5316,0.0819
sec_contact_sym_mig_three_epoch	Round_4_Replicate_19	-22120.99	44253.98	62312.55	3670.14	2.7475,0.4653,5.6746,27.6189,0.7656,0.0886
sec_contact_sym_mig_three_epoch	Round_4_Replicate_20	-20399.11	40810.22	55216.75	5133.56	0.9958,0.2628,9.3311,23.761,0.4875,0.0421
sec_contact_sym_mig_three_epoch	Round_4_Replicate_21	-22466.22	44944.44	52087.43	7095.38	0.8886,0.3276,18.1386,14.3346,0.3402,0.0719
sec_contact_sym_mig_three_epoch	Round_4_Replicate_22	-20672.47	41356.94	51889.87	4108.58	1.4971,0.3931,8.3557,28.8237,0.6774,0.0794
sec_contact_sym_mig_three_epoch	Round_4_Replicate_23	-22683.43	45378.86	58560.52	4117.52	3.274,0.5093,23.4422,23.7039,0.7389,0.1425
sec_contact_sym_mig_three_epoch	Round_4_Replicate_24	-22492.62	44997.24	60034.84	4696.03	1.4524,0.5797,20.5971,23.9016,0.8121,0.1244
sec_contact_sym_mig_three_epoch	Round_4_Replicate_25	-21809.38	43630.76	82529.78	5958.27	1.5075,0.28,12.9953,25.6671,0.8948,0.0485
sec_contact_sym_mig_three_epoch	Round_4_Replicate_26	-25691.25	51394.5	74841.23	7094.81	0.8675,0.5566,16.6042,15.2492,0.7088,0.0903
sec_contact_sym_mig_three_epoch	Round_4_Replicate_27	-22039.52	44091.04	54270.83	5714.6	1.7226,0.3165,18.6481,17.4384,0.4174,0.082
sec_contact_sym_mig_three_epoch	Round_4_Replicate_28	-22311.1	44634.2	58436.18	4549.83	2.0932,0.2891,19.4945,23.0303,0.4027,0.073
sec_contact_sym_mig_three_epoch	Round_4_Replicate_29	-24221.47	48454.94	56431.16	4113.45	2.9153,0.5972,17.3434,20.8983,0.4002,0.165
sec_contact_sym_mig_three_epoch	Round_4_Replicate_30	-25809.7	51631.4	77613.13	7222.64	1.9029,0.4665,6.7719,9.8344,0.2664,0.0706
sec_contact_sym_mig_three_epoch	Round_4_Replicate_31	-20931.78	41875.56	58994.45	4408.57	1.6006,0.4393,10.5778,26.6504,0.7644,0.088
sec_contact_sym_mig_three_epoch	Round_4_Replicate_32	-21954.4	43920.8	61524.61	4057.51	2.6113,0.5091,9.3608,27.3199,0.9918,0.1159
sec_contact_sym_mig_three_epoch	Round_4_Replicate_33	-22904.82	45821.64	59641.26	4427.61	1.448,0.6302,9.2281,23.3389,0.6689,0.1165
sec_contact_sym_mig_three_epoch	Round_4_Replicate_34	-22684.01	45380.02	58575.73	5043.39	1.1099,0.4948,16.4794,22.8188,0.6565,0.0988
sec_contact_sym_mig_three_epoch	Round_4_Replicate_35	-20843.45	41698.9	53509.89	5646.2	1.1133,0.3136,12.2254,20.1559,0.4945,0.0631
sec_contact_sym_mig_three_epoch	Round_4_Replicate_36	-24749.36	49510.72	76656.63	4914.52	2.7899,0.3336,7.2222,17.5227,0.4114,0.0585
sec_contact_sym_mig_three_epoch	Round_4_Replicate_37	-22934.9	45881.8	66252.5	5245.51	2.4684,0.2691,16.6809,19.4979,0.4704,0.0644
sec_contact_sym_mig_three_epoch	Round_4_Replicate_38	-25659.76	51331.52	96494.82	5326.16	3.1607,0.2571,10.6004,15.9496,0.3546,0.0442
sec_contact_sym_mig_three_epoch	Round_4_Replicate_39	-22149.92	44311.84	66259.77	4883.66	1.7676,0.2949,8.3262,20.9722,0.4587,0.0498
sec_contact_sym_mig_three_epoch	Round_4_Replicate_40	-21840.46	43692.92	70955.2	6771.74	1.3204,0.2313,9.9115,15.2595,0.4213,0.0353
