Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1, nu2, m, T1, T2, T3)
sec_contact_sym_mig_three_epoch	Round_3_Replicate_23	-117883.54	235779.08	524747.61	2642.3	9.7687,2.2066,0.2523,4.5905,22.8833,1.4036
sec_contact_sym_mig_three_epoch	Round_3_Replicate_24	-50713.45	101438.9	174543.94	3274.49	7.1958,2.7818,0.5472,6.2504,8.8484,0.2226
sec_contact_sym_mig_three_epoch	Round_3_Replicate_25	-46489.92	92991.84	171581.91	4213.54	2.9518,3.4995,0.9436,15.4372,20.0113,0.2034
sec_contact_sym_mig_three_epoch	Round_3_Replicate_26	-117327.66	234667.32	525283.32	2427.08	11.0195,2.0022,0.318,21.5395,16.3812,1.4623
sec_contact_sym_mig_three_epoch	Round_3_Replicate_27	-137454.75	274921.5	718298.05	4435.76	6.4509,1.2966,0.9939,9.7152,22.9586,1.3101
sec_contact_sym_mig_three_epoch	Round_3_Replicate_28	-79620.17	159252.34	207870.13	3331.32	4.29,5.0053,0.6243,3.3105,11.4788,1.2167
sec_contact_sym_mig_three_epoch	Round_3_Replicate_29	-64614.61	129241.22	144972.16	3536.8	3.2618,5.0599,1.1773,2.8753,23.8745,0.8475
sec_contact_sym_mig_three_epoch	Round_3_Replicate_30	-76168.5	152349.0	197340.02	1772.78	8.4448,11.3015,0.3192,1.8619,19.56,1.7962
sec_contact_sym_mig_three_epoch	Round_4_Replicate_1	-42634.45	85280.9	137303.18	4198.05	4.3859,2.244,0.5349,6.5042,25.162,0.0542
sec_contact_sym_mig_three_epoch	Round_4_Replicate_2	-43238.01	86488.02	118932.78	6385.79	2.576,1.6335,0.7025,10.4948,27.9246,0.0507
sec_contact_sym_mig_three_epoch	Round_4_Replicate_3	-43964.2	87940.4	209029.89	3785.74	4.6187,2.8007,0.8189,4.2679,27.2844,0.1564
sec_contact_sym_mig_three_epoch	Round_4_Replicate_4	-48314.55	96641.1	426490.52	3816.86	3.7337,3.4584,0.9148,5.436,28.5637,0.0891
sec_contact_sym_mig_three_epoch	Round_4_Replicate_5	-48754.19	97520.38	542497.63	4236.85	4.3888,2.3915,1.2802,6.8449,24.9224,0.0936
sec_contact_sym_mig_three_epoch	Round_4_Replicate_6	-43994.44	88000.88	119387.09	5524.32	3.2715,1.7312,0.6687,2.4985,21.9188,0.0988
sec_contact_sym_mig_three_epoch	Round_4_Replicate_7	-43215.87	86443.74	144511.44	3625.05	4.9941,2.7572,0.5767,2.3964,29.0923,0.1531
sec_contact_sym_mig_three_epoch	Round_4_Replicate_8	-46177.96	92367.92	124968.5	6104.17	3.4068,1.3431,0.8078,3.8085,22.1526,0.1148
sec_contact_sym_mig_three_epoch	Round_4_Replicate_9	-43590.51	87193.02	114075.13	6858.42	2.4361,1.4606,0.7457,6.6302,11.1301,0.0652
sec_contact_sym_mig_three_epoch	Round_4_Replicate_10	-43207.41	86426.82	141716.73	4767.91	3.5016,2.2749,0.8358,4.6222,24.7047,0.1532
sec_contact_sym_mig_three_epoch	Round_4_Replicate_11	-47348.18	94708.36	406033.88	3624.07	5.0631,2.8824,1.2408,3.4106,28.1259,0.1747
sec_contact_sym_mig_three_epoch	Round_4_Replicate_12	-44579.43	89170.86	240156.91	5911.76	2.6195,2.0046,1.1167,2.6453,20.9892,0.0602
sec_contact_sym_mig_three_epoch	Round_4_Replicate_13	-43700.51	87413.02	163898.16	5208.3	3.2552,2.0914,1.3457,5.5622,29.2418,0.1924
sec_contact_sym_mig_three_epoch	Round_4_Replicate_14	-54231.95	108475.9	153258.93	4512.06	5.952,1.3235,0.5468,4.5462,27.9058,0.0973
sec_contact_sym_mig_three_epoch	Round_4_Replicate_15	-43203.73	86419.46	155220.95	3771.49	4.3889,2.9183,0.6179,3.8852,27.8566,0.1401
sec_contact_sym_mig_three_epoch	Round_4_Replicate_16	-45381.04	90774.08	117422.0	4015.77	3.7118,2.9474,0.4384,4.9717,29.057,0.1317
sec_contact_sym_mig_three_epoch	Round_4_Replicate_17	-43567.9	87147.8	133415.89	5793.05	3.4702,1.4695,0.7217,3.472,18.6799,0.0415
sec_contact_sym_mig_three_epoch	Round_4_Replicate_18	-42793.37	85598.74	152315.56	6335.36	2.8212,1.5811,1.0775,2.8865,24.3925,0.0866
sec_contact_sym_mig_three_epoch	Round_4_Replicate_19	-43471.2	86954.4	144420.19	6279.47	2.7308,1.6947,1.2936,2.9043,21.5089,0.1449
sec_contact_sym_mig_three_epoch	Round_4_Replicate_20	-43341.5	86695.0	118599.81	6247.1	2.7695,1.5709,0.6632,2.3985,26.8017,0.0444
sec_contact_sym_mig_three_epoch	Round_4_Replicate_21	-42829.89	85671.78	141034.13	3977.07	4.3381,2.6064,0.6327,8.9616,16.4843,0.1442
sec_contact_sym_mig_three_epoch	Round_4_Replicate_22	-42632.77	85277.54	143869.09	4321.79	4.1467,2.276,0.5928,2.3448,28.8755,0.069
sec_contact_sym_mig_three_epoch	Round_4_Replicate_23	-42932.48	85876.96	141844.63	7008.54	2.4375,1.5004,1.138,3.1117,15.9496,0.0863
sec_contact_sym_mig_three_epoch	Round_4_Replicate_24	-42079.33	84170.66	142592.15	4589.87	4.1832,1.9295,0.7796,10.9145,13.0927,0.1126
sec_contact_sym_mig_three_epoch	Round_4_Replicate_25	-43761.36	87534.72	127165.21	4325.07	4.1475,2.2849,0.4845,3.1621,18.9117,0.0604
sec_contact_sym_mig_three_epoch	Round_4_Replicate_26	-43310.67	86633.34	129553.36	4959.72	3.5024,2.0763,0.7327,3.0261,21.7905,0.128
sec_contact_sym_mig_three_epoch	Round_4_Replicate_27	-46900.01	93812.02	117560.41	4340.97	3.3827,2.7965,0.4474,7.1127,15.2477,0.1368
sec_contact_sym_mig_three_epoch	Round_4_Replicate_28	-42612.02	85236.04	157340.0	4349.05	4.0521,2.3087,0.6247,4.9845,27.8507,0.0602
sec_contact_sym_mig_three_epoch	Round_4_Replicate_29	-43209.03	86430.06	122516.99	6756.11	2.7447,1.3543,0.7733,4.2622,17.8865,0.0433
sec_contact_sym_mig_three_epoch	Round_4_Replicate_30	-49513.7	99039.4	130769.55	6878.82	3.0715,1.1342,0.7726,2.1699,18.4281,0.1107
sec_contact_sym_mig_three_epoch	Round_4_Replicate_31	-42832.58	85677.16	129357.52	6101.77	2.6254,1.7818,0.7158,4.0886,27.3834,0.0386
sec_contact_sym_mig_three_epoch	Round_4_Replicate_32	-43757.27	87526.54	137577.58	5149.55	3.083,2.2295,0.9665,2.6668,28.1996,0.1737
sec_contact_sym_mig_three_epoch	Round_4_Replicate_33	-45946.59	91905.18	319950.14	5106.12	3.1458,2.2868,1.3466,4.4745,18.8824,0.1079
sec_contact_sym_mig_three_epoch	Round_4_Replicate_34	-45934.9	91881.8	117830.68	4576.34	3.889,2.0725,0.467,6.7654,18.3443,0.1249
sec_contact_sym_mig_three_epoch	Round_4_Replicate_35	-42744.83	85501.66	132897.44	8039.37	2.1185,1.2917,1.1737,2.3981,20.7572,0.0662
sec_contact_sym_mig_three_epoch	Round_4_Replicate_36	-46819.41	93650.82	123582.81	5551.37	2.4075,2.4277,0.6762,4.8782,27.6669,0.1124
sec_contact_sym_mig_three_epoch	Round_4_Replicate_37	-43932.6	87877.2	116186.89	7391.79	2.4295,1.2535,0.7971,5.2228,9.7034,0.0568
sec_contact_sym_mig_three_epoch	Round_4_Replicate_38	-43707.6	87427.2	137717.08	3512.81	4.843,3.0712,0.4706,2.9103,23.9917,0.1235
sec_contact_sym_mig_three_epoch	Round_4_Replicate_39	-42863.24	85738.48	136237.95	5680.9	3.3148,1.6355,0.8071,3.5632,23.783,0.0734
sec_contact_sym_mig_three_epoch	Round_4_Replicate_40	-43193.13	86398.26	155374.39	5535.0	3.11,1.9012,1.3483,10.5463,18.0754,0.1749
