Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1, nu2, m, T1, T2, T3)
sec_contact_sym_mig_three_epoch	Round_2_Replicate_3	-131101.47	262214.94	541441.4	9641.09	0.9705,0.5016,0.3326,12.7714,3.0621,0.1327
sec_contact_sym_mig_three_epoch	Round_2_Replicate_4	-240924.55	481861.1	3025107.86	5429.79	8.1157,0.1341,0.5814,5.0067,1.5877,0.1131
sec_contact_sym_mig_three_epoch	Round_2_Replicate_5	-86136.93	172285.86	290632.43	19000.57	1.8913,0.216,2.3802,1.6516,7.671,0.0521
sec_contact_sym_mig_three_epoch	Round_2_Replicate_6	-125519.3	251050.6	614825.43	23032.95	0.7546,0.097,1.9053,2.9575,0.7561,0.0526
sec_contact_sym_mig_three_epoch	Round_2_Replicate_7	-151626.09	303264.18	857439.57	16017.8	2.7789,0.0959,2.5101,1.4569,0.8289,0.0538
sec_contact_sym_mig_three_epoch	Round_2_Replicate_8	-177202.99	354417.98	1404007.24	7682.0	5.8759,0.16,0.6607,2.4811,0.5079,0.0457
sec_contact_sym_mig_three_epoch	Round_2_Replicate_9	-170413.68	340839.36	829355.91	5296.35	1.4182,0.6155,0.2048,16.2834,0.9633,0.0792
sec_contact_sym_mig_three_epoch	Round_2_Replicate_10	-294028.13	588068.26	5232281.34	19964.4	0.7237,0.14,0.1817,2.1693,0.7588,0.0608
sec_contact_sym_mig_three_epoch	Round_2_Replicate_11	-203227.59	406467.18	1990427.07	7858.08	5.0421,0.3457,0.2609,1.6666,1.201,0.1506
sec_contact_sym_mig_three_epoch	Round_2_Replicate_12	-338050.19	676112.38	9021945.69	17790.52	0.6913,0.311,0.3845,3.8571,2.1504,0.5839
sec_contact_sym_mig_three_epoch	Round_2_Replicate_13	-213353.44	426718.88	1946246.14	9979.38	1.3601,0.2423,0.2349,18.5022,6.3648,0.1441
sec_contact_sym_mig_three_epoch	Round_2_Replicate_14	-46868.06	93748.12	115436.07	4023.85	2.9684,0.6689,0.7004,19.4198,0.9099,0.0993
sec_contact_sym_mig_three_epoch	Round_2_Replicate_15	-92631.68	185275.36	315846.72	15983.17	1.126,0.5387,2.3742,2.0916,1.8557,0.2941
sec_contact_sym_mig_three_epoch	Round_2_Replicate_16	-286064.59	572141.18	4539965.17	14906.2	0.7089,0.1164,0.2733,10.6709,3.4861,0.0957
sec_contact_sym_mig_three_epoch	Round_2_Replicate_17	-577050.03	1154112.06	278894688.41	9315.45	3.36,0.1411,0.5109,3.1166,6.9787,0.7408
sec_contact_sym_mig_three_epoch	Round_2_Replicate_18	-98802.52	197617.04	386300.63	8512.06	2.5962,0.499,1.9969,18.1052,3.9833,0.3948
sec_contact_sym_mig_three_epoch	Round_2_Replicate_19	-36201.72	72415.44	102533.17	10214.15	1.436,0.86,1.7469,5.7445,2.4301,0.0508
sec_contact_sym_mig_three_epoch	Round_2_Replicate_20	-50624.78	101261.56	155833.36	7574.85	3.9208,0.7095,1.4617,5.3546,4.2911,0.0582
sec_contact_sym_mig_three_epoch	Round_3_Replicate_1	-97380.56	194773.12	372673.75	7989.52	3.4766,0.4146,0.9023,22.0504,6.8613,0.1619
sec_contact_sym_mig_three_epoch	Round_3_Replicate_2	-65409.88	130831.76	353192.94	12677.59	0.5924,2.409,3.5495,4.8684,5.2737,0.0453
sec_contact_sym_mig_three_epoch	Round_3_Replicate_3	-51664.68	103341.36	140844.16	7986.22	3.3429,0.6166,1.2315,13.7415,6.6829,0.0657
sec_contact_sym_mig_three_epoch	Round_3_Replicate_4	-48956.8	97925.6	130155.38	9700.6	2.4566,0.4288,1.1676,3.9048,1.0842,0.0243
sec_contact_sym_mig_three_epoch	Round_3_Replicate_5	-50914.14	101840.28	121446.99	31006.98	0.4866,0.3717,3.4487,3.9594,6.1953,0.0411
sec_contact_sym_mig_three_epoch	Round_3_Replicate_6	-86088.96	172189.92	323890.14	8378.18	3.2309,0.365,0.5997,4.6364,3.2657,0.0162
sec_contact_sym_mig_three_epoch	Round_3_Replicate_7	-49663.88	99339.76	368957.99	9750.24	2.6565,0.7432,2.4015,3.0646,3.7121,0.0251
sec_contact_sym_mig_three_epoch	Round_3_Replicate_8	-43737.16	87486.32	218338.14	10113.55	1.0099,1.3156,2.1022,9.6826,4.199,0.0275
sec_contact_sym_mig_three_epoch	Round_3_Replicate_9	-87296.39	174604.78	226758.78	9057.21	0.7263,3.4252,0.9111,2.423,6.1465,0.0403
sec_contact_sym_mig_three_epoch	Round_3_Replicate_10	-60185.31	120382.62	2222433.86	7128.29	3.5621,1.0912,3.3557,4.5378,0.6633,0.0283
sec_contact_sym_mig_three_epoch	Round_3_Replicate_11	-58045.86	116103.72	415220.47	19260.97	2.0316,0.3138,7.4163,1.7694,4.2219,0.0262
sec_contact_sym_mig_three_epoch	Round_3_Replicate_12	-58176.05	116364.1	138940.61	35464.01	0.3606,0.3567,2.344,8.1981,4.5408,0.0189
sec_contact_sym_mig_three_epoch	Round_3_Replicate_13	-49522.08	99056.16	267572.68	7278.21	3.2419,1.1972,1.3597,1.5777,6.2355,0.042
sec_contact_sym_mig_three_epoch	Round_3_Replicate_14	-37634.33	75280.66	145225.45	5686.1	4.1901,0.5331,1.8422,13.4421,2.1814,0.0155
sec_contact_sym_mig_three_epoch	Round_3_Replicate_15	-30330.55	60673.1	206731.03	5521.34	3.6674,0.3993,5.6359,15.7514,0.9741,0.0377
sec_contact_sym_mig_three_epoch	Round_3_Replicate_16	-62617.57	125247.14	140229.37	9041.54	0.6866,2.073,2.8152,11.3995,2.8751,0.138
sec_contact_sym_mig_three_epoch	Round_3_Replicate_17	-50761.36	101534.72	447234.31	6031.75	5.4392,1.1203,6.2168,5.4253,1.2159,0.1464
sec_contact_sym_mig_three_epoch	Round_3_Replicate_18	-42394.14	84800.28	132939.73	29149.51	0.6429,0.313,3.9962,2.3728,4.3739,0.0122
sec_contact_sym_mig_three_epoch	Round_3_Replicate_19	-28093.0	56198.0	61337.97	4598.21	1.6603,1.2337,1.1471,18.5783,1.298,0.0651
sec_contact_sym_mig_three_epoch	Round_3_Replicate_20	-85934.04	171880.08	192916.96	9562.95	0.6688,1.8922,0.6291,6.0205,2.5953,0.0274
sec_contact_sym_mig_three_epoch	Round_3_Replicate_21	-38482.7	76977.4	145658.24	6433.73	2.1231,1.6079,1.8951,9.0784,3.5996,0.1314
sec_contact_sym_mig_three_epoch	Round_3_Replicate_22	-48219.28	96450.56	134613.26	6598.8	2.0926,2.0947,0.6416,4.3531,5.1601,0.0305
sec_contact_sym_mig_three_epoch	Round_3_Replicate_23	-53528.2	107068.4	147270.55	14498.75	1.3342,0.5262,0.9665,1.8942,0.7126,0.0131
sec_contact_sym_mig_three_epoch	Round_3_Replicate_24	-40458.17	80928.34	110554.01	9322.06	2.2944,0.6227,1.286,4.3663,1.7092,0.02
sec_contact_sym_mig_three_epoch	Round_3_Replicate_25	-61641.48	123294.96	1597637.79	7088.77	1.3567,2.9982,3.7132,5.838,4.1762,0.0576
sec_contact_sym_mig_three_epoch	Round_3_Replicate_26	-53485.35	106982.7	240166.64	9355.24	3.9021,0.4673,2.4013,10.3767,4.6887,0.016
sec_contact_sym_mig_three_epoch	Round_3_Replicate_27	-34488.73	68989.46	91855.73	14934.95	0.6247,0.5941,4.3907,16.1148,2.6508,0.0495
sec_contact_sym_mig_three_epoch	Round_3_Replicate_28	-71330.22	142672.44	9264809.23	3999.72	3.6642,3.1234,4.8827,11.2821,8.2813,0.0849
sec_contact_sym_mig_three_epoch	Round_3_Replicate_29	-106591.04	213194.08	259089.85	9360.71	0.5516,2.5904,0.5852,4.4295,1.7869,0.0121
sec_contact_sym_mig_three_epoch	Round_3_Replicate_30	-85545.8	171103.6	189883.88	9587.01	0.5867,1.1787,0.6169,7.1802,0.9768,0.0145
sec_contact_sym_mig_three_epoch	Round_4_Replicate_1	-63862.5	127737.0	143055.78	6707.82	1.0815,2.4461,0.8164,8.0384,0.6965,0.0182
sec_contact_sym_mig_three_epoch	Round_4_Replicate_2	-48330.05	96672.1	93124.63	5614.46	0.9434,0.9892,0.8707,16.3754,0.9655,0.0475
sec_contact_sym_mig_three_epoch	Round_4_Replicate_3	-22915.72	45843.44	56225.32	4744.88	1.7729,0.7281,2.2388,29.8039,2.1921,0.0842
sec_contact_sym_mig_three_epoch	Round_4_Replicate_4	-22270.59	44553.18	71891.19	3610.73	2.5296,0.9264,1.7718,26.9899,1.6058,0.0671
sec_contact_sym_mig_three_epoch	Round_4_Replicate_5	-78026.55	156065.1	168059.82	8604.54	0.817,1.7893,0.6896,6.2376,0.7679,0.0542
sec_contact_sym_mig_three_epoch	Round_4_Replicate_6	-29569.42	59150.84	62904.56	4711.49	3.4367,0.7323,0.9687,13.4642,0.7641,0.0137
sec_contact_sym_mig_three_epoch	Round_4_Replicate_7	-24677.57	49367.14	53844.76	3872.63	1.6541,0.9982,1.1922,28.6176,1.7774,0.0474
sec_contact_sym_mig_three_epoch	Round_4_Replicate_8	-33734.26	67480.52	68634.07	6886.8	1.4967,0.8785,0.8711,10.1099,0.9907,0.0137
sec_contact_sym_mig_three_epoch	Round_4_Replicate_9	-31933.52	63879.04	89031.48	4859.43	0.9904,1.0231,1.6968,28.2293,1.8805,0.0238
sec_contact_sym_mig_three_epoch	Round_4_Replicate_10	-33438.24	66888.48	69818.89	5682.25	1.9249,0.7288,0.9258,13.1296,0.8213,0.0398
sec_contact_sym_mig_three_epoch	Round_4_Replicate_11	-45025.62	90063.24	115353.36	6850.33	1.163,1.8469,1.2744,8.7787,0.6499,0.0398
sec_contact_sym_mig_three_epoch	Round_4_Replicate_12	-24475.94	48963.88	54798.98	3712.88	2.1049,1.1939,1.0638,24.726,1.5761,0.0631
sec_contact_sym_mig_three_epoch	Round_4_Replicate_13	-34399.61	68811.22	67885.3	6359.78	1.6923,1.0422,1.0295,10.4754,0.7147,0.0556
sec_contact_sym_mig_three_epoch	Round_4_Replicate_14	-42304.97	84621.94	211121.89	6946.48	0.8436,1.4371,2.718,13.4551,1.5207,0.0412
sec_contact_sym_mig_three_epoch	Round_4_Replicate_15	-38472.33	76956.66	74346.83	3715.45	1.5365,1.1524,0.8921,24.8442,0.8611,0.0342
sec_contact_sym_mig_three_epoch	Round_4_Replicate_16	-21359.19	42730.38	57188.55	3308.73	2.5834,0.7177,2.0713,29.8029,1.1549,0.0714
sec_contact_sym_mig_three_epoch	Round_4_Replicate_17	-55663.19	111338.38	118097.25	7120.73	1.3227,2.0266,0.7588,7.018,0.8024,0.05
sec_contact_sym_mig_three_epoch	Round_4_Replicate_18	-35470.82	70953.64	69672.02	7924.79	1.0777,0.7183,1.1414,9.5554,0.7463,0.0258
sec_contact_sym_mig_three_epoch	Round_4_Replicate_19	-25907.04	51826.08	66790.05	3567.66	2.15,1.4394,1.4786,25.376,1.5761,0.1236
sec_contact_sym_mig_three_epoch	Round_4_Replicate_20	-32081.57	64175.14	74913.71	5391.14	1.5549,1.4297,1.5423,13.5219,0.7833,0.0998
sec_contact_sym_mig_three_epoch	Round_4_Replicate_21	-28086.47	56184.94	55951.96	3191.61	3.0104,1.6058,0.8174,24.4973,1.0896,0.094
sec_contact_sym_mig_three_epoch	Round_4_Replicate_22	-31880.05	63772.1	66283.09	4339.61	1.4913,1.257,0.8016,24.8942,2.2511,0.0161
sec_contact_sym_mig_three_epoch	Round_4_Replicate_23	-23952.78	47917.56	62974.97	2927.89	3.4027,1.6102,0.8067,27.8164,1.9136,0.0596
sec_contact_sym_mig_three_epoch	Round_4_Replicate_24	-31325.26	62662.52	105559.23	5909.44	0.9661,0.9541,2.142,17.0151,1.1541,0.0258
sec_contact_sym_mig_three_epoch	Round_4_Replicate_25	-21924.75	43861.5	51967.88	3911.32	1.9894,0.8102,1.7703,24.2518,1.0688,0.0671
sec_contact_sym_mig_three_epoch	Round_4_Replicate_26	-23680.98	47373.96	53164.22	2837.04	3.7424,1.4457,0.6918,28.4741,1.8582,0.0462
sec_contact_sym_mig_three_epoch	Round_4_Replicate_27	-22169.37	44350.74	48403.46	3433.72	2.3646,0.8655,1.266,27.9131,1.3396,0.0625
sec_contact_sym_mig_three_epoch	Round_4_Replicate_28	-31854.86	63721.72	71337.27	4040.53	3.6714,1.9095,0.8643,13.6528,0.8191,0.0667
sec_contact_sym_mig_three_epoch	Round_4_Replicate_29	-22964.63	45941.26	68483.99	3217.3	2.4987,1.2046,1.3757,29.6687,1.6917,0.0722
sec_contact_sym_mig_three_epoch	Round_4_Replicate_30	-23928.14	47868.28	52423.72	2885.14	3.3358,1.4588,0.6906,29.105,1.8971,0.0465
sec_contact_sym_mig_three_epoch	Round_4_Replicate_31	-27254.95	54521.9	55713.97	3357.19	2.478,1.16,0.9573,25.546,0.9652,0.0241
sec_contact_sym_mig_three_epoch	Round_4_Replicate_32	-22743.34	45498.68	57676.18	3311.52	2.9961,1.001,1.1199,29.6109,2.1454,0.0603
sec_contact_sym_mig_three_epoch	Round_4_Replicate_33	-22363.17	44738.34	52108.91	4000.78	2.0924,0.8322,1.9812,22.6044,0.9306,0.0892
sec_contact_sym_mig_three_epoch	Round_4_Replicate_34	-23277.86	46567.72	54171.37	4041.1	1.9527,0.9287,1.1643,26.9313,2.0031,0.0377
sec_contact_sym_mig_three_epoch	Round_4_Replicate_35	-24734.97	49481.94	50706.53	3541.74	2.6211,1.1796,0.9161,23.392,1.2324,0.0635
sec_contact_sym_mig_three_epoch	Round_4_Replicate_36	-40517.16	81046.32	89122.06	7312.58	1.0703,1.3052,0.9762,9.4811,1.1895,0.0116
sec_contact_sym_mig_three_epoch	Round_4_Replicate_37	-38283.51	76579.02	90602.67	4772.96	0.8722,1.1323,1.4564,29.4729,1.915,0.0285
sec_contact_sym_mig_three_epoch	Round_4_Replicate_38	-28105.06	56222.12	63022.74	4300.19	2.2984,1.4003,0.8805,17.1025,1.0977,0.018
sec_contact_sym_mig_three_epoch	Round_4_Replicate_39	-34715.52	69443.04	75936.64	4802.69	1.042,1.1379,1.288,29.8888,2.2805,0.0398
sec_contact_sym_mig_three_epoch	Round_4_Replicate_40	-31728.85	63469.7	246025.87	4019.92	2.054,1.438,2.2473,23.4399,2.0316,0.0594
