Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1, nu2, m, T1, T2, T3)
sec_contact_sym_mig_three_epoch	Round_1_Replicate_1	-745362.92	1490737.84	981880205.94	15522.41	0.2185,2.4935,8.0258,0.932,7.3882,1.612
sec_contact_sym_mig_three_epoch	Round_1_Replicate_2	-230133.37	460278.74	2111247.4	56058.24	0.2057,0.1725,1.3625,0.1894,1.1559,0.1497
sec_contact_sym_mig_three_epoch	Round_1_Replicate_3	-151061.16	302134.32	913258.45	10786.46	1.9369,0.263,0.6591,4.894,1.9358,0.1881
sec_contact_sym_mig_three_epoch	Round_1_Replicate_4	-855560.28	1711132.56	9132506691.81	19506.31	0.4618,0.4356,0.61,0.2584,8.2955,2.2184
sec_contact_sym_mig_three_epoch	Round_1_Replicate_5	-156780.83	313573.66	498296.34	16402.44	0.3308,2.6695,1.8465,0.887,0.2157,0.1401
sec_contact_sym_mig_three_epoch	Round_1_Replicate_6	-1022859.17	2045730.34	176909172638.24	6328.16	2.5443,0.5857,0.2145,2.8706,4.7522,5.9236
sec_contact_sym_mig_three_epoch	Round_1_Replicate_7	-214185.76	428383.52	1517451.24	12436.93	0.7427,0.9307,0.1746,1.6775,6.7892,0.292
sec_contact_sym_mig_three_epoch	Round_1_Replicate_8	-1099620.26	2199252.52	158220925505.58	14005.51	0.1727,1.9133,0.7342,0.929,3.8143,1.9684
sec_contact_sym_mig_three_epoch	Round_1_Replicate_9	-945446.43	1890904.86	25902151258.04	9059.98	0.5775,2.0737,1.1759,1.5556,0.1423,4.7777
sec_contact_sym_mig_three_epoch	Round_1_Replicate_10	-213341.08	426694.16	1993396.7	11559.46	4.9921,0.4309,0.187,0.2679,0.3164,0.2553
sec_contact_sym_mig_three_epoch	Round_2_Replicate_1	-634908.68	1269829.36	474469097.61	21246.71	0.7057,0.1023,0.2512,1.7072,1.3474,0.4789
sec_contact_sym_mig_three_epoch	Round_2_Replicate_2	-254771.54	509555.08	3495099.37	8981.35	2.1504,0.1156,0.2814,6.0168,0.6485,0.0729
