Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1, nu2, m12, m21, T1, T2)
anc_asym_mig	Round_1_Replicate_1	-114987.92	229987.84	432545.41	8715.29	3.3842,2.7926,4.0226,0.2466,1.0567,0.5905
anc_asym_mig	Round_1_Replicate_2	-324857.09	649726.18	4445687.87	15293.17	0.3127,2.4546,3.5523,0.3983,0.9824,0.7272
anc_asym_mig	Round_1_Replicate_3	-237572.19	475156.38	2728369.78	6286.49	6.5109,1.5569,0.3188,0.1386,1.1263,1.3499
anc_asym_mig	Round_1_Replicate_4	-409761.03	819534.06	18976496.9	26751.07	0.3705,0.5751,0.6928,1.7035,3.0135,0.8831
anc_asym_mig	Round_1_Replicate_5	-92591.75	185195.5	313407.44	21216.42	1.5223,0.3964,2.2128,0.5259,0.1444,0.1618
anc_asym_mig	Round_1_Replicate_6	-245261.95	490535.9	238787053619418.53	3161.71	0.1816,2.2859,1.0815,1.6068,5.2193,5.0096
anc_asym_mig	Round_1_Replicate_7	-1102421.34	2204854.68	511535359945.23	24419.8	0.5259,0.2071,5.6673,7.8436,1.1686,2.1792
anc_asym_mig	Round_1_Replicate_8	-189381.77	378775.54	659907.44	19493.73	0.1768,3.2488,3.8077,2.9474,4.7531,0.1339
anc_asym_mig	Round_1_Replicate_9	-346916.61	693845.22	5061556.18	14493.09	0.2537,5.7309,5.6695,0.1336,0.285,0.6188
anc_asym_mig	Round_1_Replicate_10	-206165.94	412343.88	1671394.41	11694.89	7.8069,0.362,0.2889,1.1927,0.1858,0.4111
anc_asym_mig	Round_2_Replicate_1	-127833.69	255679.38	543427.11	15555.36	2.0483,0.8905,4.1893,0.3683,0.0348,0.5501
anc_asym_mig	Round_2_Replicate_2	-113265.89	226543.78	469682.38	22694.07	1.954,0.1498,0.7053,1.8286,0.1314,0.0729
anc_asym_mig	Round_2_Replicate_3	-455808.12	911628.24	53037535.42	18617.9	1.9053,0.1368,1.6725,0.3452,0.1153,0.6059
anc_asym_mig	Round_2_Replicate_4	-166984.85	333981.7	839187.01	22147.37	0.5433,0.8755,1.4067,1.0693,0.4755,0.3828
anc_asym_mig	Round_2_Replicate_5	-156752.39	313516.78	724415.26	18554.91	0.7508,1.4047,2.1686,0.207,0.1214,0.5395
anc_asym_mig	Round_2_Replicate_6	-76761.23	153534.46	227792.94	18394.8	0.9578,1.3119,0.8842,1.886,0.528,0.0608
anc_asym_mig	Round_2_Replicate_7	-141237.38	282486.76	700496.57	31001.79	0.5179,0.2587,0.8017,1.7144,0.1391,0.2054
anc_asym_mig	Round_2_Replicate_8	-225006.99	450025.98	1843353.89	23744.36	0.4603,0.7965,6.2023,0.8566,0.4933,0.6187
anc_asym_mig	Round_2_Replicate_9	-94024.46	188060.92	292458.96	17666.85	1.8464,0.8727,0.6689,0.623,0.0982,0.2768
anc_asym_mig	Round_2_Replicate_10	-119737.55	239487.1	533515.93	23300.58	1.7915,0.1452,2.3773,0.918,0.2662,0.0384
anc_asym_mig	Round_2_Replicate_11	-93764.89	187541.78	299325.09	16519.06	1.5515,0.8857,1.4659,1.9771,0.4381,0.2398
anc_asym_mig	Round_2_Replicate_12	-181956.76	363925.52	1326349.94	17719.35	1.4076,0.5881,2.56,0.5258,0.166,0.6304
anc_asym_mig	Round_2_Replicate_13	-70471.87	140955.74	199837.0	25275.56	0.9411,0.3483,2.7719,0.976,0.0971,0.1095
anc_asym_mig	Round_2_Replicate_14	-219319.65	438651.3	2285800.43	14402.51	3.3783,0.3397,4.6641,0.9051,0.0764,0.5838
