Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1i, nu2i, nu1f, nu2f, T)
schange	Round_3_Replicate_10	-276361.44	552732.88	514187.74	436855.85	22.52,24.0214,0.2466,0.1764,0.0901
schange	Round_3_Replicate_11	-215804.39	431618.78	408680.61	437544.85	22.9355,17.9892,0.0973,0.077,0.112
schange	Round_3_Replicate_12	-341367.02	682744.04	718680.05	351530.88	6.3666,21.3209,0.3499,0.0781,0.1975
schange	Round_3_Replicate_13	-343111.62	686233.24	728843.68	350343.9	4.1565,27.9707,0.3875,0.0805,0.1891
schange	Round_3_Replicate_14	-437263.58	874537.16	1007972.81	321729.45	11.7709,29.6392,0.4426,0.0873,0.1973
schange	Round_3_Replicate_15	-459449.76	918909.52	1307341.93	363304.58	11.9107,6.0226,0.2351,0.1389,0.3897
schange	Round_3_Replicate_16	-472035.84	944081.68	1326835.74	338015.92	25.571,9.0217,0.2061,0.2056,0.4841
schange	Round_3_Replicate_17	-344923.34	689856.68	738324.97	428391.4	8.2683,23.511,0.0984,0.1145,0.2357
schange	Round_3_Replicate_18	-370205.65	740421.3	799949.96	365660.18	19.7921,6.3318,0.2497,0.0641,0.1554
schange	Round_3_Replicate_19	-276407.72	552825.44	561617.8	370430.55	12.5815,18.6772,0.1852,0.1246,0.2314
schange	Round_3_Replicate_20	-423378.08	846766.16	932741.25	586401.14	22.5225,29.7582,0.0733,0.035,0.0518
schange	Round_3_Replicate_21	-495266.9	990543.8	1419815.88	396021.39	6.6904,4.0242,0.2393,0.0868,0.2973
schange	Round_3_Replicate_22	-214646.55	429303.1	439363.44	432995.58	6.0751,19.0833,0.1298,0.0594,0.1491
schange	Round_3_Replicate_23	-180980.44	361970.88	357971.12	487604.57	10.617,22.7749,0.0613,0.037,0.0959
schange	Round_3_Replicate_24	-366844.37	733698.74	786674.97	341518.56	23.9527,16.0039,0.2948,0.0834,0.2162
schange	Round_3_Replicate_25	-1271295.1	2542600.2	6222564.83	444773.86	15.3115,20.5018,0.1463,0.0828,0.6693
schange	Round_3_Replicate_26	-432233.36	864476.72	766404.08	389680.76	4.4406,9.9806,0.1028,0.2502,0.1763
schange	Round_3_Replicate_27	-296445.39	592900.78	642288.77	407026.84	10.6929,7.1643,0.1689,0.0445,0.1079
schange	Round_3_Replicate_28	-490000.77	980011.54	1084080.24	392785.3	9.156,19.7921,0.0776,0.2176,0.123
schange	Round_3_Replicate_29	-385285.14	770580.28	714079.34	357451.64	3.7859,4.2857,0.1919,0.3233,0.2421
schange	Round_3_Replicate_30	-298897.96	597805.92	571584.35	457256.56	8.1368,18.8854,0.0665,0.0913,0.1538
schange	Round_3_Replicate_31	-164636.46	329282.92	323935.21	504013.75	4.1564,24.7492,0.0505,0.0213,0.0617
schange	Round_3_Replicate_32	-256017.37	512044.74	523687.2	392608.65	12.0546,4.7477,0.162,0.114,0.1839
schange	Round_3_Replicate_33	-1258035.17	2516080.34	6056061.05	433762.94	29.2674,24.3587,0.1306,0.095,0.7225
schange	Round_3_Replicate_34	-346827.62	693665.24	664299.51	386859.82	13.1708,8.3941,0.1071,0.2048,0.1712
schange	Round_3_Replicate_35	-264060.03	528130.06	542378.32	418351.44	18.247,26.7404,0.1746,0.0514,0.1042
schange	Round_3_Replicate_36	-442259.7	884529.4	1150228.44	406482.25	22.8846,12.9353,0.4424,0.0757,0.046
schange	Round_3_Replicate_37	-267939.06	535888.12	521855.97	421088.52	6.1654,8.7277,0.116,0.1215,0.1878
schange	Round_3_Replicate_38	-546424.3	1092858.6	1639457.61	391980.29	21.1281,27.7358,0.2066,0.0582,0.3377
schange	Round_3_Replicate_39	-461200.63	922411.26	894685.03	379649.48	15.7417,7.2045,0.0847,0.3187,0.1598
schange	Round_3_Replicate_40	-486179.36	972368.72	1229521.36	259666.53	22.4097,25.3041,0.4848,0.2239,0.5431
schange	Round_3_Replicate_41	-887191.19	1774392.38	2758619.51	339492.92	22.1052,17.2403,0.1202,0.327,0.6241
schange	Round_3_Replicate_42	-3097595.58	6195201.16	45764675.5	711629.94	27.0693,29.5443,0.0421,0.0391,0.6362
schange	Round_3_Replicate_43	-412276.82	824563.64	994903.55	315743.98	5.1517,18.413,0.3483,0.2057,0.4215
schange	Round_3_Replicate_44	-255256.17	510522.34	561629.6	418872.19	5.7081,26.5264,0.1533,0.0392,0.0985
schange	Round_3_Replicate_45	-394899.74	789809.48	1000030.17	360271.82	5.2866,25.571,0.2376,0.1443,0.3773
schange	Round_3_Replicate_46	-317178.32	634366.64	648139.39	344681.09	24.4612,20.0317,0.1884,0.1778,0.2927
schange	Round_3_Replicate_47	-293991.95	587993.9	558593.62	397040.89	10.1488,12.0117,0.1219,0.1517,0.2126
schange	Round_3_Replicate_48	-675152.73	1350315.46	2298980.15	385266.68	10.9181,10.7951,0.2283,0.0947,0.46
schange	Round_3_Replicate_49	-1321971.13	2643952.26	5623179.32	633882.8	5.3294,20.036,0.0664,0.0369,0.3474
schange	Round_3_Replicate_50	-190639.57	381289.14	382198.21	459161.83	5.6468,27.981,0.0958,0.0419,0.1142
schange	Round_4_Replicate_1	-167195.06	334400.12	324100.9	506295.65	2.3565,21.9181,0.0564,0.0238,0.0653
schange	Round_4_Replicate_2	-167380.82	334771.64	323357.84	507939.97	7.904,25.1159,0.0453,0.0254,0.0671
schange	Round_4_Replicate_3	-163691.25	327392.5	320050.12	513057.14	2.4852,24.1924,0.0501,0.0199,0.0588
schange	Round_4_Replicate_4	-155089.16	310188.32	300082.22	534487.11	3.5617,27.1096,0.0256,0.011,0.0339
schange	Round_4_Replicate_5	-166741.91	333493.82	325435.84	500196.56	2.5041,25.9138,0.0592,0.0229,0.0643
schange	Round_4_Replicate_6	-163826.2	327662.4	316907.04	511854.69	2.6809,27.6519,0.0485,0.0205,0.0591
schange	Round_4_Replicate_7	-162020.75	324051.5	315210.73	509579.05	5.733,25.0511,0.0418,0.0199,0.0547
schange	Round_4_Replicate_8	-174043.02	348096.04	340152.42	483126.45	6.7914,22.9322,0.0628,0.032,0.0816
schange	Round_4_Replicate_9	-162576.27	325162.54	316833.61	510238.17	4.3888,19.9086,0.044,0.0206,0.0568
schange	Round_4_Replicate_10	-166593.43	333196.86	318275.56	508239.49	8.7005,18.5973,0.0448,0.0269,0.0595
schange	Round_4_Replicate_11	-159171.94	318353.88	308448.48	518490.22	6.3039,20.485,0.037,0.0172,0.0387
schange	Round_4_Replicate_12	-159550.13	319110.26	311819.94	522287.85	3.0985,24.5799,0.0386,0.016,0.0489
schange	Round_4_Replicate_13	-159188.19	318386.38	302327.57	523928.06	6.558,26.3308,0.034,0.0178,0.0419
schange	Round_4_Replicate_14	-162924.74	325859.48	319237.91	507494.35	6.9435,23.2539,0.0439,0.0205,0.0545
schange	Round_4_Replicate_15	-171837.85	343685.7	337399.28	493053.46	2.2649,20.6051,0.0715,0.0272,0.0741
schange	Round_4_Replicate_16	-162641.03	325292.06	318813.95	511101.45	6.8021,13.3339,0.0415,0.0208,0.0492
schange	Round_4_Replicate_17	-162801.42	325612.84	316408.21	515168.0	2.6831,17.2362,0.0459,0.0203,0.0558
schange	Round_4_Replicate_18	-161211.73	322433.46	316861.72	514932.25	2.2145,20.5644,0.0459,0.017,0.0499
schange	Round_4_Replicate_19	-160310.11	320630.22	312432.0	521278.68	2.5551,14.2884,0.0403,0.0176,0.0487
schange	Round_4_Replicate_20	-178920.6	357851.2	353005.84	480824.38	6.3303,15.9258,0.0693,0.0372,0.0927
schange	Round_4_Replicate_21	-158747.01	317504.02	310447.54	526673.91	2.5565,24.3185,0.0368,0.0146,0.0455
schange	Round_4_Replicate_22	-163431.33	326872.66	323122.03	505641.53	4.634,24.0635,0.0438,0.0183,0.0516
schange	Round_4_Replicate_23	-162622.25	325254.5	313695.27	513964.63	7.274,11.5839,0.0403,0.0233,0.0501
schange	Round_4_Replicate_24	-161374.5	322759.0	319980.49	515479.43	3.8885,22.4743,0.0415,0.0167,0.0507
schange	Round_4_Replicate_25	-163673.77	327357.54	308612.64	516099.4	7.8513,26.6039,0.0419,0.0231,0.0444
schange	Round_4_Replicate_26	-167875.6	335761.2	331732.72	501032.07	2.5965,25.3426,0.0616,0.0228,0.0674
schange	Round_4_Replicate_27	-163728.98	327467.96	314804.05	509306.63	7.173,22.61,0.0421,0.0227,0.0571
schange	Round_4_Replicate_28	-166639.38	333288.76	326705.18	503446.14	7.3411,18.9037,0.0487,0.0253,0.0668
schange	Round_4_Replicate_29	-159521.77	319053.54	307542.83	519271.91	3.2676,25.9418,0.036,0.0161,0.0457
schange	Round_4_Replicate_30	-177227.32	354464.64	344971.58	485395.25	2.6462,22.446,0.0767,0.0328,0.0852
schange	Round_4_Replicate_31	-172092.73	344195.46	333893.61	489232.38	8.4362,17.3432,0.0559,0.032,0.0748
schange	Round_4_Replicate_32	-163326.37	326662.74	318282.13	507393.93	2.85,25.8441,0.0496,0.02,0.0571
schange	Round_4_Replicate_33	-207957.85	415925.7	390279.36	519246.62	9.3861,21.8374,0.0492,0.0364,0.0203
schange	Round_4_Replicate_34	-157103.77	314217.54	297497.35	529166.64	5.2597,25.4826,0.0282,0.0143,0.0342
schange	Round_4_Replicate_35	-162570.32	325150.64	315819.06	517539.39	6.508,21.6928,0.0394,0.0205,0.0564
schange	Round_4_Replicate_36	-166459.49	332928.98	334052.84	504244.87	4.6175,23.1004,0.0501,0.0194,0.0589
schange	Round_4_Replicate_37	-178929.6	357869.2	355061.95	474537.99	7.2267,15.599,0.07,0.0348,0.0833
schange	Round_4_Replicate_38	-168360.66	336731.32	329057.72	507967.71	8.8686,23.0827,0.0522,0.0246,0.0496
schange	Round_4_Replicate_39	-163762.06	327534.12	319555.36	509323.74	3.3726,16.6513,0.0479,0.0217,0.0587
schange	Round_4_Replicate_40	-166072.78	332155.56	328639.06	506222.77	2.1809,18.2036,0.0579,0.0211,0.0604
schange	Round_4_Replicate_41	-161587.59	323185.18	309274.65	515369.36	7.2012,17.5911,0.0405,0.0214,0.0426
schange	Round_4_Replicate_42	-166599.73	333209.46	319898.12	510775.87	3.1171,17.818,0.0477,0.0239,0.0621
schange	Round_4_Replicate_43	-158324.17	316658.34	311630.1	528016.81	2.3078,18.7199,0.0355,0.0136,0.0418
schange	Round_4_Replicate_44	-157677.08	315364.16	304019.47	526649.41	3.5334,17.9724,0.0309,0.0148,0.0409
schange	Round_4_Replicate_45	-166392.03	332794.06	326077.3	498245.0	4.2624,25.4848,0.0535,0.0232,0.0643
schange	Round_4_Replicate_46	-155755.08	311520.16	302036.23	532036.6	5.2013,18.2371,0.0288,0.0135,0.0346
schange	Round_4_Replicate_47	-171480.85	342971.7	335518.56	489309.61	4.4385,21.3049,0.0626,0.029,0.076
schange	Round_4_Replicate_48	-168908.14	337826.28	325196.04	502588.82	2.2356,12.1437,0.0579,0.0272,0.0648
schange	Round_4_Replicate_49	-165834.21	331678.42	331999.5	511151.97	6.8896,19.8121,0.0453,0.0202,0.059
schange	Round_4_Replicate_50	-161238.28	322486.56	313216.91	525918.77	3.0432,22.6341,0.038,0.0171,0.0511
schange	Round_4_Replicate_51	-170422.57	340855.14	331659.48	491581.86	3.4009,24.1321,0.0623,0.0271,0.0714
schange	Round_4_Replicate_52	-163858.29	327726.58	318247.05	508618.43	4.014,13.7409,0.0455,0.0228,0.058
schange	Round_4_Replicate_53	-165351.81	330713.62	327167.47	506751.0	3.5445,24.7486,0.0522,0.021,0.0631
schange	Round_4_Replicate_54	-163120.13	326250.26	317613.72	509242.2	7.2445,25.413,0.0437,0.0216,0.0583
schange	Round_4_Replicate_55	-168188.74	336387.48	326466.45	495923.2	4.8545,23.7984,0.0538,0.026,0.0685
schange	Round_4_Replicate_56	-165137.55	330285.1	320852.27	509578.52	4.4699,26.3409,0.0469,0.0224,0.0642
schange	Round_4_Replicate_57	-161241.73	322493.46	308337.19	518829.68	5.808,20.165,0.0354,0.0193,0.0493
schange	Round_4_Replicate_58	-157410.1	314830.2	301468.09	528118.28	5.7318,13.6663,0.0318,0.0168,0.0336
schange	Round_4_Replicate_59	-162725.1	325460.2	321139.51	521174.04	6.8647,21.4828,0.039,0.0189,0.0539
schange	Round_4_Replicate_60	-161048.43	322106.86	316644.25	513606.64	5.5602,22.3846,0.0403,0.0181,0.0516
schange	Round_4_Replicate_61	-157190.02	314390.04	301065.28	525931.42	5.9605,23.9002,0.0322,0.0158,0.0384
schange	Round_4_Replicate_62	-172378.05	344766.1	334761.81	491347.67	2.2986,25.041,0.0707,0.028,0.0749
schange	Round_4_Replicate_63	-162099.88	324209.76	315483.26	518098.15	7.2883,12.2871,0.0401,0.0215,0.0458
schange	Round_4_Replicate_64	-162813.16	325636.32	309868.85	516584.98	7.0464,8.2802,0.0379,0.0247,0.0452
schange	Round_4_Replicate_65	-163017.23	326044.46	318676.68	510570.05	4.845,24.0006,0.0446,0.0207,0.0595
schange	Round_4_Replicate_66	-174022.52	348055.04	341284.33	483900.52	3.6428,23.685,0.0705,0.0299,0.0789
schange	Round_4_Replicate_67	-159320.49	318650.98	305967.21	524195.91	7.0116,27.1431,0.0363,0.0181,0.0433
schange	Round_4_Replicate_68	-171764.38	343538.76	338279.95	501261.18	2.2385,12.6275,0.0656,0.0279,0.0725
schange	Round_4_Replicate_69	-178607.09	357224.18	345425.31	484118.18	3.4254,26.3755,0.0723,0.0343,0.0884
schange	Round_4_Replicate_70	-174643.28	349296.56	343105.73	480657.89	8.2925,26.9356,0.0621,0.0305,0.0769
schange	Round_4_Replicate_71	-164251.46	328512.92	328915.86	518075.16	4.4123,9.3786,0.0408,0.0189,0.0515
schange	Round_4_Replicate_72	-167353.66	334717.32	332805.52	505596.42	5.6594,14.3281,0.0497,0.0241,0.0657
schange	Round_4_Replicate_73	-156958.18	313926.36	305145.43	531991.13	3.1327,13.1567,0.0295,0.0138,0.0388
schange	Round_4_Replicate_74	-171320.27	342650.54	334455.28	495040.88	2.3922,14.4691,0.0672,0.0286,0.0722
schange	Round_4_Replicate_75	-167582.08	335174.16	326116.42	497167.93	5.3433,28.4575,0.0484,0.0231,0.0601
schange	Round_4_Replicate_76	-173277.16	346564.32	350081.76	488898.63	3.7808,25.2544,0.06,0.0213,0.0598
schange	Round_4_Replicate_77	-172634.01	345278.02	342623.35	485227.49	5.7469,26.4771,0.0644,0.0277,0.0776
schange	Round_4_Replicate_78	-166855.88	333721.76	320911.32	502603.88	2.9957,21.7604,0.0514,0.0237,0.0611
schange	Round_4_Replicate_79	-174455.37	348920.74	344024.11	486890.32	4.3176,23.0321,0.0686,0.0308,0.0841
schange	Round_4_Replicate_80	-158002.46	316014.92	302138.02	524043.84	6.0434,17.0427,0.0331,0.0173,0.0378
schange	Round_4_Replicate_81	-163150.43	326310.86	313981.21	511701.6	4.5999,19.993,0.0416,0.0214,0.0564
schange	Round_4_Replicate_82	-181237.22	362484.44	355003.48	471357.61	6.2021,17.671,0.0746,0.0391,0.0923
schange	Round_4_Replicate_83	-157987.98	315985.96	306877.02	526925.05	6.0352,26.9866,0.0332,0.0155,0.0436
schange	Round_4_Replicate_84	-161308.58	322627.16	311710.33	514689.6	7.3129,27.0767,0.0423,0.0195,0.0427
schange	Round_4_Replicate_85	-157917.61	315845.22	308725.36	526842.4	4.3667,14.6896,0.0319,0.0151,0.0421
schange	Round_4_Replicate_86	-175925.48	351860.96	347252.02	483209.41	4.7425,12.3952,0.0691,0.0341,0.0823
schange	Round_4_Replicate_87	-167363.85	334737.7	319239.3	509263.25	3.7506,12.8123,0.0451,0.0258,0.0609
schange	Round_4_Replicate_88	-167766.14	335542.28	332832.97	501688.0	4.1677,19.7109,0.0553,0.0238,0.0681
schange	Round_4_Replicate_89	-161688.63	323387.26	315636.84	516229.55	2.829,21.2876,0.0445,0.0186,0.0541
schange	Round_4_Replicate_90	-161014.27	322038.54	309469.42	519434.97	2.5562,10.3273,0.0354,0.0178,0.0426
schange	Round_4_Replicate_91	-159328.89	318667.78	312663.49	518424.69	2.7747,23.9326,0.0393,0.0152,0.0458
schange	Round_4_Replicate_92	-169263.61	338537.22	326161.3	498628.81	3.4821,23.3948,0.056,0.0266,0.0698
schange	Round_4_Replicate_93	-164803.62	329617.24	322890.97	518350.06	3.0993,26.0631,0.0458,0.0198,0.0603
schange	Round_4_Replicate_94	-165504.45	331018.9	320472.63	506755.72	2.302,16.1507,0.0536,0.0231,0.0601
schange	Round_4_Replicate_95	-159747.01	319504.02	313839.26	523422.93	3.6871,17.8531,0.0369,0.0163,0.048
schange	Round_4_Replicate_96	-170730.55	341471.1	337910.93	494061.67	2.4359,19.9397,0.0689,0.0252,0.0703
schange	Round_4_Replicate_97	-172374.88	344759.76	338444.31	495037.77	3.4236,19.596,0.0643,0.029,0.0784
schange	Round_4_Replicate_98	-155640.11	311290.22	304058.8	532368.04	2.8295,15.8353,0.0261,0.0111,0.0322
schange	Round_4_Replicate_99	-157390.54	314791.08	306824.06	528616.0	5.7557,18.3578,0.0319,0.0151,0.039
schange	Round_4_Replicate_100	-159359.66	318729.32	312085.55	518569.72	2.4108,23.7494,0.0403,0.0153,0.0456
