Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1i, nu2i, nu1f, nu2f, T)
schange	Round_2_Replicate_27	-851353.73	1702717.46	10238081.1	360038.1	0.4981,0.2953,1.1379,0.3191,0.0577
schange	Round_2_Replicate_28	-831355.59	1662721.18	6718455.76	350172.37	0.7877,0.8687,1.8424,0.0945,0.0568
schange	Round_2_Replicate_29	-2196814.94	4393639.88	21915699.84	325244.63	0.1779,0.2065,2.757,0.1838,0.4702
schange	Round_2_Replicate_30	-647221.28	1294452.56	1713943.73	353583.46	1.1166,0.2285,1.6508,0.0796,0.0629
schange	Round_3_Replicate_1	-465130.14	930270.28	906568.44	382089.88	0.1238,0.4025,4.8153,0.1048,0.1039
schange	Round_3_Replicate_2	-362091.05	724192.1	687690.36	410932.14	0.0851,0.3295,2.9129,0.1288,0.074
schange	Round_3_Replicate_3	-395872.58	791755.16	723734.4	391983.66	0.1183,0.3113,1.7405,0.2805,0.1077
schange	Round_3_Replicate_4	-345618.38	691246.76	659696.81	418853.13	0.0714,1.2403,2.7106,0.0759,0.0715
schange	Round_3_Replicate_5	-454994.03	909998.06	979108.35	390329.73	0.1762,0.3905,1.374,0.1906,0.1562
schange	Round_3_Replicate_6	-510781.52	1021573.04	931818.8	369760.69	0.0764,0.2358,5.6609,0.4213,0.1193
schange	Round_3_Replicate_7	-436215.36	872440.72	812370.37	381671.0	0.0994,0.4842,5.8319,0.1264,0.0962
schange	Round_3_Replicate_8	-281555.9	563121.8	528452.91	462098.9	0.0731,0.0706,0.8414,0.252,0.0552
schange	Round_3_Replicate_9	-554248.71	1108507.42	1098854.47	413464.05	0.0236,0.8675,9.7026,0.195,0.0674
schange	Round_3_Replicate_10	-311498.25	623006.5	648854.41	445068.15	0.1201,0.4885,0.9977,0.0378,0.0523
schange	Round_3_Replicate_11	-333633.56	667277.12	611911.27	440683.13	0.0393,0.1689,7.4121,0.1096,0.0544
schange	Round_3_Replicate_12	-290134.5	580279.0	552276.41	439965.45	0.1043,0.9362,1.1993,0.054,0.0713
schange	Round_3_Replicate_13	-303383.16	606776.32	569727.93	425446.27	0.1173,1.0521,1.1806,0.076,0.0811
schange	Round_3_Replicate_14	-359864.51	719739.02	714199.33	420990.57	0.0958,0.2085,2.6248,0.0905,0.0633
schange	Round_3_Replicate_15	-293574.81	587159.62	530741.94	477744.27	0.0242,0.0798,2.9022,0.1928,0.0403
schange	Round_3_Replicate_16	-477141.81	954293.62	890284.22	372877.39	0.0823,0.3159,11.9009,0.1806,0.094
schange	Round_3_Replicate_17	-434989.7	869989.4	800221.89	383330.29	0.0798,0.8076,6.1193,0.1289,0.0971
schange	Round_3_Replicate_18	-346890.01	693790.02	634082.37	427712.35	0.085,1.0009,0.9117,0.1408,0.0878
schange	Round_3_Replicate_19	-593699.64	1187409.28	1638702.49	397917.99	0.2602,0.0954,2.1006,0.0369,0.0349
schange	Round_3_Replicate_20	-473276.11	946562.22	1160186.44	401971.11	0.1361,0.1829,3.7797,0.0552,0.0434
schange	Round_3_Replicate_21	-240190.84	480391.68	470601.45	486707.04	0.0327,0.1106,1.6248,0.0492,0.0308
schange	Round_3_Replicate_22	-351769.15	703548.3	642722.75	429394.22	0.0432,0.3039,7.9406,0.0981,0.0609
schange	Round_3_Replicate_23	-313568.43	627146.86	624545.8	442698.99	0.0525,0.1512,3.1611,0.0947,0.0458
schange	Round_3_Replicate_24	-437310.0	874630.0	800285.83	401221.31	0.0559,1.3063,4.9931,0.1125,0.1022
schange	Round_3_Replicate_25	-333807.52	667625.04	691480.8	455900.78	0.0707,0.2608,1.9749,0.0419,0.0522
schange	Round_3_Replicate_26	-486690.12	973390.24	896927.63	384300.14	0.052,0.4791,9.1179,0.2381,0.0913
schange	Round_3_Replicate_27	-305872.13	611754.26	587573.82	421190.69	0.1794,1.2232,0.8221,0.0874,0.1094
schange	Round_3_Replicate_28	-569526.54	1139063.08	1270319.65	356166.17	0.208,0.8284,10.008,0.0587,0.0791
schange	Round_3_Replicate_29	-375020.81	750051.62	717185.94	370711.34	0.3097,1.1701,1.0103,0.1655,0.1434
schange	Round_3_Replicate_30	-519423.76	1038857.52	1023625.42	349648.51	0.171,0.3424,5.9464,0.1963,0.1114
schange	Round_3_Replicate_31	-418183.95	836377.9	823034.16	437524.29	0.0479,0.1062,6.5011,0.1524,0.0734
schange	Round_3_Replicate_32	-378944.16	757898.32	693185.6	416215.06	0.0602,0.2302,2.9119,0.2414,0.074
schange	Round_3_Replicate_33	-513541.2	1027092.4	1048693.47	450500.2	0.0214,0.9182,2.0422,0.1425,0.0538
schange	Round_3_Replicate_34	-449755.65	899521.3	860515.0	360491.49	0.2346,0.2648,1.7433,0.3455,0.1306
schange	Round_3_Replicate_35	-271116.24	542242.48	494604.82	480264.31	0.0244,0.1009,3.8261,0.1028,0.0381
schange	Round_3_Replicate_36	-328591.57	657193.14	606069.55	433371.0	0.0834,0.1418,1.4264,0.227,0.0752
schange	Round_3_Replicate_37	-434229.93	868469.86	898738.62	387192.55	0.1229,0.9288,5.3504,0.0619,0.0745
schange	Round_3_Replicate_38	-302568.44	605146.88	569163.92	451802.14	0.0679,0.1604,1.5238,0.1238,0.0644
schange	Round_3_Replicate_39	-382606.33	765222.66	725064.99	423309.94	0.059,0.0756,5.3588,0.2617,0.063
schange	Round_3_Replicate_40	-327125.61	654261.22	675110.09	459409.79	0.0679,0.4862,1.9737,0.0312,0.0521
schange	Round_3_Replicate_41	-330834.91	661679.82	597389.71	440282.24	0.048,0.3117,3.1935,0.1123,0.0661
schange	Round_3_Replicate_42	-524570.27	1049150.54	986263.44	350423.9	0.124,0.569,10.1099,0.1444,0.1183
schange	Round_3_Replicate_43	-321901.67	643813.34	608265.49	446425.8	0.0325,0.8373,6.8534,0.0541,0.0489
schange	Round_3_Replicate_44	-250248.16	500506.32	464116.79	481918.17	0.0379,0.0722,1.1142,0.1469,0.0382
schange	Round_3_Replicate_45	-321674.52	643359.04	591562.52	421645.31	0.1074,0.5701,1.2233,0.1247,0.0887
schange	Round_3_Replicate_46	-368428.27	736866.54	711929.95	422801.92	0.0549,0.1916,3.0468,0.2258,0.0614
schange	Round_3_Replicate_47	-365472.46	730954.92	779202.41	426338.58	0.0488,0.2483,10.6019,0.0628,0.0445
schange	Round_3_Replicate_48	-334897.52	669805.04	634180.24	439248.56	0.0565,0.136,3.7249,0.1149,0.0581
schange	Round_3_Replicate_49	-580025.24	1160060.48	1246257.28	398070.99	0.037,0.867,3.8863,0.3083,0.0667
schange	Round_3_Replicate_50	-638714.7	1277439.4	1228433.12	307074.9	0.1918,0.4559,9.205,0.3157,0.1674
schange	Round_4_Replicate_1	-193822.61	387655.22	367470.15	529244.85	0.0111,0.0619,1.7553,0.0305,0.0167
schange	Round_4_Replicate_2	-211859.28	423728.56	400084.49	509458.35	0.0277,0.0836,0.8332,0.0592,0.0287
schange	Round_4_Replicate_3	-224038.56	448087.12	421499.82	508185.91	0.0199,0.2036,2.4624,0.031,0.0289
schange	Round_4_Replicate_4	-232163.42	464336.84	438687.59	488560.55	0.0338,0.144,1.1761,0.0603,0.0339
schange	Round_4_Replicate_5	-219987.77	439985.54	422186.49	501504.22	0.0313,0.1908,1.1242,0.0351,0.0315
schange	Round_4_Replicate_6	-222937.43	445884.86	417413.97	509746.63	0.0198,0.0933,1.9545,0.0511,0.028
schange	Round_4_Replicate_7	-217093.66	434197.32	412544.72	501235.7	0.0356,0.1406,0.8187,0.0493,0.0332
schange	Round_4_Replicate_8	-210897.9	421805.8	398045.93	520057.32	0.0203,0.1221,1.2311,0.0379,0.0269
schange	Round_4_Replicate_9	-257499.5	515009.0	474017.79	479684.55	0.031,0.1899,2.2211,0.0675,0.0403
schange	Round_4_Replicate_10	-207226.98	414463.96	389256.2	517707.33	0.0142,0.092,1.8164,0.0372,0.0208
schange	Round_4_Replicate_11	-220622.02	441254.04	409724.3	509100.42	0.0202,0.1739,1.5933,0.0399,0.0283
schange	Round_4_Replicate_12	-234062.19	468134.38	432241.82	507640.58	0.0179,0.0729,2.4674,0.0741,0.0286
schange	Round_4_Replicate_13	-215270.74	430551.48	404512.07	508066.64	0.0272,0.0939,0.9407,0.0584,0.0297
schange	Round_4_Replicate_14	-239376.39	478762.78	449027.43	481997.42	0.0417,0.1824,1.0977,0.065,0.0398
schange	Round_4_Replicate_15	-232332.42	464674.84	434981.52	497974.97	0.0311,0.0845,1.1655,0.0817,0.0346
schange	Round_4_Replicate_16	-204747.73	409505.46	395766.6	523179.22	0.0173,0.0852,1.4003,0.0309,0.022
schange	Round_4_Replicate_17	-214450.94	428911.88	403496.93	508606.3	0.019,0.089,1.4482,0.0496,0.0242
schange	Round_4_Replicate_18	-193939.27	387888.54	365766.08	532268.23	0.011,0.0661,1.5993,0.0304,0.017
schange	Round_4_Replicate_19	-203291.4	406592.8	385279.3	522204.92	0.0183,0.1297,1.2451,0.0303,0.0239
schange	Round_4_Replicate_20	-239368.35	478746.7	448784.97	489957.92	0.0316,0.0953,1.49,0.078,0.0351
schange	Round_4_Replicate_21	-198092.14	396194.28	386647.72	522001.84	0.0159,0.0824,1.2999,0.0256,0.0188
schange	Round_4_Replicate_22	-216257.58	432525.16	406242.88	506829.71	0.0223,0.112,1.3863,0.0465,0.0273
schange	Round_4_Replicate_23	-205527.52	411065.04	390127.83	522148.6	0.0192,0.0709,1.0867,0.0457,0.024
schange	Round_4_Replicate_24	-211617.86	423245.72	397037.26	520874.53	0.0154,0.2056,2.231,0.0257,0.0245
schange	Round_4_Replicate_25	-226872.36	453754.72	425469.81	498542.53	0.0277,0.2103,1.5397,0.0401,0.0332
schange	Round_4_Replicate_26	-202770.54	405551.08	394655.19	513154.03	0.0225,0.1655,1.0179,0.0242,0.023
schange	Round_4_Replicate_27	-244331.15	488672.3	455955.81	484071.55	0.0345,0.1189,1.4492,0.0795,0.0374
schange	Round_4_Replicate_28	-232866.3	465742.6	434823.82	499178.21	0.0291,0.0756,1.237,0.088,0.0337
schange	Round_4_Replicate_29	-225187.87	450385.74	420656.99	504654.09	0.0215,0.1984,2.1304,0.036,0.0301
schange	Round_4_Replicate_30	-244423.58	488857.16	452066.05	494574.76	0.0212,0.107,2.0982,0.0759,0.0305
schange	Round_4_Replicate_31	-218469.55	436949.1	410240.42	512552.27	0.0281,0.0879,0.8366,0.0669,0.0319
schange	Round_4_Replicate_32	-225685.88	451381.76	418401.53	507806.69	0.0217,0.0541,1.3129,0.0986,0.0281
schange	Round_4_Replicate_33	-231243.68	462497.36	432189.43	491296.34	0.0399,0.2419,1.0024,0.0513,0.0406
schange	Round_4_Replicate_34	-205106.33	410222.66	388842.38	519090.19	0.0188,0.0885,1.2304,0.039,0.0237
schange	Round_4_Replicate_35	-204195.94	408401.88	382601.91	525497.84	0.0125,0.0498,1.816,0.0499,0.0193
schange	Round_4_Replicate_36	-203043.59	406097.18	387459.51	541111.71	0.0144,0.1539,1.0587,0.0244,0.0224
schange	Round_4_Replicate_37	-216038.44	432086.88	410978.27	505698.84	0.025,0.1825,1.3805,0.0329,0.0287
schange	Round_4_Replicate_38	-231651.07	463312.14	444677.58	485633.87	0.0404,0.1693,1.0345,0.0518,0.0351
schange	Round_4_Replicate_39	-194800.8	389611.6	365635.01	536682.78	0.0136,0.1269,0.8497,0.0255,0.0193
schange	Round_4_Replicate_40	-207948.31	415906.62	392214.48	511650.46	0.0244,0.1785,1.0161,0.034,0.0278
schange	Round_4_Replicate_41	-198545.77	397101.54	384592.9	517283.97	0.0129,0.1395,1.8131,0.0208,0.0172
schange	Round_4_Replicate_42	-220245.33	440500.66	411456.17	513777.88	0.0226,0.1004,1.2043,0.0556,0.0298
schange	Round_4_Replicate_43	-224615.36	449240.72	419151.54	507940.45	0.0234,0.236,1.598,0.0362,0.0322
schange	Round_4_Replicate_44	-215644.88	431299.76	412368.33	504237.57	0.0279,0.0825,0.9904,0.0552,0.0279
schange	Round_4_Replicate_45	-234412.9	468835.8	437750.92	485183.53	0.0471,0.1641,0.8187,0.0743,0.0419
schange	Round_4_Replicate_46	-204329.56	408669.12	383691.02	515301.37	0.023,0.1225,0.8351,0.0407,0.0258
schange	Round_4_Replicate_47	-212000.95	424011.9	404783.62	521905.38	0.017,0.0674,1.692,0.0434,0.0237
schange	Round_4_Replicate_48	-225051.59	450113.18	420038.94	501025.21	0.0246,0.1357,1.5261,0.0501,0.0307
schange	Round_4_Replicate_49	-208702.46	417414.92	390470.99	533083.23	0.0141,0.1226,1.0454,0.0334,0.022
schange	Round_4_Replicate_50	-241622.92	483255.84	453747.11	508169.45	0.022,0.1103,2.1853,0.057,0.034
schange	Round_4_Replicate_51	-211243.19	422496.38	398256.66	511952.01	0.0162,0.1836,1.6934,0.0294,0.0225
schange	Round_4_Replicate_52	-239235.3	478480.6	440317.51	501429.4	0.0216,0.163,1.9697,0.0547,0.0328
schange	Round_4_Replicate_53	-212404.97	424819.94	399414.28	511507.23	0.0191,0.1209,1.6164,0.0382,0.0253
schange	Round_4_Replicate_54	-215724.98	431459.96	408709.05	515956.32	0.0155,0.0844,2.7721,0.0383,0.0235
schange	Round_4_Replicate_55	-215077.67	430165.34	410882.66	501280.72	0.0355,0.1907,0.837,0.0391,0.0327
schange	Round_4_Replicate_56	-195590.04	391190.08	370441.97	527570.82	0.0187,0.1308,0.836,0.0287,0.0227
schange	Round_4_Replicate_57	-249604.18	499218.36	461203.05	483183.15	0.0328,0.193,1.8054,0.0628,0.0401
schange	Round_4_Replicate_58	-220253.47	440516.94	414697.26	502848.74	0.0204,0.1842,1.7277,0.0366,0.0264
schange	Round_4_Replicate_59	-202157.24	404324.48	385816.11	515907.84	0.0157,0.1299,1.6427,0.0267,0.0205
schange	Round_4_Replicate_60	-212266.62	424543.24	398121.36	514367.01	0.0144,0.151,2.1795,0.0309,0.0219
schange	Round_4_Replicate_61	-231361.0	462732.0	441828.03	491930.51	0.026,0.1595,2.0108,0.0415,0.0298
schange	Round_4_Replicate_62	-228465.34	456940.68	428543.65	492037.95	0.036,0.1956,1.0818,0.051,0.0366
schange	Round_4_Replicate_63	-248756.18	497522.36	466266.23	480151.93	0.0433,0.1809,1.3183,0.0658,0.0437
schange	Round_4_Replicate_64	-227335.96	454681.92	425787.06	503068.62	0.0269,0.1101,1.3492,0.0586,0.0328
schange	Round_4_Replicate_65	-207774.56	415559.12	392436.49	515304.36	0.0219,0.1319,1.1225,0.0363,0.0264
schange	Round_4_Replicate_66	-224828.72	449667.44	420768.03	517854.49	0.0184,0.0676,1.6662,0.066,0.0279
schange	Round_4_Replicate_67	-196515.43	393040.86	377938.16	521296.56	0.0115,0.2241,1.719,0.0165,0.0163
schange	Round_4_Replicate_68	-204453.05	408916.1	383569.99	522623.72	0.0123,0.1767,2.5033,0.0231,0.0202
schange	Round_4_Replicate_69	-225655.81	451321.62	419192.48	504159.32	0.0261,0.0985,1.1866,0.0678,0.0318
schange	Round_4_Replicate_70	-204043.74	408097.48	386331.33	525934.38	0.0184,0.0743,1.0288,0.0437,0.0237
schange	Round_4_Replicate_71	-231894.73	463799.46	443428.12	488806.57	0.0363,0.0974,1.0639,0.0705,0.0331
schange	Round_4_Replicate_72	-194889.7	389789.4	370373.26	522793.06	0.0175,0.0704,0.8462,0.0381,0.02
schange	Round_4_Replicate_73	-198201.74	396413.48	375964.01	529657.5	0.0137,0.1347,1.6327,0.0232,0.0204
schange	Round_4_Replicate_74	-231149.54	462309.08	453757.04	493216.93	0.0213,0.0785,2.3646,0.0515,0.0243
schange	Round_4_Replicate_75	-208941.86	417893.72	398184.66	512840.7	0.0179,0.078,1.6243,0.0412,0.0226
schange	Round_4_Replicate_76	-228853.75	457717.5	428431.81	496072.62	0.0342,0.1799,1.1127,0.0522,0.0371
schange	Round_4_Replicate_77	-217986.59	435983.18	417560.74	505586.56	0.0229,0.1406,1.6603,0.0339,0.027
schange	Round_4_Replicate_78	-230102.26	460214.52	432155.23	492163.85	0.0301,0.1659,1.3682,0.0516,0.0332
schange	Round_4_Replicate_79	-219697.08	439404.16	408342.62	514203.69	0.0144,0.166,2.9397,0.0326,0.0245
schange	Round_4_Replicate_80	-235619.69	471249.38	437058.96	496480.74	0.0328,0.1678,1.1549,0.0622,0.039
schange	Round_4_Replicate_81	-192185.56	384381.12	364862.32	524977.23	0.016,0.1785,1.0086,0.0212,0.0198
schange	Round_4_Replicate_82	-197727.04	395464.08	377218.63	545887.0	0.0115,0.1126,1.2319,0.0226,0.0189
schange	Round_4_Replicate_83	-187641.23	375292.46	359608.76	532670.93	0.0146,0.1025,0.9042,0.0222,0.018
schange	Round_4_Replicate_84	-231091.24	462192.48	427623.23	512476.53	0.0197,0.1969,1.1953,0.0453,0.0293
schange	Round_4_Replicate_85	-217120.71	434251.42	409782.22	502478.39	0.0245,0.1266,1.1562,0.0474,0.0274
schange	Round_4_Replicate_86	-203084.43	406178.86	391772.72	519268.34	0.0161,0.0805,1.6055,0.0309,0.0205
schange	Round_4_Replicate_87	-190181.86	380373.72	362775.37	524797.1	0.0151,0.2358,1.0288,0.0173,0.0186
schange	Round_4_Replicate_88	-192047.2	384104.4	369271.1	543790.74	0.0115,0.1261,1.3356,0.018,0.0178
schange	Round_4_Replicate_89	-190735.45	381480.9	371492.8	537801.65	0.013,0.1825,1.2423,0.0142,0.0177
schange	Round_4_Replicate_90	-247310.73	494631.46	492965.09	502679.46	0.0342,0.0799,1.2067,0.0556,0.0342
schange	Round_4_Replicate_91	-215497.08	431004.16	404828.58	514193.55	0.0159,0.1356,2.7131,0.0321,0.0245
schange	Round_4_Replicate_92	-223186.43	446382.86	420948.88	510738.32	0.0194,0.0917,2.1498,0.047,0.0275
schange	Round_4_Replicate_93	-183718.14	367446.28	357049.6	541032.71	0.0111,0.073,1.0343,0.0181,0.0147
schange	Round_4_Replicate_94	-208290.86	416591.72	389430.25	522840.38	0.0157,0.126,1.5435,0.0338,0.0235
schange	Round_4_Replicate_95	-203641.39	407292.78	388965.22	509889.23	0.0246,0.1336,0.8433,0.0354,0.0247
schange	Round_4_Replicate_96	-188531.95	377073.9	356483.99	539245.3	0.0114,0.1666,1.16,0.0173,0.0171
schange	Round_4_Replicate_97	-217247.9	434505.8	407141.93	511846.72	0.0249,0.1709,1.1263,0.0409,0.0312
schange	Round_4_Replicate_98	-220174.39	440358.78	413497.57	500426.22	0.0326,0.1676,0.9637,0.0484,0.0339
schange	Round_4_Replicate_99	-202851.11	405712.22	389096.95	527495.7	0.0176,0.1551,1.2726,0.0242,0.0235
schange	Round_4_Replicate_100	-236047.09	472104.18	443246.77	488876.14	0.0341,0.1419,1.3506,0.0609,0.0362
