Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1i, nu2i, nu1f, nu2f, T)
schange	Round_1_Replicate_1	-8274713.44	16549436.88	1.107468393452904e+21	153819.07	0.978,0.1999,0.1907,0.5266,6.1079
schange	Round_1_Replicate_2	-1300624.22	2601258.44	4022423.49	125141.14	0.9283,5.6724,4.4908,2.8486,1.0646
schange	Round_1_Replicate_3	-463119.12	926248.24	804665.61	384463.27	0.5071,0.1288,0.2405,5.2014,0.1232
schange	Round_1_Replicate_4	-1507684.95	3015379.9	9233349.82	178990.31	3.0634,0.305,1.5497,1.9406,0.9821
schange	Round_1_Replicate_5	-4627896.81	9255803.62	855617030.78	273640.52	0.504,0.3449,0.4962,0.7924,1.789
schange	Round_1_Replicate_6	-1545457.48	3090924.96	43717973.91	230977.57	0.5748,2.3001,4.0741,5.1923,0.2115
schange	Round_1_Replicate_7	-591688.11	1183386.22	1216421.5	318155.25	0.3934,3.1444,0.5887,0.5542,0.2905
schange	Round_1_Replicate_8	-2239468.26	4478946.52	34921557.99	88361.4	7.3152,2.1995,2.3069,2.7189,3.7649
schange	Round_1_Replicate_9	-9630499.56	19261009.12	3902462112794.12	100592.88	1.286,0.2812,0.3586,7.9944,5.7037
schange	Round_1_Replicate_10	-1530404.93	3060819.86	5485132.71	143161.34	0.2624,5.2147,5.5567,3.2755,0.8339
schange	Round_1_Replicate_11	-1720704.25	3441418.5	110306488.42	223893.5	2.6282,0.7843,5.3298,2.8632,0.1936
schange	Round_1_Replicate_12	-712052.08	1424114.16	1951106.79	285359.2	1.8799,0.2695,0.6794,1.1568,0.3904
schange	Round_1_Replicate_13	-7399093.84	14798197.68	108718691188.94	180273.14	0.3111,0.1853,3.7383,0.2232,1.9058
schange	Round_1_Replicate_14	-9508015.37	19016040.74	10479214415261.6	120326.14	0.1598,0.4349,0.9592,4.3628,4.2298
schange	Round_1_Replicate_15	-522924.4	1045858.8	1162967.37	329368.55	8.1409,0.1644,0.3827,0.6321,0.1884
schange	Round_2_Replicate_1	-623713.95	1247437.9	1158570.87	303330.23	1.7556,0.2819,0.3437,6.641,0.2379
schange	Round_2_Replicate_2	-601721.54	1203453.08	3793275.48	408750.1	0.6638,0.1016,0.1618,1.5073,0.0475
schange	Round_2_Replicate_3	-623488.19	1246986.38	3294289.12	404352.51	0.1458,0.0521,0.4581,15.3171,0.0454
schange	Round_2_Replicate_4	-749046.36	1498102.72	1568684.17	309320.39	0.8823,0.1329,0.3766,13.2503,0.2885
schange	Round_2_Replicate_5	-926977.96	1853965.92	13115916.77	352071.61	0.4638,0.2788,0.6258,2.2116,0.076
schange	Round_2_Replicate_6	-446665.27	893340.54	820757.54	384412.43	0.2255,0.0637,0.7503,3.4028,0.1111
schange	Round_2_Replicate_7	-1089507.62	2179025.24	3374059.8	441868.97	0.6638,0.0872,0.1218,2.8925,0.2612
schange	Round_2_Replicate_8	-417631.15	835272.3	755186.04	430133.3	1.0834,0.0882,0.0813,5.3572,0.0779
schange	Round_2_Replicate_9	-458026.5	916063.0	1073064.2	396950.2	0.9329,0.0246,0.2787,10.0557,0.0628
schange	Round_2_Replicate_10	-522649.3	1045308.6	1079052.69	335221.05	1.1471,0.1162,0.6234,1.8232,0.1502
schange	Round_2_Replicate_11	-720170.45	1440350.9	1589553.39	312337.25	1.3875,0.1311,0.3554,7.2638,0.2999
schange	Round_2_Replicate_12	-435072.72	870155.44	1247870.6	400320.23	1.1738,0.0716,0.2156,1.3354,0.0661
schange	Round_2_Replicate_13	-407610.02	815230.04	690269.77	430544.2	1.8023,0.063,0.0721,12.9938,0.085
schange	Round_2_Replicate_14	-794547.27	1589104.54	2707650.62	390540.75	0.7831,0.3906,0.0826,10.0944,0.0654
schange	Round_2_Replicate_15	-956497.46	1913004.92	8704284.48	395078.78	0.4984,0.3195,0.092,15.6355,0.0445
schange	Round_2_Replicate_16	-590273.29	1180556.58	1227237.47	310199.69	1.5233,0.1388,0.633,3.5251,0.1846
schange	Round_2_Replicate_17	-914092.51	1828195.02	2918338.34	320871.4	0.8071,0.1122,0.5692,2.2794,0.3492
schange	Round_2_Replicate_18	-571334.94	1142679.88	1274741.84	344302.3	0.869,0.054,0.6605,7.9013,0.1113
schange	Round_2_Replicate_19	-1201187.42	2402384.84	30497601.48	301678.24	1.6705,0.4938,0.5306,10.3046,0.1273
schange	Round_2_Replicate_20	-418642.18	837294.36	720317.82	412198.85	0.3395,0.1958,0.2073,1.4469,0.111
schange	Round_2_Replicate_21	-669436.94	1338883.88	1554651.37	519589.42	0.3228,0.0568,0.0821,1.8534,0.1222
schange	Round_2_Replicate_22	-655492.41	1310994.82	1928805.8	352051.95	0.5382,0.4845,0.3193,2.5932,0.1185
schange	Round_2_Replicate_23	-1264094.36	2528198.72	4522595.13	345984.95	0.2613,0.4407,0.2874,1.8446,0.385
schange	Round_2_Replicate_24	-1052376.66	2104763.32	29481872.53	370903.34	0.394,0.2433,0.3979,2.8487,0.0538
schange	Round_2_Replicate_25	-601140.3	1202290.6	1163606.48	390763.62	1.6379,0.3913,0.0845,2.9302,0.1057
schange	Round_2_Replicate_26	-801269.63	1602549.26	2445085.62	395535.46	1.1951,0.0717,0.2683,1.4497,0.2457
schange	Round_2_Replicate_27	-392657.35	785324.7	1090365.51	418770.47	1.9594,0.0584,0.1191,1.6644,0.0581
schange	Round_2_Replicate_28	-1091142.82	2182295.64	3209235.32	453410.99	0.9049,0.1104,0.0862,2.4118,0.2484
schange	Round_2_Replicate_29	-808813.11	1617636.22	4539986.29	405923.73	0.2638,0.2719,0.1184,4.586,0.0442
schange	Round_2_Replicate_30	-578963.16	1157936.32	1164589.11	483325.15	0.1414,0.0777,0.0868,3.2886,0.078
schange	Round_3_Replicate_1	-269185.32	538380.64	479930.86	470167.31	2.6539,0.0395,0.0572,1.8523,0.0617
schange	Round_3_Replicate_2	-286533.18	573076.36	585035.23	461002.53	0.8192,0.054,0.138,0.4819,0.0729
schange	Round_3_Replicate_3	-479997.19	960004.38	1145899.26	394841.47	0.9694,0.0223,0.3102,7.1504,0.0605
schange	Round_3_Replicate_4	-257318.7	514647.4	487143.61	468203.76	1.7953,0.0476,0.0762,0.7739,0.0632
schange	Round_3_Replicate_5	-398930.71	797871.42	804162.34	387983.87	2.1656,0.077,0.199,2.4484,0.1052
schange	Round_3_Replicate_6	-261418.79	522847.58	492109.41	474130.49	3.0077,0.0253,0.0484,2.7139,0.0477
schange	Round_3_Replicate_7	-231801.49	463612.98	421594.08	482386.04	0.6412,0.0672,0.0826,0.4203,0.0561
schange	Round_3_Replicate_8	-410703.3	821416.6	927160.72	397334.98	5.1139,0.0468,0.1453,2.7938,0.0788
schange	Round_3_Replicate_9	-669417.84	1338845.68	1963244.27	371667.4	4.2998,0.0239,0.4194,0.5406,0.0465
schange	Round_3_Replicate_10	-310327.05	620664.1	564153.21	428921.72	3.5975,0.0954,0.0941,1.1929,0.0939
schange	Round_3_Replicate_11	-280575.38	561160.76	503952.12	439496.04	3.2994,0.1586,0.0884,0.5501,0.0965
schange	Round_3_Replicate_12	-418118.09	836246.18	969940.66	427717.29	4.0932,0.0251,0.1208,1.7904,0.0701
schange	Round_3_Replicate_13	-314531.99	629073.98	627128.09	402325.85	8.2614,0.1718,0.1362,0.4773,0.1205
schange	Round_3_Replicate_14	-362086.39	724182.78	641539.09	493671.24	1.3979,0.0806,0.0322,1.0003,0.0544
schange	Round_3_Replicate_15	-241732.55	483475.1	438907.47	496551.08	1.2943,0.0342,0.0525,0.9769,0.0524
schange	Round_3_Replicate_16	-405058.25	810126.5	730706.33	380210.52	3.5682,0.1219,0.1615,2.4513,0.1472
schange	Round_3_Replicate_17	-595871.18	1191752.36	1460607.55	325634.31	2.8032,0.1056,0.4225,5.2082,0.1428
schange	Round_3_Replicate_18	-303425.45	606860.9	519221.58	459328.8	0.8572,0.0478,0.0841,3.0089,0.0682
schange	Round_3_Replicate_19	-310420.88	620851.76	593465.33	427011.92	5.8267,0.0727,0.0939,1.1788,0.0894
schange	Round_3_Replicate_20	-377630.07	755270.14	844782.41	430104.58	1.7967,0.0265,0.143,1.5752,0.0617
schange	Round_3_Replicate_21	-621712.97	1243435.94	1758745.42	361051.09	5.7043,0.0516,0.4013,0.5266,0.0618
schange	Round_3_Replicate_22	-483430.94	966871.88	814318.77	409979.97	2.4942,0.1002,0.0862,7.3192,0.1363
schange	Round_3_Replicate_23	-415116.01	830242.02	904789.17	432836.44	5.6929,0.0495,0.1071,1.4492,0.119
schange	Round_3_Replicate_24	-248336.33	496682.66	482482.84	492872.59	2.4431,0.0184,0.0422,1.9639,0.0414
schange	Round_3_Replicate_25	-549376.68	1098763.36	1519742.4	395293.29	3.6005,0.0198,0.2189,1.0181,0.0431
schange	Round_3_Replicate_26	-380925.46	761860.92	803182.64	489435.75	0.9728,0.1091,0.0934,0.5251,0.1218
schange	Round_3_Replicate_27	-421020.0	842050.0	722489.88	401073.36	0.4665,0.1753,0.2185,1.8146,0.1289
schange	Round_3_Replicate_28	-421449.09	842908.18	920103.07	399559.16	1.0263,0.0341,0.2521,4.8185,0.0728
schange	Round_3_Replicate_29	-357701.77	715413.54	756090.85	407279.22	3.9875,0.0674,0.1523,0.8867,0.087
schange	Round_3_Replicate_30	-330996.25	662002.5	564281.26	444782.01	1.0917,0.0687,0.1013,2.3376,0.0919
