Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1a, nu2a, nu1b, nu2b, m, T1, T2)
anc_sym_mig_size	Round_1_Replicate_1	-698787.81	1397589.62	549348673.2	7507.74	0.4513,4.6116,0.5116,4.9845,3.351,5.1491,3.4136
anc_sym_mig_size	Round_1_Replicate_2	-271041.63	542097.26	459928242407.33	4469.28	0.3683,0.1428,2.0115,0.1627,0.1505,7.9688,5.1085
anc_sym_mig_size	Round_1_Replicate_3	-104201.64	208417.28	376704.79	15507.89	5.6369,1.7596,0.8216,0.4887,3.9501,1.0811,0.2776
anc_sym_mig_size	Round_1_Replicate_4	-906889.76	1813793.52	1.2883121069072369e+22	6726.4	2.5961,6.1282,0.2478,2.6074,0.4247,0.7415,4.6704
anc_sym_mig_size	Round_1_Replicate_5	-123261.4	246536.8	477313.32	13255.56	1.1382,0.7835,1.9158,4.0073,0.6406,0.8083,0.2793
anc_sym_mig_size	Round_1_Replicate_6	-216375.09	432764.18	1429871.04	31209.6	0.3426,0.2653,0.222,1.2242,0.2396,0.2362,0.1892
anc_sym_mig_size	Round_1_Replicate_7	-1027863.98	2055741.96	246327016519.24	6669.78	2.6361,0.4672,4.4727,0.2671,0.2757,3.2262,3.1198
anc_sym_mig_size	Round_1_Replicate_8	-449148.04	898310.08	27420251.13	23785.36	0.4498,3.3418,0.3142,0.7418,0.6657,0.3995,0.9864
anc_sym_mig_size	Round_1_Replicate_9	-252408.29	504830.58	262027308068710.62	2679.6	0.1397,1.4311,0.1583,2.6893,0.3814,2.5639,5.3659
anc_sym_mig_size	Round_1_Replicate_10	-226229.77	452473.54	1792385.35	5352.76	0.3599,2.0596,4.7771,7.4038,0.4823,7.7838,1.5463
anc_sym_mig_size	Round_2_Replicate_1	-82271.06	164556.12	256699.43	8955.21	9.068,3.0369,0.375,0.1831,1.8645,4.2356,0.1094
anc_sym_mig_size	Round_2_Replicate_2	-164658.74	329331.48	1090430.94	24802.84	13.3015,1.3636,0.6961,0.158,1.2484,0.2698,0.2328
anc_sym_mig_size	Round_2_Replicate_3	-169458.05	338930.1	1105909.93	12607.64	14.3434,1.0919,3.2925,0.1515,15.543,0.8378,0.2239
anc_sym_mig_size	Round_2_Replicate_4	-154371.42	308756.84	906415.68	18745.51	2.8416,0.8018,0.9621,0.3168,4.3762,1.0029,0.3945
anc_sym_mig_size	Round_2_Replicate_5	-119914.86	239843.72	484122.15	10055.63	15.7135,1.4007,1.4936,0.9684,14.4924,2.5405,0.6836
anc_sym_mig_size	Round_2_Replicate_6	-375870.79	751755.58	11949481.49	23515.13	2.531,1.3529,0.3022,0.2215,2.1954,3.2251,0.6238
anc_sym_mig_size	Round_2_Replicate_7	-152449.72	304913.44	691861.03	24622.66	8.0061,1.4961,0.3497,0.4919,1.6506,0.4628,0.2933
anc_sym_mig_size	Round_2_Replicate_8	-105878.13	211770.26	393608.58	16815.65	4.7433,0.7649,1.6369,0.5268,3.6709,0.3428,0.2892
anc_sym_mig_size	Round_2_Replicate_9	-205720.42	411454.84	1831867.25	16511.66	5.3524,0.9195,0.7231,0.197,4.3379,3.2104,0.4171
anc_sym_mig_size	Round_2_Replicate_10	-102145.11	204304.22	400493.17	9567.14	2.1655,3.7589,2.1706,0.2806,15.8148,2.5974,0.254
anc_sym_mig_size	Round_2_Replicate_11	-164086.77	328187.54	810417.8	22728.8	8.1382,3.2676,0.3187,0.3643,12.7586,0.8194,0.2919
anc_sym_mig_size	Round_2_Replicate_12	-220013.57	440041.14	2314916.89	14380.31	6.7891,3.8858,2.8582,0.1758,1.4954,0.3803,0.3395
anc_sym_mig_size	Round_2_Replicate_13	-82582.15	165178.3	281783.36	8671.5	3.6415,3.087,1.1093,0.2027,9.903,4.1011,0.1633
anc_sym_mig_size	Round_2_Replicate_14	-98754.1	197522.2	258111.21	19635.83	1.967,2.0345,0.3696,0.9835,9.048,0.5474,0.1848
anc_sym_mig_size	Round_2_Replicate_15	-163414.51	326843.02	1017570.12	9850.56	12.908,1.8996,2.2472,0.7626,11.9742,1.625,0.8462
anc_sym_mig_size	Round_2_Replicate_16	-80963.21	161940.42	230660.0	19004.82	9.8819,5.1079,0.7492,0.6029,5.0018,0.2949,0.1766
anc_sym_mig_size	Round_2_Replicate_17	-196287.47	392588.94	1550149.06	18380.79	5.0626,6.4155,0.7522,0.3814,2.9846,0.8834,0.5172
anc_sym_mig_size	Round_2_Replicate_18	-58138.19	116290.38	165435.46	14853.99	1.6278,1.7604,0.4092,0.6925,6.4353,1.5125,0.0778
anc_sym_mig_size	Round_2_Replicate_19	-64525.14	129064.28	186174.44	13672.31	2.2578,1.0788,0.9429,0.3043,1.8452,2.1298,0.1111
anc_sym_mig_size	Round_2_Replicate_20	-82326.85	164667.7	267920.15	15369.39	12.0604,0.7889,0.4343,0.292,1.6225,1.3758,0.0943
anc_sym_mig_size	Round_3_Replicate_1	-55787.2	111588.4	150607.98	18378.95	0.5412,3.4479,1.0375,0.4264,17.1223,1.1754,0.1242
anc_sym_mig_size	Round_3_Replicate_2	-96616.11	193246.22	330274.12	15066.54	4.0014,5.9088,0.8939,0.4137,2.0835,0.7722,0.1838
