Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1a, nu2a, nu1b, nu2b, m, T1, T2)
anc_sym_mig_size	Round_3_Replicate_17	-62592.08	125198.16	261037.89	21653.43	3.3378,1.2509,1.2401,0.6062,0.0334,0.0812,0.079
anc_sym_mig_size	Round_3_Replicate_18	-151187.51	302389.02	852216.31	22817.97	4.7951,3.2513,0.9446,0.3546,0.2518,0.0877,0.4069
anc_sym_mig_size	Round_3_Replicate_19	-105252.7	210519.4	357775.93	13475.22	7.151,2.6405,3.0633,1.7605,0.0901,0.0481,0.4316
anc_sym_mig_size	Round_3_Replicate_20	-134486.06	268986.12	631879.36	15936.49	4.4363,3.8514,2.5145,0.4923,0.1186,0.0997,0.4195
anc_sym_mig_size	Round_3_Replicate_21	-85959.17	171932.34	254996.69	17468.59	1.8716,0.4509,2.9005,0.9319,0.144,0.0486,0.2167
anc_sym_mig_size	Round_3_Replicate_22	-79212.55	158439.1	275048.58	18404.51	1.4027,1.6262,2.4271,1.1031,0.1066,0.1576,0.091
anc_sym_mig_size	Round_3_Replicate_23	-70312.13	140638.26	201182.47	24844.06	2.9714,0.3022,0.4941,0.5989,0.0508,0.1375,0.0529
anc_sym_mig_size	Round_3_Replicate_24	-103672.16	207358.32	328706.3	16569.24	6.4353,1.2844,5.2964,0.2916,0.2582,0.1278,0.1426
anc_sym_mig_size	Round_3_Replicate_25	-116793.37	233600.74	455132.4	16439.08	3.0997,0.5319,2.6414,0.5979,0.0613,0.0439,0.3706
anc_sym_mig_size	Round_3_Replicate_26	-56819.37	113652.74	258204.62	23477.64	6.7305,3.6091,1.4329,0.4774,0.0337,0.0159,0.0936
anc_sym_mig_size	Round_3_Replicate_27	-85415.38	170844.76	254414.08	19843.57	1.3831,1.0479,2.3338,0.3512,0.2299,0.1783,0.1088
anc_sym_mig_size	Round_3_Replicate_28	-41969.69	83953.38	134131.52	27910.41	4.4033,3.6983,0.5221,0.1308,0.0467,0.0366,0.0341
anc_sym_mig_size	Round_3_Replicate_29	-75087.95	150189.9	212749.84	22292.75	7.6106,1.7605,2.1946,0.2216,0.2106,0.0264,0.1206
anc_sym_mig_size	Round_3_Replicate_30	-69368.4	138750.8	195765.55	20751.7	8.5043,1.2136,1.0829,0.624,0.3235,0.1122,0.1367
anc_sym_mig_size	Round_4_Replicate_1	-43157.62	86329.24	121227.69	28292.69	3.6399,1.9823,0.4297,0.1759,0.0394,0.0474,0.0433
anc_sym_mig_size	Round_4_Replicate_2	-37618.46	75250.92	104296.46	30684.35	4.3647,3.1554,0.3217,0.1215,0.0886,0.0241,0.033
anc_sym_mig_size	Round_4_Replicate_3	-38668.77	77351.54	122939.48	30002.34	4.0675,3.179,0.3709,0.1733,0.0551,0.0194,0.0385
anc_sym_mig_size	Round_4_Replicate_4	-39694.32	79402.64	121781.12	29613.09	3.4645,5.508,0.3587,0.1666,0.0381,0.0301,0.0378
anc_sym_mig_size	Round_4_Replicate_5	-39833.15	79680.3	128184.07	28743.0	3.5542,5.9591,0.6293,0.0893,0.0611,0.0156,0.0262
anc_sym_mig_size	Round_4_Replicate_6	-44670.55	89355.1	159591.2	27039.04	2.74,3.5887,1.0058,0.1897,0.0604,0.0103,0.0489
anc_sym_mig_size	Round_4_Replicate_7	-41260.48	82534.96	118391.83	28649.79	4.8035,2.6902,0.5784,0.1386,0.0635,0.0207,0.0412
anc_sym_mig_size	Round_4_Replicate_8	-39780.2	79574.4	126244.86	29797.25	5.1129,4.7579,0.2926,0.1686,0.0793,0.0355,0.0342
anc_sym_mig_size	Round_4_Replicate_9	-41333.99	82681.98	160948.31	27999.38	7.5165,5.2818,0.6247,0.1169,0.0395,0.0212,0.0288
anc_sym_mig_size	Round_4_Replicate_10	-41565.01	83144.02	141883.95	28219.94	4.5756,3.4644,0.4319,0.165,0.0272,0.0389,0.0363
anc_sym_mig_size	Round_4_Replicate_11	-41215.71	82445.42	126934.37	29605.32	2.1373,4.5077,0.281,0.1748,0.0775,0.0445,0.0331
anc_sym_mig_size	Round_4_Replicate_12	-44515.14	89044.28	140560.41	27129.94	2.4434,5.6187,0.9068,0.1187,0.0359,0.0265,0.0346
anc_sym_mig_size	Round_4_Replicate_13	-44901.61	89817.22	200812.66	26856.88	6.1777,3.8225,0.7163,0.0864,0.0424,0.0322,0.0202
anc_sym_mig_size	Round_4_Replicate_14	-39033.88	78081.76	131683.09	29323.95	3.0834,4.575,0.4262,0.1498,0.0487,0.023,0.0349
anc_sym_mig_size	Round_4_Replicate_15	-39416.14	78846.28	112315.63	29870.15	4.5514,5.0927,0.4699,0.1788,0.0358,0.0101,0.0478
anc_sym_mig_size	Round_4_Replicate_16	-39332.77	78679.54	123962.37	29845.81	7.0741,1.9878,0.3618,0.1888,0.0513,0.022,0.0402
anc_sym_mig_size	Round_4_Replicate_17	-41004.1	82022.2	127490.46	28314.19	5.49,2.2959,0.5527,0.0769,0.0756,0.026,0.0227
anc_sym_mig_size	Round_4_Replicate_18	-45987.34	91988.68	166384.5	26511.07	8.3832,4.7877,0.7386,0.2343,0.0441,0.0297,0.0535
anc_sym_mig_size	Round_4_Replicate_19	-43853.22	87720.44	173780.38	27278.61	7.8679,6.8784,0.9901,0.1176,0.0238,0.0149,0.0305
anc_sym_mig_size	Round_4_Replicate_20	-42976.18	85966.36	133798.65	27611.07	5.2338,3.7451,0.6811,0.125,0.0331,0.0275,0.0358
anc_sym_mig_size	Round_4_Replicate_21	-34083.32	68180.64	112542.02	31373.54	3.506,4.0273,0.2594,0.0809,0.0583,0.0145,0.0202
anc_sym_mig_size	Round_4_Replicate_22	-45254.01	90522.02	162232.06	26745.6	3.9673,5.4106,0.9363,0.1706,0.0265,0.021,0.0439
anc_sym_mig_size	Round_4_Replicate_23	-36782.06	73578.12	143507.72	30347.02	4.0213,2.3037,0.2753,0.1193,0.046,0.023,0.0235
anc_sym_mig_size	Round_4_Replicate_24	-35753.33	71520.66	128451.33	30442.14	3.6783,1.9752,0.2922,0.0921,0.1018,0.0204,0.0211
anc_sym_mig_size	Round_4_Replicate_25	-38844.21	77702.42	141213.85	29399.55	3.1568,7.497,0.4772,0.167,0.0537,0.0128,0.0377
anc_sym_mig_size	Round_4_Replicate_26	-44046.92	88107.84	161914.28	27138.91	5.0839,6.2967,0.6952,0.1891,0.081,0.0271,0.0445
anc_sym_mig_size	Round_4_Replicate_27	-42446.49	84906.98	181765.37	27678.79	8.6548,2.9182,0.7217,0.1125,0.0402,0.0193,0.0267
anc_sym_mig_size	Round_4_Replicate_28	-37878.39	75770.78	117609.08	29942.5	3.297,4.2975,0.3205,0.1156,0.0665,0.0312,0.0282
anc_sym_mig_size	Round_4_Replicate_29	-40461.13	80936.26	130724.91	28531.2	4.7902,4.9554,0.6509,0.1235,0.1004,0.0146,0.0347
anc_sym_mig_size	Round_4_Replicate_30	-40178.59	80371.18	127241.1	29770.57	4.3375,7.3971,0.3277,0.1921,0.0314,0.0291,0.0391
anc_sym_mig_size	Round_4_Replicate_31	-42875.84	85765.68	134672.4	27592.48	5.0125,4.2867,0.5611,0.134,0.042,0.038,0.036
anc_sym_mig_size	Round_4_Replicate_32	-39141.08	78296.16	110285.0	30256.38	4.2762,4.7456,0.3154,0.1515,0.1045,0.0308,0.0368
anc_sym_mig_size	Round_4_Replicate_33	-39106.77	78227.54	134725.9	29527.89	6.9727,4.4869,0.3873,0.1728,0.0229,0.0216,0.0373
anc_sym_mig_size	Round_4_Replicate_34	-43766.17	87546.34	136512.29	27436.07	4.4766,5.1252,0.9065,0.1302,0.0662,0.0164,0.0389
anc_sym_mig_size	Round_4_Replicate_35	-41187.37	82388.74	114275.04	29518.37	2.7934,2.8627,0.379,0.183,0.0917,0.0334,0.044
anc_sym_mig_size	Round_4_Replicate_36	-44544.35	89102.7	174975.96	27029.84	3.4479,5.5981,0.7808,0.2055,0.0395,0.0216,0.0464
anc_sym_mig_size	Round_4_Replicate_37	-46250.78	92515.56	173326.28	26374.34	2.2872,2.406,0.9473,0.1381,0.0358,0.036,0.0329
anc_sym_mig_size	Round_4_Replicate_38	-43000.93	86015.86	146776.39	27362.06	6.2358,5.2756,0.4729,0.1333,0.0277,0.0479,0.0322
anc_sym_mig_size	Round_4_Replicate_39	-41755.12	83524.24	145072.62	28056.18	5.3896,2.9674,0.6277,0.1757,0.0415,0.0189,0.0427
anc_sym_mig_size	Round_4_Replicate_40	-46894.48	93802.96	167328.27	26191.16	2.9665,2.4082,0.9853,0.1801,0.0253,0.0294,0.0444
