Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu, T)
two_epoch	Round_1_Replicate_1	-133365.5	266735.0	239379.84	294532.4	1.3363,0.189
two_epoch	Round_1_Replicate_2	-123100.38	246204.76	221205.46	223242.48	1.6126,1.5596
two_epoch	Round_1_Replicate_3	-271774.44	543552.88	542015.56	134621.47	3.6621,1.4662
two_epoch	Round_1_Replicate_4	-94879.37	189762.74	169141.01	1294591.2	0.2513,3.0128
two_epoch	Round_1_Replicate_5	-302128.6	604261.2	594687.76	186671.15	3.0685,0.5566
two_epoch	Round_1_Replicate_6	-359173.04	718350.08	676333.44	219438.72	5.5304,0.1775
two_epoch	Round_1_Replicate_7	-125414.83	250833.66	224997.64	294933.38	1.2639,0.2672
two_epoch	Round_1_Replicate_8	-50213.89	100431.78	92513.11	813493.54	0.2993,0.4591
two_epoch	Round_1_Replicate_9	-91335.93	182675.86	162805.36	432567.44	0.7407,2.0139
two_epoch	Round_1_Replicate_10	-94882.35	189768.7	169146.35	1147873.79	0.2834,4.9481
two_epoch	Round_1_Replicate_11	-56903.84	113811.68	103525.88	660460.87	0.3936,0.5535
two_epoch	Round_1_Replicate_12	-94882.09	189768.18	169145.88	1573734.73	0.2067,3.0292
two_epoch	Round_1_Replicate_13	-89189.55	178383.1	158989.15	1192320.98	0.2661,1.1425
two_epoch	Round_1_Replicate_14	-304884.01	609772.02	583737.38	214336.67	3.1513,0.298
two_epoch	Round_1_Replicate_15	-307743.25	615490.5	566330.01	237132.86	4.9056,0.1378
two_epoch	Round_2_Replicate_1	-41399.4	82802.8	78302.65	773662.26	0.2785,0.3395
two_epoch	Round_2_Replicate_2	-83604.06	167212.12	149133.85	502668.18	0.6147,1.2716
two_epoch	Round_2_Replicate_3	-100129.4	200262.8	178601.08	319764.46	1.0449,0.2178
two_epoch	Round_2_Replicate_4	-75703.61	151411.22	135379.41	786108.62	0.377,0.9134
two_epoch	Round_2_Replicate_5	-30533.96	61071.92	58953.78	499078.26	0.3485,0.1409
two_epoch	Round_2_Replicate_6	-55093.91	110191.82	100521.16	623781.13	0.41,0.5163
two_epoch	Round_2_Replicate_7	-89136.11	178276.22	158894.34	597462.96	0.531,1.6685
two_epoch	Round_2_Replicate_8	-66777.25	133558.5	120098.84	591911.48	0.4738,0.7251
two_epoch	Round_2_Replicate_9	-56576.67	113157.34	102339.45	405398.66	0.6346,0.2635
two_epoch	Round_2_Replicate_10	-65153.09	130310.18	116675.24	367891.16	0.7399,0.2016
two_epoch	Round_2_Replicate_11	-97159.02	194322.04	173244.01	322632.0	1.0197,0.2512
two_epoch	Round_2_Replicate_12	-73083.88	146171.76	130779.76	384249.73	0.758,0.465
two_epoch	Round_2_Replicate_13	-55770.91	111545.82	101649.54	710495.66	0.3622,0.5399
two_epoch	Round_2_Replicate_14	-83480.43	166964.86	148916.95	582150.04	0.5305,1.2744
two_epoch	Round_2_Replicate_15	-34605.69	69215.38	67564.36	678327.97	0.2678,0.2244
two_epoch	Round_2_Replicate_16	-46230.45	92464.9	85970.41	601773.06	0.3857,0.3751
two_epoch	Round_2_Replicate_17	-30241.32	60486.64	60499.26	631709.66	0.2072,0.1161
two_epoch	Round_2_Replicate_18	-33440.91	66885.82	65112.04	578573.75	0.3104,0.1912
two_epoch	Round_2_Replicate_19	-21181.84	42367.68	40546.17	444567.91	0.3042,0.0628
two_epoch	Round_2_Replicate_20	-33481.82	66967.64	66847.71	2200111.43	0.069,0.1424
two_epoch	Round_2_Replicate_21	-42201.55	84407.1	79358.69	570997.08	0.3835,0.3053
two_epoch	Round_2_Replicate_22	-68987.93	137979.86	123857.9	634137.6	0.4488,0.7821
two_epoch	Round_2_Replicate_23	-90105.79	180215.58	160616.23	706723.88	0.4509,1.6495
two_epoch	Round_2_Replicate_24	-19713.82	39431.64	37709.7	440274.9	0.2877,0.0542
two_epoch	Round_2_Replicate_25	-91935.7	183875.4	163874.62	745262.5	0.431,1.8275
two_epoch	Round_2_Replicate_26	-30202.31	60408.62	57932.15	480010.39	0.3646,0.131
two_epoch	Round_2_Replicate_27	-54741.45	109486.9	99942.58	656677.27	0.3882,0.5182
two_epoch	Round_2_Replicate_28	-31629.39	63262.78	62518.36	616328.55	0.2622,0.165
two_epoch	Round_2_Replicate_29	-33460.15	66924.3	66731.12	1630311.51	0.0946,0.1655
two_epoch	Round_2_Replicate_30	-57528.37	115060.74	104567.03	757456.37	0.3451,0.5668
two_epoch	Round_3_Replicate_1	-13433.31	26870.62	25875.88	435101.44	0.1883,0.0266
two_epoch	Round_3_Replicate_2	-54770.58	109545.16	98736.54	385142.25	0.6478,0.1733
two_epoch	Round_3_Replicate_3	-8748.89	17501.78	17083.79	442010.65	0.0854,0.0107
two_epoch	Round_3_Replicate_4	-11764.09	23532.18	22583.93	427007.38	0.1423,0.0168
two_epoch	Round_3_Replicate_5	-10985.34	21974.68	21501.31	449802.96	0.1383,0.0207
two_epoch	Round_3_Replicate_6	-16504.28	33012.56	32488.93	472130.36	0.2126,0.0459
two_epoch	Round_3_Replicate_7	-15438.19	30880.38	29789.14	441599.55	0.2246,0.0369
two_epoch	Round_3_Replicate_8	-8837.7	17679.4	17302.78	446329.59	0.0877,0.0115
two_epoch	Round_3_Replicate_9	-11490.18	22984.36	22098.41	428638.38	0.1392,0.0166
two_epoch	Round_3_Replicate_10	-94905.28	189814.56	169185.85	325311.03	1.0009,0.011
two_epoch	Round_3_Replicate_11	-26642.95	53289.9	50927.22	457607.72	0.3533,0.0972
two_epoch	Round_3_Replicate_12	-17612.32	35228.64	34109.01	451299.09	0.2525,0.0492
two_epoch	Round_3_Replicate_13	-63524.94	127053.88	113927.84	374175.66	0.7212,0.2184
two_epoch	Round_3_Replicate_14	-10299.25	20602.5	20313.86	465197.26	0.1001,0.016
two_epoch	Round_3_Replicate_15	-89332.34	178668.68	159208.07	332966.0	0.9506,0.2834
two_epoch	Round_3_Replicate_16	-11008.46	22020.92	21195.97	428838.76	0.1279,0.015
two_epoch	Round_3_Replicate_17	-9158.94	18321.88	18013.58	456139.58	0.087,0.0125
two_epoch	Round_3_Replicate_18	-54128.9	108261.8	98537.55	438121.29	0.5768,0.3187
two_epoch	Round_3_Replicate_19	-10177.45	20358.9	19668.14	431401.35	0.112,0.0131
two_epoch	Round_3_Replicate_20	-18926.95	37857.9	35949.34	429613.04	0.2777,0.0448
two_epoch	Round_3_Replicate_21	-19120.82	38245.64	36466.92	435207.27	0.281,0.049
two_epoch	Round_3_Replicate_22	-33465.15	66934.3	66770.36	1745381.99	0.0879,0.1598
two_epoch	Round_3_Replicate_23	-10290.74	20585.48	20060.87	442799.33	0.1247,0.0169
two_epoch	Round_3_Replicate_24	-93987.39	187978.78	167539.63	326252.36	0.9924,0.1932
two_epoch	Round_3_Replicate_25	-94932.28	189868.56	169232.36	325297.12	1.0019,0.0114
two_epoch	Round_3_Replicate_26	-97408.89	194821.78	173489.96	324046.66	1.1144,0.0101
two_epoch	Round_3_Replicate_27	-46434.1	92872.2	84047.89	387149.13	0.5779,0.1152
two_epoch	Round_3_Replicate_28	-16217.22	32438.44	31511.19	452155.14	0.2313,0.0432
two_epoch	Round_3_Replicate_29	-10323.06	20650.12	20144.9	444267.4	0.1255,0.0173
two_epoch	Round_3_Replicate_30	-10226.16	20456.32	19941.16	443075.8	0.1232,0.0167
two_epoch	Round_3_Replicate_31	-32906.71	65817.42	64869.1	659554.35	0.2556,0.1899
two_epoch	Round_3_Replicate_32	-12790.89	25585.78	25015.24	452578.96	0.173,0.0285
two_epoch	Round_3_Replicate_33	-96432.97	192869.94	171813.23	324535.89	1.0668,0.0102
two_epoch	Round_3_Replicate_34	-15983.91	31971.82	30396.46	425037.77	0.2261,0.0307
two_epoch	Round_3_Replicate_35	-29763.65	59531.3	54961.24	407477.45	0.4091,0.0678
two_epoch	Round_3_Replicate_36	-90345.48	180694.96	161029.17	334202.34	0.9535,0.4517
two_epoch	Round_3_Replicate_37	-9938.04	19880.08	19589.13	463165.01	0.095,0.0148
two_epoch	Round_3_Replicate_38	-12993.86	25991.72	25387.68	451720.71	0.1775,0.0293
two_epoch	Round_3_Replicate_39	-9035.5	18075.0	17624.48	441003.95	0.0928,0.0117
two_epoch	Round_3_Replicate_40	-42544.62	85093.24	77589.42	401833.83	0.5386,0.1265
two_epoch	Round_3_Replicate_41	-32334.5	64673.0	62356.41	512221.48	0.3527,0.1616
two_epoch	Round_3_Replicate_42	-96120.27	192244.54	171276.53	324692.17	1.0506,0.0107
two_epoch	Round_3_Replicate_43	-61066.33	122136.66	109563.07	373076.51	0.7053,0.1831
two_epoch	Round_3_Replicate_44	-9099.85	18203.7	17894.5	455699.4	0.0861,0.0123
two_epoch	Round_3_Replicate_45	-37965.0	75934.0	70346.59	430435.0	0.4781,0.1445
two_epoch	Round_3_Replicate_46	-12107.23	24218.46	23550.35	443953.4	0.1641,0.0243
two_epoch	Round_3_Replicate_47	-8783.02	17570.04	17146.54	441737.38	0.0862,0.0108
two_epoch	Round_3_Replicate_48	-20952.46	41908.92	41125.38	482148.99	0.2621,0.0701
two_epoch	Round_3_Replicate_49	-19777.91	39559.82	38450.96	462556.84	0.271,0.062
two_epoch	Round_3_Replicate_50	-39849.53	79703.06	72918.47	405503.26	0.5133,0.1169
two_epoch	Round_4_Replicate_1	-8475.29	16954.58	16633.38	450639.73	0.0747,0.01
two_epoch	Round_4_Replicate_2	-8464.81	16933.62	16596.02	448441.97	0.0762,0.01
two_epoch	Round_4_Replicate_3	-8492.47	16988.94	16624.25	445559.16	0.0783,0.01
two_epoch	Round_4_Replicate_4	-8476.26	16956.52	16628.21	449678.26	0.0756,0.01
two_epoch	Round_4_Replicate_5	-8465.05	16934.1	16585.68	447170.63	0.0769,0.01
two_epoch	Round_4_Replicate_6	-8485.98	16975.96	16623.82	446870.81	0.0777,0.0101
two_epoch	Round_4_Replicate_7	-8464.96	16933.92	16588.7	447536.78	0.0768,0.01
two_epoch	Round_4_Replicate_8	-8469.85	16943.7	16594.07	447059.66	0.0771,0.01
two_epoch	Round_4_Replicate_9	-8471.55	16947.1	16601.63	447545.43	0.0769,0.01
two_epoch	Round_4_Replicate_10	-8515.51	17035.02	16710.41	450388.66	0.0761,0.0102
two_epoch	Round_4_Replicate_11	-8478.4	16960.8	16621.77	448346.11	0.0767,0.0101
two_epoch	Round_4_Replicate_12	-8470.92	16945.84	16591.84	446580.42	0.0774,0.01
two_epoch	Round_4_Replicate_13	-8464.11	16932.22	16585.07	447310.25	0.0769,0.01
two_epoch	Round_4_Replicate_14	-8478.28	16960.56	16600.24	445937.8	0.0778,0.01
two_epoch	Round_4_Replicate_15	-8465.26	16934.52	16602.72	449167.42	0.0757,0.01
two_epoch	Round_4_Replicate_16	-8467.14	16938.28	16606.36	449162.79	0.0757,0.01
two_epoch	Round_4_Replicate_17	-8473.7	16951.4	16617.51	448951.77	0.0761,0.01
two_epoch	Round_4_Replicate_18	-8491.01	16986.02	16638.35	447402.83	0.0776,0.0101
two_epoch	Round_4_Replicate_19	-8463.34	16930.68	16594.16	448565.44	0.0761,0.01
two_epoch	Round_4_Replicate_20	-8480.5	16965.0	16637.3	449782.17	0.0757,0.0101
two_epoch	Round_4_Replicate_21	-8527.38	17058.76	16734.36	450482.68	0.0764,0.0102
two_epoch	Round_4_Replicate_22	-8477.67	16959.34	16637.45	450553.52	0.0749,0.01
two_epoch	Round_4_Replicate_23	-8520.72	17045.44	16719.16	450192.42	0.0765,0.0102
two_epoch	Round_4_Replicate_24	-8501.1	17006.2	16647.31	446223.17	0.0784,0.0101
two_epoch	Round_4_Replicate_25	-8514.46	17032.92	16704.51	449876.65	0.0766,0.0102
two_epoch	Round_4_Replicate_26	-8471.64	16947.28	16595.46	446824.56	0.0773,0.01
two_epoch	Round_4_Replicate_27	-8468.61	16941.22	16611.03	449393.29	0.0756,0.01
two_epoch	Round_4_Replicate_28	-8512.16	17028.32	16699.62	449825.85	0.0765,0.0102
two_epoch	Round_4_Replicate_29	-8507.25	17018.5	16643.47	444584.08	0.0789,0.01
two_epoch	Round_4_Replicate_30	-8467.39	16938.78	16598.28	448104.83	0.0765,0.01
two_epoch	Round_4_Replicate_31	-8510.21	17024.42	16678.21	447679.92	0.078,0.0102
two_epoch	Round_4_Replicate_32	-8466.82	16937.64	16599.59	448397.06	0.0763,0.01
two_epoch	Round_4_Replicate_33	-8471.28	16946.56	16614.22	449132.8	0.0759,0.01
two_epoch	Round_4_Replicate_34	-8464.58	16933.16	16597.34	448659.02	0.076,0.01
two_epoch	Round_4_Replicate_35	-8471.6	16947.2	16621.71	450027.59	0.0752,0.01
two_epoch	Round_4_Replicate_36	-8470.38	16944.76	16606.89	448439.82	0.0764,0.01
two_epoch	Round_4_Replicate_37	-8573.45	17150.9	16754.08	442869.29	0.0807,0.0101
two_epoch	Round_4_Replicate_38	-8489.7	16983.4	16662.89	450815.15	0.075,0.0101
two_epoch	Round_4_Replicate_39	-8464.39	16932.78	16589.75	447788.46	0.0766,0.01
two_epoch	Round_4_Replicate_40	-8463.24	16930.48	16587.07	447738.51	0.0766,0.01
two_epoch	Round_4_Replicate_41	-8549.12	17102.24	16747.6	446957.77	0.0794,0.0103
two_epoch	Round_4_Replicate_42	-8463.49	16930.98	16595.92	448746.12	0.0759,0.01
two_epoch	Round_4_Replicate_43	-8464.05	16932.1	16591.87	448119.8	0.0764,0.01
two_epoch	Round_4_Replicate_44	-8467.06	16938.12	16610.76	449751.68	0.0753,0.01
two_epoch	Round_4_Replicate_45	-8464.15	16932.3	16599.6	449047.23	0.0757,0.01
two_epoch	Round_4_Replicate_46	-8479.53	16963.06	16631.4	449264.3	0.076,0.0101
two_epoch	Round_4_Replicate_47	-8511.36	17026.72	16664.86	445965.52	0.0787,0.0101
two_epoch	Round_4_Replicate_48	-8490.07	16984.14	16621.57	445767.91	0.0782,0.01
two_epoch	Round_4_Replicate_49	-8470.63	16945.26	16597.04	447224.05	0.0771,0.01
two_epoch	Round_4_Replicate_50	-8463.26	16930.52	16589.03	447963.68	0.0765,0.01
two_epoch	Round_4_Replicate_51	-8473.78	16951.56	16596.56	446486.79	0.0775,0.01
two_epoch	Round_4_Replicate_52	-8501.23	17006.46	16659.83	447580.17	0.0778,0.0102
two_epoch	Round_4_Replicate_53	-8475.91	16955.82	16633.41	450470.67	0.0749,0.01
two_epoch	Round_4_Replicate_54	-8493.37	16990.74	16631.7	446162.21	0.0782,0.0101
two_epoch	Round_4_Replicate_55	-8463.75	16931.5	16595.76	448664.08	0.076,0.01
two_epoch	Round_4_Replicate_56	-8466.45	16936.9	16592.07	447589.63	0.0768,0.01
two_epoch	Round_4_Replicate_57	-8469.45	16942.9	16610.69	449138.24	0.0758,0.01
two_epoch	Round_4_Replicate_58	-8474.82	16953.64	16628.66	450113.69	0.0752,0.01
two_epoch	Round_4_Replicate_59	-8463.7	16931.4	16589.95	447972.0	0.0765,0.01
two_epoch	Round_4_Replicate_60	-8500.15	17004.3	16644.58	446128.29	0.0784,0.0101
two_epoch	Round_4_Replicate_61	-8465.07	16934.14	16593.37	448059.04	0.0765,0.01
two_epoch	Round_4_Replicate_62	-8463.4	16930.8	16592.66	448367.48	0.0762,0.01
two_epoch	Round_4_Replicate_63	-8549.88	17103.76	16768.7	449229.06	0.0781,0.0104
two_epoch	Round_4_Replicate_64	-8464.79	16933.58	16596.71	448530.83	0.0761,0.01
two_epoch	Round_4_Replicate_65	-8493.26	16990.52	16674.93	451555.48	0.0743,0.01
two_epoch	Round_4_Replicate_66	-8463.69	16931.38	16595.49	448643.85	0.076,0.01
two_epoch	Round_4_Replicate_67	-8467.07	16938.14	16608.56	449460.97	0.0755,0.01
two_epoch	Round_4_Replicate_68	-8498.53	17001.06	16664.12	448712.5	0.077,0.0102
two_epoch	Round_4_Replicate_69	-8473.14	16950.28	16623.78	449899.06	0.0753,0.01
two_epoch	Round_4_Replicate_70	-8464.31	16932.62	16601.38	449231.96	0.0756,0.01
two_epoch	Round_4_Replicate_71	-8476.2	16956.4	16627.0	449536.8	0.0757,0.01
two_epoch	Round_4_Replicate_72	-8474.64	16953.28	16618.37	448828.92	0.0762,0.0101
two_epoch	Round_4_Replicate_73	-8472.25	16948.5	16621.62	449845.84	0.0754,0.01
two_epoch	Round_4_Replicate_74	-8474.3	16952.6	16630.43	450495.29	0.0748,0.01
two_epoch	Round_4_Replicate_75	-8466.07	16936.14	16604.93	449247.33	0.0757,0.01
two_epoch	Round_4_Replicate_76	-8465.72	16935.44	16606.09	449485.04	0.0755,0.01
two_epoch	Round_4_Replicate_77	-8481.46	16966.92	16631.7	448829.29	0.0764,0.0101
two_epoch	Round_4_Replicate_78	-8463.19	16930.38	16594.52	448645.13	0.076,0.01
two_epoch	Round_4_Replicate_79	-8501.53	17007.06	16651.65	446601.82	0.0782,0.0101
two_epoch	Round_4_Replicate_80	-8472.48	16948.96	16612.08	448573.68	0.0763,0.01
two_epoch	Round_4_Replicate_81	-8466.98	16937.96	16592.62	447534.72	0.0768,0.01
two_epoch	Round_4_Replicate_82	-8530.34	17064.68	16708.66	446699.95	0.079,0.0103
two_epoch	Round_4_Replicate_83	-8499.86	17003.72	16635.83	445269.38	0.0785,0.01
two_epoch	Round_4_Replicate_84	-8464.45	16932.9	16588.91	447676.21	0.0767,0.01
two_epoch	Round_4_Replicate_85	-8467.56	16939.12	16612.4	449838.72	0.0752,0.01
two_epoch	Round_4_Replicate_86	-8465.42	16934.84	16598.95	448654.45	0.0761,0.01
two_epoch	Round_4_Replicate_87	-8475.41	16954.82	16616.05	448360.28	0.0766,0.0101
two_epoch	Round_4_Replicate_88	-8473.68	16951.36	16599.8	446865.42	0.0773,0.01
two_epoch	Round_4_Replicate_89	-8467.24	16938.48	16609.36	449522.38	0.0755,0.01
two_epoch	Round_4_Replicate_90	-8465.46	16934.92	16586.06	447122.67	0.077,0.01
two_epoch	Round_4_Replicate_91	-8464.27	16932.54	16598.77	448914.82	0.0758,0.01
two_epoch	Round_4_Replicate_92	-8464.6	16933.2	16588.78	447628.52	0.0767,0.01
two_epoch	Round_4_Replicate_93	-8462.07	16928.14	16590.01	448362.34	0.0762,0.01
two_epoch	Round_4_Replicate_94	-8481.36	16966.72	16622.48	447745.17	0.0771,0.0101
two_epoch	Round_4_Replicate_95	-8465.07	16934.14	16602.75	449218.33	0.0756,0.01
two_epoch	Round_4_Replicate_96	-8466.84	16937.68	16586.84	446908.6	0.0771,0.01
two_epoch	Round_4_Replicate_97	-8461.95	16927.9	16590.86	448495.26	0.0761,0.01
two_epoch	Round_4_Replicate_98	-8464.05	16932.1	16594.1	448387.45	0.0762,0.01
two_epoch	Round_4_Replicate_99	-8461.84	16927.68	16588.21	448197.98	0.0763,0.01
two_epoch	Round_4_Replicate_100	-8486.69	16977.38	16631.68	447604.04	0.0773,0.0101
