Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu, T)
two_epoch	Round_1_Replicate_1	-233910.56	467825.12	423447.99	260177.98	3.0656,0.1151
two_epoch	Round_1_Replicate_2	-200598.78	401201.56	367627.49	257285.76	1.9845,0.2219
two_epoch	Round_1_Replicate_3	-96188.69	192381.38	171493.31	150479.01	2.1737,9.1232
two_epoch	Round_1_Replicate_4	-111744.62	223493.24	199349.97	313519.57	1.1633,0.1032
two_epoch	Round_1_Replicate_5	-94882.48	189768.96	169146.59	320151.51	1.0162,10.0887
two_epoch	Round_1_Replicate_6	-91304.5	182613.0	162749.31	355513.71	0.9011,1.3947
two_epoch	Round_1_Replicate_7	-93273.83	186551.66	166264.83	972809.42	0.3321,1.7538
two_epoch	Round_1_Replicate_8	-97395.48	194794.96	173666.79	117263.05	2.8033,10.4485
two_epoch	Round_1_Replicate_9	-136148.15	272300.3	246300.84	114476.39	3.2639,4.155
two_epoch	Round_1_Replicate_10	-256438.18	512880.36	499226.01	176303.94	2.8152,0.8422
two_epoch	Round_1_Replicate_11	-94882.36	189768.72	169146.37	1199955.14	0.2711,7.0572
two_epoch	Round_1_Replicate_12	-75752.5	151509.0	135452.43	412109.28	0.7191,0.7049
two_epoch	Round_1_Replicate_13	-143400.06	286804.12	260507.47	150997.51	2.5233,2.556
two_epoch	Round_1_Replicate_14	-94837.64	189679.28	169066.14	1008088.19	0.3227,2.8804
two_epoch	Round_1_Replicate_15	-99263.26	198530.52	177040.95	244824.73	1.3528,3.0865
two_epoch	Round_2_Replicate_1	-30583.17	61170.34	60766.7	611606.91	0.2471,0.1443
two_epoch	Round_2_Replicate_2	-73688.7	147381.4	131905.95	574654.24	0.5098,0.8955
two_epoch	Round_2_Replicate_3	-71573.14	143150.28	128274.08	563018.37	0.5137,0.8322
two_epoch	Round_2_Replicate_4	-27242.61	54489.22	54126.63	553646.7	0.251,0.1088
two_epoch	Round_2_Replicate_5	-44701.14	89406.28	82596.26	452165.27	0.5035,0.2319
two_epoch	Round_2_Replicate_6	-98185.89	196375.78	175093.14	264323.96	1.2476,2.8467
two_epoch	Round_2_Replicate_7	-82897.12	165798.24	147894.24	505889.41	0.6087,1.2332
two_epoch	Round_2_Replicate_8	-29641.24	59286.48	57636.53	511586.46	0.3273,0.1363
two_epoch	Round_2_Replicate_9	-82589.04	165182.08	147354.57	524863.09	0.5858,1.2259
two_epoch	Round_2_Replicate_10	-118378.32	236760.64	212171.22	288790.33	1.2364,0.5013
two_epoch	Round_2_Replicate_11	-81352.12	162708.24	145191.2	651345.47	0.4691,1.1517
two_epoch	Round_2_Replicate_12	-103636.91	207277.82	184990.67	287994.99	1.1698,1.2111
two_epoch	Round_2_Replicate_13	-145932.1	291868.2	264159.07	270245.16	1.4637,0.3891
two_epoch	Round_2_Replicate_14	-33032.76	66069.52	62756.39	472463.33	0.3969,0.1485
two_epoch	Round_2_Replicate_15	-82514.12	165032.24	147223.4	563699.11	0.5452,1.2275
two_epoch	Round_2_Replicate_16	-80821.28	161646.56	144264.33	526818.85	0.5784,1.1395
two_epoch	Round_2_Replicate_17	-105292.79	210589.58	188016.52	295761.84	1.1467,0.854
two_epoch	Round_2_Replicate_18	-91394.39	182792.78	162909.48	354618.5	0.9037,1.3955
two_epoch	Round_2_Replicate_19	-84654.6	169313.2	150979.16	533571.13	0.5821,1.3466
two_epoch	Round_2_Replicate_20	-85296.45	170596.9	152108.5	604497.85	0.5154,1.3684
two_epoch	Round_2_Replicate_21	-115593.05	231190.1	207010.6	288487.41	1.2233,0.5802
two_epoch	Round_2_Replicate_22	-65436.56	130877.12	117826.2	561757.57	0.4946,0.6835
two_epoch	Round_2_Replicate_23	-82562.22	165128.44	147307.18	425180.57	0.723,1.0673
two_epoch	Round_2_Replicate_24	-23723.1	47450.2	45136.33	442167.74	0.3356,0.0734
two_epoch	Round_2_Replicate_25	-42572.81	85149.62	80011.43	589138.43	0.3737,0.3187
two_epoch	Round_2_Replicate_26	-87427.91	174859.82	155869.04	419101.5	0.751,1.4144
two_epoch	Round_2_Replicate_27	-139569.78	279143.56	252194.24	269704.44	1.4262,0.4626
two_epoch	Round_2_Replicate_28	-130713.65	261431.3	235652.32	249056.07	1.4829,0.9109
two_epoch	Round_2_Replicate_29	-94075.03	188154.06	167698.96	536570.97	0.6042,2.9331
two_epoch	Round_2_Replicate_30	-86178.09	172360.18	153662.05	525052.36	0.5959,1.4497
two_epoch	Round_3_Replicate_1	-86265.78	172535.56	154219.66	330036.64	0.7936,0.0154
two_epoch	Round_3_Replicate_2	-9849.36	19702.72	19203.48	442077.24	0.114,0.0151
two_epoch	Round_3_Replicate_3	-20879.55	41763.1	40619.38	467001.54	0.28,0.0685
two_epoch	Round_3_Replicate_4	-8672.27	17348.54	17013.63	449917.41	0.081,0.0109
two_epoch	Round_3_Replicate_5	-33465.38	66934.76	66735.63	1883532.84	0.082,0.1566
two_epoch	Round_3_Replicate_6	-9423.1	18850.2	18539.85	457075.22	0.0927,0.0136
two_epoch	Round_3_Replicate_7	-24360.14	48724.28	48049.62	509004.81	0.2695,0.0914
two_epoch	Round_3_Replicate_8	-82722.34	165448.68	147474.23	343250.08	0.8908,0.282
two_epoch	Round_3_Replicate_9	-85719.42	171442.84	153310.43	330259.2	0.7438,0.012
two_epoch	Round_3_Replicate_10	-10514.99	21033.98	20461.72	440968.64	0.1297,0.0174
two_epoch	Round_3_Replicate_11	-9113.02	18230.04	17774.42	441060.11	0.0949,0.012
two_epoch	Round_3_Replicate_12	-71156.58	142317.16	127263.29	367231.29	0.7793,0.2923
two_epoch	Round_3_Replicate_13	-9136.81	18277.62	17819.24	440983.96	0.0955,0.0121
two_epoch	Round_3_Replicate_14	-10117.31	20238.62	19596.55	434161.34	0.1149,0.014
two_epoch	Round_3_Replicate_15	-14244.27	28492.54	27489.67	439138.22	0.2045,0.0313
two_epoch	Round_3_Replicate_16	-73393.44	146790.88	131001.37	352628.5	0.8149,0.1964
two_epoch	Round_3_Replicate_17	-11508.33	23020.66	22261.96	435828.69	0.1493,0.0197
two_epoch	Round_3_Replicate_18	-32565.22	65134.44	60171.3	413258.97	0.4415,0.0892
two_epoch	Round_3_Replicate_19	-53220.78	106445.56	96251.77	394888.19	0.6265,0.1926
two_epoch	Round_3_Replicate_20	-90925.24	181854.48	162051.4	329838.64	0.9661,0.2174
two_epoch	Round_3_Replicate_21	-26034.39	52072.78	48729.74	423114.08	0.3694,0.0695
two_epoch	Round_3_Replicate_22	-9617.0	19238.0	18919.42	456794.31	0.0983,0.0145
two_epoch	Round_3_Replicate_23	-94245.5	188495.0	168048.94	325651.69	0.9769,0.0115
two_epoch	Round_3_Replicate_24	-37657.56	75319.12	68613.03	391932.24	0.4887,0.0774
two_epoch	Round_3_Replicate_25	-30257.65	60519.3	56957.68	441626.62	0.4024,0.1076
two_epoch	Round_3_Replicate_26	-29145.13	58294.26	57646.87	562314.22	0.2709,0.1318
two_epoch	Round_3_Replicate_27	-18988.45	37980.9	36011.65	427804.4	0.2779,0.0439
two_epoch	Round_3_Replicate_28	-14779.17	29562.34	28567.24	442235.24	0.2136,0.0345
two_epoch	Round_3_Replicate_29	-14164.08	28332.16	27614.04	451558.55	0.1986,0.0342
two_epoch	Round_3_Replicate_30	-98214.15	196432.3	174873.23	323645.17	1.1558,0.0101
