Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu, T)
two_epoch	Round_1_Replicate_1	-351197.18	702398.36	700560.2	184218.44	3.6162,0.4638
two_epoch	Round_1_Replicate_2	-95583.41	191170.82	170405.12	194252.94	1.6797,7.6027
two_epoch	Round_1_Replicate_3	-68825.73	137655.46	123582.05	1362316.68	0.2087,0.5976
two_epoch	Round_1_Replicate_4	-32917.91	65839.82	64034.3	559014.58	0.3192,0.1805
two_epoch	Round_1_Replicate_5	-237117.54	474239.08	462633.46	109645.23	4.194,2.3898
two_epoch	Round_1_Replicate_6	-174404.2	348812.4	323651.05	113945.73	3.5921,3.0707
two_epoch	Round_1_Replicate_7	-449979.07	899962.14	1012123.8	110718.67	5.8299,1.2976
two_epoch	Round_1_Replicate_8	-54832.0	109668.0	98777.59	382520.13	0.6505,0.1639
two_epoch	Round_1_Replicate_9	-446681.22	893366.44	963569.41	140875.36	5.0307,0.7664
two_epoch	Round_1_Replicate_10	-100162.36	200328.72	178669.64	239744.87	1.3864,3.0064
two_epoch	Round_1_Replicate_11	-350262.66	700529.32	665622.84	216293.95	4.5274,0.209
two_epoch	Round_1_Replicate_12	-172827.67	345659.34	318245.88	230727.51	1.814,0.642
two_epoch	Round_1_Replicate_13	-78057.15	156118.3	139454.15	591617.57	0.5075,1.0389
two_epoch	Round_1_Replicate_14	-212013.71	424031.42	396638.86	226042.83	2.0975,0.4644
two_epoch	Round_1_Replicate_15	-146644.66	293293.32	264058.53	286587.21	1.4598,0.1884
two_epoch	Round_2_Replicate_1	-53766.88	107537.76	97260.04	396903.26	0.6279,0.2044
two_epoch	Round_2_Replicate_2	-14396.43	28796.86	27706.79	436183.36	0.2066,0.0307
two_epoch	Round_2_Replicate_3	-29497.39	58998.78	58534.55	581159.57	0.2568,0.1327
two_epoch	Round_2_Replicate_4	-24972.56	49949.12	47726.48	452152.34	0.3413,0.0852
two_epoch	Round_2_Replicate_5	-50042.6	100089.2	92231.41	770533.58	0.3154,0.4576
