Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nuB, nuF, T)
bottlegrowth	Round_2_Replicate_26	-30511.4	61028.8	55590.76	552504.82	0.1181,0.1564,0.0839
bottlegrowth	Round_2_Replicate_27	-41371.34	82748.68	75617.19	455082.94	0.6424,0.1911,0.1836
bottlegrowth	Round_2_Replicate_28	-76943.05	153892.1	140151.14	556410.46	0.1966,0.3557,0.2644
bottlegrowth	Round_2_Replicate_29	-90128.16	180262.32	166062.88	1478581.63	0.2365,0.134,0.5306
bottlegrowth	Round_2_Replicate_30	-49707.48	99420.96	90251.78	474237.63	0.2196,0.2774,0.1445
bottlegrowth	Round_3_Replicate_1	-7641.45	15288.9	14388.86	1110721.65	0.4934,0.0104,0.0484
bottlegrowth	Round_3_Replicate_2	-7403.28	14812.56	13953.69	936065.25	0.4637,0.01,0.039
bottlegrowth	Round_3_Replicate_3	-8959.92	17925.84	16798.48	1104981.95	1.1419,0.0154,0.0824
bottlegrowth	Round_3_Replicate_4	-13036.44	26078.88	24205.91	847906.64	0.7906,0.0354,0.1177
bottlegrowth	Round_3_Replicate_5	-7695.05	15396.1	14489.06	905386.74	0.5801,0.0114,0.0442
bottlegrowth	Round_3_Replicate_6	-7955.88	15917.76	14965.44	997336.2	0.9741,0.0123,0.059
bottlegrowth	Round_3_Replicate_7	-11281.29	22568.58	21032.38	781854.61	1.9396,0.0287,0.1123
bottlegrowth	Round_3_Replicate_8	-18612.1	37230.2	34231.31	1119741.87	0.2823,0.0452,0.1373
bottlegrowth	Round_3_Replicate_9	-8239.28	16484.56	15485.1	917367.88	0.841,0.0139,0.058
bottlegrowth	Round_3_Replicate_10	-9545.47	19096.94	17868.62	916887.84	0.3261,0.0198,0.06
bottlegrowth	Round_3_Replicate_11	-15219.08	30444.16	28127.54	1350526.53	1.871,0.03,0.205
bottlegrowth	Round_3_Replicate_12	-8109.16	16224.32	15243.69	1408396.47	2.4942,0.0102,0.082
bottlegrowth	Round_3_Replicate_13	-7431.81	14869.62	14007.14	866474.35	0.9866,0.01,0.0425
bottlegrowth	Round_3_Replicate_14	-22377.54	44761.08	41007.92	758537.84	0.2106,0.0787,0.1199
bottlegrowth	Round_3_Replicate_15	-7469.84	14945.68	14075.15	995957.95	0.5071,0.0102,0.0432
bottlegrowth	Round_3_Replicate_16	-7636.35	15278.7	14380.56	971463.58	0.4516,0.011,0.0436
bottlegrowth	Round_3_Replicate_17	-7474.56	14955.12	14086.0	845332.13	0.4144,0.0101,0.034
bottlegrowth	Round_3_Replicate_18	-9707.84	19421.68	18164.15	931173.01	0.9508,0.0202,0.0841
bottlegrowth	Round_3_Replicate_19	-19657.96	39321.92	36110.62	1160607.65	0.6357,0.0461,0.1962
bottlegrowth	Round_3_Replicate_20	-8343.08	16692.16	15674.26	948954.91	0.4993,0.0143,0.0539
bottlegrowth	Round_3_Replicate_21	-7466.15	14938.3	14069.76	884711.91	0.4122,0.0103,0.0363
bottlegrowth	Round_3_Replicate_22	-14699.21	29404.42	27190.87	1368636.06	1.0367,0.0284,0.168
bottlegrowth	Round_3_Replicate_23	-23303.88	46613.76	42706.02	695854.15	0.4702,0.0846,0.1643
bottlegrowth	Round_3_Replicate_24	-10348.33	20702.66	19338.38	768791.99	0.5235,0.0243,0.0661
bottlegrowth	Round_3_Replicate_25	-14473.46	28952.92	26823.32	705660.13	1.7739,0.0446,0.1456
bottlegrowth	Round_3_Replicate_26	-10302.71	20611.42	19241.52	1194413.24	1.0834,0.019,0.105
bottlegrowth	Round_3_Replicate_27	-7421.94	14849.88	13987.8	948362.25	1.517,0.0101,0.0517
bottlegrowth	Round_3_Replicate_28	-7451.78	14909.56	14043.96	857279.7	0.7371,0.0101,0.0395
bottlegrowth	Round_3_Replicate_29	-8165.09	16336.18	15346.04	1366154.59	1.7782,0.0106,0.0779
bottlegrowth	Round_3_Replicate_30	-7637.25	15280.5	14382.49	950159.11	1.956,0.0111,0.0592
bottlegrowth	Round_3_Replicate_31	-15936.51	31879.02	29426.59	1044583.21	0.9007,0.0398,0.1724
bottlegrowth	Round_3_Replicate_32	-15005.36	30016.72	27790.91	664885.37	0.2374,0.0487,0.0711
bottlegrowth	Round_3_Replicate_33	-12802.92	25611.84	23800.66	715270.71	1.4408,0.0363,0.1146
bottlegrowth	Round_3_Replicate_34	-18043.54	36093.08	33213.8	1096698.64	0.699,0.0441,0.184
bottlegrowth	Round_3_Replicate_35	-7646.62	15299.24	14398.82	1030675.0	0.3356,0.0109,0.0423
bottlegrowth	Round_3_Replicate_36	-17458.05	34922.1	32232.94	614170.52	0.2038,0.0625,0.0705
bottlegrowth	Round_3_Replicate_37	-7503.65	15013.3	14136.91	1022308.81	0.6832,0.0103,0.0478
bottlegrowth	Round_3_Replicate_38	-8084.45	16174.9	15199.37	1161752.67	0.9125,0.0117,0.0646
bottlegrowth	Round_3_Replicate_39	-13458.48	26922.96	24966.95	853973.13	0.3353,0.0373,0.093
bottlegrowth	Round_3_Replicate_40	-7794.2	15594.4	14670.82	899619.74	0.6041,0.0119,0.0458
bottlegrowth	Round_3_Replicate_41	-16431.81	32869.62	30315.31	1118764.72	0.7302,0.0389,0.1693
bottlegrowth	Round_3_Replicate_42	-9604.25	19214.5	17976.65	888663.14	0.3735,0.0203,0.0616
bottlegrowth	Round_3_Replicate_43	-8634.75	17275.5	16204.89	1137846.95	0.5011,0.014,0.0633
bottlegrowth	Round_3_Replicate_44	-10728.15	21462.3	20025.23	809339.92	0.4284,0.0261,0.0704
bottlegrowth	Round_3_Replicate_45	-7479.8	14965.6	14093.13	1032201.4	0.7981,0.0101,0.0494
bottlegrowth	Round_3_Replicate_46	-15865.75	31737.5	29297.73	1085731.25	1.0588,0.0383,0.1817
bottlegrowth	Round_3_Replicate_47	-10758.13	21522.26	20071.95	966031.78	0.2821,0.0242,0.071
bottlegrowth	Round_3_Replicate_48	-7583.95	15173.9	14283.54	1107390.49	1.0206,0.0102,0.056
bottlegrowth	Round_3_Replicate_49	-11199.75	22405.5	20879.36	833042.75	0.3069,0.0281,0.0696
bottlegrowth	Round_3_Replicate_50	-7467.04	14940.08	14069.84	1019694.59	2.3971,0.0101,0.061
bottlegrowth	Round_4_Replicate_1	-7403.58	14813.16	13954.16	945028.56	0.5735,0.01,0.0415
bottlegrowth	Round_4_Replicate_2	-7399.2	14804.4	13946.28	930887.39	0.6001,0.01,0.0412
bottlegrowth	Round_4_Replicate_3	-7434.59	14875.18	14010.59	988600.12	0.8772,0.0101,0.0481
bottlegrowth	Round_4_Replicate_4	-7410.09	14826.18	13966.31	924370.72	0.3444,0.0101,0.0358
bottlegrowth	Round_4_Replicate_5	-7414.37	14834.74	13974.06	936078.9	0.6423,0.0101,0.0423
bottlegrowth	Round_4_Replicate_6	-7394.6	14795.2	13937.83	929968.19	0.3682,0.01,0.0365
bottlegrowth	Round_4_Replicate_7	-7406.63	14819.26	13960.36	899518.34	0.6925,0.01,0.041
bottlegrowth	Round_4_Replicate_8	-7398.19	14802.38	13944.6	916984.49	0.4382,0.01,0.0376
bottlegrowth	Round_4_Replicate_9	-7403.99	14813.98	13955.36	907981.5	0.3745,0.01,0.0358
bottlegrowth	Round_4_Replicate_10	-7409.7	14825.4	13965.36	943741.82	0.3121,0.0101,0.0357
bottlegrowth	Round_4_Replicate_11	-7411.97	14829.94	13970.0	908948.31	0.5975,0.0101,0.0402
bottlegrowth	Round_4_Replicate_12	-7408.7	14823.4	13963.52	943469.52	0.3368,0.0101,0.0364
bottlegrowth	Round_4_Replicate_13	-7403.71	14813.42	13954.34	949312.2	0.7194,0.01,0.0439
bottlegrowth	Round_4_Replicate_14	-7406.7	14819.4	13960.02	930310.13	0.3605,0.0101,0.0365
bottlegrowth	Round_4_Replicate_15	-7430.81	14867.62	14004.47	915718.71	0.8178,0.0101,0.0439
bottlegrowth	Round_4_Replicate_16	-7406.99	14819.98	13961.03	898822.23	0.8094,0.01,0.0424
bottlegrowth	Round_4_Replicate_17	-7399.67	14805.34	13947.38	913403.79	0.5883,0.01,0.0401
bottlegrowth	Round_4_Replicate_18	-7400.65	14807.3	13949.3	901813.42	0.2984,0.01,0.0334
bottlegrowth	Round_4_Replicate_19	-7398.03	14802.06	13944.45	906315.31	0.3745,0.01,0.0356
bottlegrowth	Round_4_Replicate_20	-7388.14	14782.28	13925.74	948484.92	0.2421,0.01,0.0333
bottlegrowth	Round_4_Replicate_21	-7419.87	14845.74	13984.09	941328.52	0.9126,0.0101,0.0462
bottlegrowth	Round_4_Replicate_22	-7403.14	14812.28	13953.98	896902.64	0.4383,0.01,0.0366
bottlegrowth	Round_4_Replicate_23	-7413.03	14832.06	13971.21	969188.26	0.4617,0.01,0.0405
bottlegrowth	Round_4_Replicate_24	-7394.35	14794.7	13937.2	944904.45	0.3802,0.01,0.0374
bottlegrowth	Round_4_Replicate_25	-7395.77	14797.54	13940.0	927330.7	0.2909,0.01,0.0342
bottlegrowth	Round_4_Replicate_26	-7420.1	14846.2	13984.71	923940.86	0.7425,0.0101,0.0432
bottlegrowth	Round_4_Replicate_27	-7401.56	14809.12	13950.93	908485.44	0.7323,0.01,0.042
bottlegrowth	Round_4_Replicate_28	-7401.86	14809.72	13951.26	924206.3	0.6907,0.01,0.0422
bottlegrowth	Round_4_Replicate_29	-7410.38	14826.76	13966.53	953152.28	0.5824,0.01,0.0421
bottlegrowth	Round_4_Replicate_30	-7403.94	14813.88	13954.7	952732.43	0.4287,0.01,0.039
bottlegrowth	Round_4_Replicate_31	-7432.87	14871.74	14007.45	982879.08	0.357,0.0101,0.0387
bottlegrowth	Round_4_Replicate_32	-7446.01	14898.02	14033.08	872201.32	0.8409,0.0101,0.0417
bottlegrowth	Round_4_Replicate_33	-7470.68	14947.36	14077.22	939097.13	0.2845,0.0104,0.0355
bottlegrowth	Round_4_Replicate_34	-7441.64	14889.28	14023.63	973185.22	0.3654,0.0102,0.0387
bottlegrowth	Round_4_Replicate_35	-7412.05	14830.1	13969.76	939229.12	0.7221,0.0101,0.0436
bottlegrowth	Round_4_Replicate_36	-7394.06	14794.12	13936.54	953379.92	0.2434,0.01,0.0336
bottlegrowth	Round_4_Replicate_37	-7398.59	14803.18	13945.01	943016.58	0.5045,0.01,0.0401
bottlegrowth	Round_4_Replicate_38	-7399.66	14805.32	13947.24	922264.3	0.7442,0.01,0.0428
bottlegrowth	Round_4_Replicate_39	-7411.09	14828.18	13968.58	896866.78	0.7617,0.01,0.0418
bottlegrowth	Round_4_Replicate_40	-7406.8	14819.6	13959.8	968624.32	0.5136,0.01,0.0414
bottlegrowth	Round_4_Replicate_41	-7398.46	14802.92	13944.94	929722.42	0.5544,0.01,0.0404
bottlegrowth	Round_4_Replicate_42	-7415.07	14836.14	13975.55	916691.71	0.3507,0.0101,0.0357
bottlegrowth	Round_4_Replicate_43	-7416.35	14838.7	13978.42	884403.2	0.5423,0.01,0.038
bottlegrowth	Round_4_Replicate_44	-7421.51	14849.02	13987.23	929827.35	0.7054,0.0101,0.0431
bottlegrowth	Round_4_Replicate_45	-7418.29	14842.58	13981.95	886821.02	0.4713,0.01,0.0369
bottlegrowth	Round_4_Replicate_46	-7396.01	14798.02	13940.21	948686.2	0.3503,0.01,0.0368
bottlegrowth	Round_4_Replicate_47	-7408.59	14823.18	13963.49	930685.38	0.3772,0.0101,0.0369
bottlegrowth	Round_4_Replicate_48	-7406.3	14818.6	13959.14	941524.81	0.2996,0.0101,0.0352
bottlegrowth	Round_4_Replicate_49	-7397.29	14800.58	13942.86	924043.28	0.4522,0.01,0.0382
bottlegrowth	Round_4_Replicate_50	-7433.83	14873.66	14010.22	897864.55	0.2921,0.0102,0.0335
bottlegrowth	Round_4_Replicate_51	-7409.85	14825.7	13966.27	899192.43	0.7438,0.01,0.0417
bottlegrowth	Round_4_Replicate_52	-7413.16	14832.32	13972.53	888294.16	0.7732,0.01,0.0414
bottlegrowth	Round_4_Replicate_53	-7388.11	14782.22	13925.76	941702.33	0.2528,0.01,0.0334
bottlegrowth	Round_4_Replicate_54	-7401.24	14808.48	13949.87	944007.31	0.4967,0.01,0.04
bottlegrowth	Round_4_Replicate_55	-7423.4	14852.8	13990.14	979381.5	0.4671,0.0101,0.0411
bottlegrowth	Round_4_Replicate_56	-7399.43	14804.86	13946.66	933317.44	0.4478,0.01,0.0385
bottlegrowth	Round_4_Replicate_57	-7436.83	14879.66	14014.76	982442.47	0.6778,0.0101,0.0452
bottlegrowth	Round_4_Replicate_58	-7601.09	15208.18	14314.77	1142167.52	0.507,0.0101,0.0486
bottlegrowth	Round_4_Replicate_59	-7420.22	14846.44	13985.41	892135.55	0.604,0.0101,0.0395
bottlegrowth	Round_4_Replicate_60	-7398.98	14803.96	13945.97	924550.17	0.5609,0.01,0.0402
bottlegrowth	Round_4_Replicate_61	-7407.26	14820.52	13961.29	915122.12	0.648,0.01,0.0413
bottlegrowth	Round_4_Replicate_62	-7407.96	14821.92	13962.68	907555.71	0.7481,0.01,0.0422
bottlegrowth	Round_4_Replicate_63	-7398.89	14803.78	13946.29	885986.36	0.2086,0.01,0.0296
bottlegrowth	Round_4_Replicate_64	-7403.47	14812.94	13953.91	945828.1	0.3258,0.0101,0.0361
bottlegrowth	Round_4_Replicate_65	-7402.38	14810.76	13951.96	943838.85	0.4779,0.01,0.0396
bottlegrowth	Round_4_Replicate_66	-7499.36	15004.72	14128.87	1046533.17	0.4938,0.0102,0.0448
bottlegrowth	Round_4_Replicate_67	-7400.09	14806.18	13948.29	902556.28	0.4191,0.01,0.0365
bottlegrowth	Round_4_Replicate_68	-7388.57	14783.14	13926.86	920307.94	0.2623,0.01,0.0329
bottlegrowth	Round_4_Replicate_69	-7439.35	14884.7	14020.71	877829.53	0.3695,0.0101,0.0346
bottlegrowth	Round_4_Replicate_70	-7423.47	14852.94	13990.17	991142.94	0.5362,0.01,0.0429
bottlegrowth	Round_4_Replicate_71	-7396.89	14799.78	13942.1	926984.87	0.5779,0.01,0.0406
bottlegrowth	Round_4_Replicate_72	-7405.69	14817.38	13958.21	929630.96	0.8516,0.01,0.0446
bottlegrowth	Round_4_Replicate_73	-7415.96	14837.92	13976.79	946693.78	0.2599,0.0101,0.0342
bottlegrowth	Round_4_Replicate_74	-7398.92	14803.84	13945.73	935189.93	0.6165,0.01,0.0416
bottlegrowth	Round_4_Replicate_75	-7451.53	14909.06	14041.55	1000645.74	0.741,0.0101,0.0471
bottlegrowth	Round_4_Replicate_76	-7431.53	14869.06	14005.03	980226.83	0.3656,0.0101,0.0388
bottlegrowth	Round_4_Replicate_77	-7409.61	14825.22	13964.93	968826.03	0.3174,0.01,0.0368
bottlegrowth	Round_4_Replicate_78	-7396.86	14799.72	13942.38	899327.48	0.2887,0.01,0.033
bottlegrowth	Round_4_Replicate_79	-7403.33	14812.66	13954.29	897009.7	0.3026,0.01,0.0334
bottlegrowth	Round_4_Replicate_80	-7422.53	14851.06	13989.5	901250.84	0.8348,0.0101,0.0431
bottlegrowth	Round_4_Replicate_81	-7420.04	14846.08	13983.89	990443.02	0.6953,0.01,0.0455
bottlegrowth	Round_4_Replicate_82	-7396.44	14798.88	13941.39	916677.86	0.4128,0.01,0.037
bottlegrowth	Round_4_Replicate_83	-7409.35	14824.7	13964.93	928767.54	0.668,0.0101,0.0423
bottlegrowth	Round_4_Replicate_84	-7447.8	14901.6	14034.73	998434.13	0.8798,0.0101,0.0487
bottlegrowth	Round_4_Replicate_85	-7409.67	14825.34	13965.32	944291.89	0.418,0.0101,0.0385
bottlegrowth	Round_4_Replicate_86	-7412.79	14831.58	13971.93	882308.26	0.4706,0.01,0.0366
bottlegrowth	Round_4_Replicate_87	-7404.0	14814.0	13954.65	966068.48	0.2885,0.01,0.0357
bottlegrowth	Round_4_Replicate_88	-7486.18	14978.36	14106.1	908721.78	0.3656,0.0104,0.0367
bottlegrowth	Round_4_Replicate_89	-7398.44	14802.88	13944.82	935536.26	0.3611,0.01,0.0366
bottlegrowth	Round_4_Replicate_90	-7394.64	14795.28	13937.71	944692.72	0.2935,0.01,0.035
bottlegrowth	Round_4_Replicate_91	-7396.29	14798.58	13941.24	906743.16	0.3381,0.01,0.0347
bottlegrowth	Round_4_Replicate_92	-7411.89	14829.78	13969.42	942199.11	0.4497,0.0101,0.0391
bottlegrowth	Round_4_Replicate_93	-7412.08	14830.16	13969.64	955319.22	0.8293,0.01,0.0457
bottlegrowth	Round_4_Replicate_94	-7393.94	14793.88	13936.88	910138.22	0.3265,0.01,0.0345
bottlegrowth	Round_4_Replicate_95	-7402.51	14811.02	13952.13	949955.66	0.6999,0.01,0.0436
bottlegrowth	Round_4_Replicate_96	-7409.41	14824.82	13964.63	964486.55	0.4803,0.01,0.0406
bottlegrowth	Round_4_Replicate_97	-7413.6	14833.2	13972.26	968402.4	0.4166,0.0101,0.0394
bottlegrowth	Round_4_Replicate_98	-7406.22	14818.44	13959.0	940319.82	0.3016,0.0101,0.0352
bottlegrowth	Round_4_Replicate_99	-7404.15	14814.3	13955.44	925818.63	0.5977,0.01,0.041
bottlegrowth	Round_4_Replicate_100	-7414.9	14835.8	13975.16	924833.83	0.4804,0.0101,0.039
