Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nuB, nuF, T)
bottlegrowth	Round_3_Replicate_9	-36660.14	73326.28	66647.18	1019054.74	2.0835,0.0946,0.5797
bottlegrowth	Round_3_Replicate_10	-11018.04	22042.08	20540.44	1146622.37	22.3475,0.022,0.2067
bottlegrowth	Round_3_Replicate_11	-12322.88	24651.76	22900.35	1454457.53	24.6945,0.0212,0.2508
bottlegrowth	Round_3_Replicate_12	-11992.87	23991.74	22311.33	934894.22	11.2213,0.0296,0.2108
bottlegrowth	Round_3_Replicate_13	-9553.78	19113.56	17878.88	1296595.14	11.7191,0.0155,0.1484
bottlegrowth	Round_3_Replicate_14	-14041.35	28088.7	26007.05	1134635.27	19.0331,0.0319,0.3074
bottlegrowth	Round_3_Replicate_15	-8578.27	17162.54	16103.9	968308.91	11.4087,0.015,0.1061
bottlegrowth	Round_3_Replicate_16	-8805.02	17616.04	16520.15	866182.43	6.6469,0.0167,0.0978
bottlegrowth	Round_3_Replicate_17	-11276.45	22558.9	21015.54	896953.63	2.3343,0.0273,0.1323
bottlegrowth	Round_3_Replicate_18	-11871.31	23748.62	22090.73	951847.97	9.0055,0.0288,0.1997
bottlegrowth	Round_3_Replicate_19	-19631.01	39268.02	36084.36	807204.88	4.3223,0.063,0.3311
bottlegrowth	Round_3_Replicate_20	-7776.34	15558.68	14637.13	963697.66	3.077,0.0117,0.0686
bottlegrowth	Round_3_Replicate_21	-21742.88	43491.76	39870.27	877457.95	1.7479,0.0656,0.2916
bottlegrowth	Round_3_Replicate_22	-12234.34	24474.68	22754.39	830429.5	8.7078,0.0328,0.1947
bottlegrowth	Round_3_Replicate_23	-16544.95	33095.9	30519.15	1062346.68	6.1744,0.0413,0.3066
bottlegrowth	Round_3_Replicate_24	-23999.93	48005.86	43922.34	814176.28	4.3811,0.0781,0.4377
bottlegrowth	Round_3_Replicate_25	-8574.21	17154.42	16093.08	1457264.87	11.1843,0.0112,0.1166
bottlegrowth	Round_3_Replicate_26	-7739.86	15485.72	14569.59	1067021.07	9.5652,0.0109,0.0822
bottlegrowth	Round_3_Replicate_27	-10670.61	21347.22	19913.28	962472.45	16.5214,0.0239,0.1826
bottlegrowth	Round_3_Replicate_28	-15238.78	30483.56	28177.07	883714.02	4.3916,0.0432,0.2424
bottlegrowth	Round_3_Replicate_29	-7632.33	15270.66	14372.55	1049749.22	5.8146,0.0107,0.0764
bottlegrowth	Round_3_Replicate_30	-18046.66	36099.32	33274.96	633502.26	13.09,0.0661,0.3279
bottlegrowth	Round_3_Replicate_31	-23798.53	47603.06	43549.43	787539.79	25.7034,0.0814,0.7209
bottlegrowth	Round_3_Replicate_32	-15112.16	30230.32	27958.35	751720.23	23.8548,0.0483,0.3257
bottlegrowth	Round_3_Replicate_33	-7652.71	15311.42	14411.61	937096.35	8.8497,0.0107,0.0676
bottlegrowth	Round_3_Replicate_34	-18849.69	37705.38	34655.43	1272060.16	4.5938,0.0406,0.3339
bottlegrowth	Round_3_Replicate_35	-28363.42	56732.84	51728.07	1078518.17	2.2366,0.0712,0.4424
bottlegrowth	Round_3_Replicate_36	-23567.09	47140.18	43148.95	803801.53	3.7225,0.0773,0.4034
bottlegrowth	Round_3_Replicate_37	-22572.69	45151.38	41693.64	1865329.68	20.3263,0.0105,0.0503
bottlegrowth	Round_3_Replicate_38	-31248.77	62503.54	56921.97	807885.87	7.4948,0.1027,0.7484
bottlegrowth	Round_3_Replicate_39	-8185.05	16376.1	15382.62	1328647.92	2.056,0.0109,0.0805
bottlegrowth	Round_3_Replicate_40	-9900.95	19807.9	18511.17	1206894.55	1.847,0.0176,0.1118
bottlegrowth	Round_3_Replicate_41	-20775.77	41557.54	38136.7	839125.88	3.2754,0.065,0.3331
bottlegrowth	Round_3_Replicate_42	-32366.4	64738.8	59930.21	434507.65	21.0093,0.0761,0.1219
bottlegrowth	Round_3_Replicate_43	-19005.72	38017.44	35014.85	639273.16	2.1028,0.0677,0.2029
bottlegrowth	Round_3_Replicate_44	-22996.91	45999.82	42098.83	984677.96	28.8291,0.0641,0.6894
bottlegrowth	Round_3_Replicate_45	-9768.94	19543.88	18270.23	1320753.23	5.3442,0.0159,0.1361
bottlegrowth	Round_3_Replicate_46	-13721.9	27449.8	25423.28	2530587.16	1.4034,0.0145,0.1488
bottlegrowth	Round_3_Replicate_47	-22822.1	45650.2	41806.54	727261.06	26.4891,0.0833,0.6741
bottlegrowth	Round_3_Replicate_48	-7486.59	14979.18	14105.7	1016243.65	1.6831,0.0102,0.0573
bottlegrowth	Round_3_Replicate_49	-8666.4	17338.8	16261.35	1424772.49	6.2392,0.0117,0.1108
bottlegrowth	Round_3_Replicate_50	-8572.09	17150.18	16089.83	1255565.04	7.6044,0.0127,0.1114
bottlegrowth	Round_4_Replicate_1	-7413.21	14832.42	13972.17	918346.46	2.4684,0.0101,0.0546
bottlegrowth	Round_4_Replicate_2	-7447.78	14901.56	14035.89	897715.65	1.7057,0.0102,0.0503
bottlegrowth	Round_4_Replicate_3	-7401.15	14808.3	13949.75	940809.75	2.3181,0.01,0.0552
bottlegrowth	Round_4_Replicate_4	-7469.78	14945.56	14076.75	869953.68	2.7909,0.0102,0.0532
bottlegrowth	Round_4_Replicate_5	-7510.32	15026.64	14149.26	1009249.59	1.4523,0.0103,0.0559
bottlegrowth	Round_4_Replicate_6	-7405.95	14817.9	13958.79	922236.59	1.7101,0.01,0.0511
bottlegrowth	Round_4_Replicate_7	-7424.24	14854.48	13992.7	898100.11	1.1716,0.0101,0.0462
bottlegrowth	Round_4_Replicate_8	-7400.01	14806.02	13947.69	938086.97	1.008,0.01,0.0466
bottlegrowth	Round_4_Replicate_9	-7409.45	14824.9	13964.92	946466.9	1.9972,0.01,0.0542
bottlegrowth	Round_4_Replicate_10	-7400.93	14807.86	13949.39	937720.29	3.0064,0.01,0.0576
bottlegrowth	Round_4_Replicate_11	-7422.36	14850.72	13988.75	933222.46	2.8687,0.0101,0.0574
bottlegrowth	Round_4_Replicate_12	-7427.11	14860.22	13996.87	989544.12	2.6179,0.01,0.0597
bottlegrowth	Round_4_Replicate_13	-7416.31	14838.62	13977.45	950469.66	2.8185,0.0101,0.0581
bottlegrowth	Round_4_Replicate_14	-7408.34	14822.68	13962.85	948060.09	1.0261,0.01,0.0475
bottlegrowth	Round_4_Replicate_15	-7402.67	14811.34	13952.57	938121.82	2.9343,0.01,0.0574
bottlegrowth	Round_4_Replicate_16	-7415.42	14836.84	13976.7	887119.04	1.0546,0.01,0.0443
bottlegrowth	Round_4_Replicate_17	-7427.79	14861.58	13998.28	972364.35	1.0709,0.0101,0.0494
bottlegrowth	Round_4_Replicate_18	-7413.52	14833.04	13972.42	942646.91	2.1159,0.0101,0.0547
bottlegrowth	Round_4_Replicate_19	-7414.08	14834.16	13974.18	890709.02	1.1078,0.01,0.045
bottlegrowth	Round_4_Replicate_20	-7444.39	14894.78	14028.59	986256.67	1.3603,0.0101,0.0529
bottlegrowth	Round_4_Replicate_21	-7424.58	14855.16	13993.39	893525.15	2.5061,0.0101,0.0532
bottlegrowth	Round_4_Replicate_22	-7418.93	14843.86	13982.96	897571.2	1.0667,0.0101,0.0452
bottlegrowth	Round_4_Replicate_23	-7404.46	14814.92	13956.23	909839.49	2.9493,0.01,0.0555
bottlegrowth	Round_4_Replicate_24	-7405.11	14816.22	13957.06	936891.67	1.5799,0.01,0.0512
bottlegrowth	Round_4_Replicate_25	-7408.72	14823.44	13963.51	953191.04	0.8506,0.01,0.0458
bottlegrowth	Round_4_Replicate_26	-7436.83	14879.66	14015.02	955143.7	2.5229,0.0102,0.0577
bottlegrowth	Round_4_Replicate_27	-7407.72	14821.44	13961.55	964816.64	1.7835,0.01,0.054
bottlegrowth	Round_4_Replicate_28	-7401.47	14808.94	13950.5	927691.65	1.7818,0.01,0.0518
bottlegrowth	Round_4_Replicate_29	-7476.33	14958.66	14087.12	989868.82	1.0147,0.0103,0.0505
bottlegrowth	Round_4_Replicate_30	-7405.85	14817.7	13958.18	958221.3	2.3463,0.01,0.0564
bottlegrowth	Round_4_Replicate_31	-7440.29	14886.58	14021.1	982920.78	0.8657,0.0101,0.0478
bottlegrowth	Round_4_Replicate_32	-7418.14	14842.28	13980.72	958586.15	2.4786,0.0101,0.0573
bottlegrowth	Round_4_Replicate_33	-7430.54	14867.08	14003.68	940279.98	3.3571,0.0101,0.0596
bottlegrowth	Round_4_Replicate_34	-7405.91	14817.82	13958.6	931225.97	1.1257,0.01,0.0475
bottlegrowth	Round_4_Replicate_35	-7416.98	14839.96	13978.98	925937.15	1.3014,0.0101,0.0488
bottlegrowth	Round_4_Replicate_36	-7402.11	14810.22	13951.76	921350.79	1.9259,0.01,0.0521
bottlegrowth	Round_4_Replicate_37	-7425.95	14857.9	13995.88	895302.07	2.2321,0.0101,0.0523
bottlegrowth	Round_4_Replicate_38	-7406.78	14819.56	13960.59	903322.52	1.142,0.01,0.046
bottlegrowth	Round_4_Replicate_39	-7400.75	14807.5	13949.11	933669.21	1.4381,0.01,0.0499
bottlegrowth	Round_4_Replicate_40	-7410.15	14826.3	13966.24	943024.53	1.2873,0.01,0.0495
bottlegrowth	Round_4_Replicate_41	-7420.49	14846.98	13984.81	980222.59	1.4147,0.01,0.0525
bottlegrowth	Round_4_Replicate_42	-7414.59	14835.18	13974.8	910540.35	1.7038,0.0101,0.0505
bottlegrowth	Round_4_Replicate_43	-7400.13	14806.26	13947.93	937013.93	1.799,0.01,0.0524
bottlegrowth	Round_4_Replicate_44	-7402.81	14811.62	13952.8	941122.07	2.9905,0.01,0.0578
bottlegrowth	Round_4_Replicate_45	-7399.41	14804.82	13946.63	935482.77	1.0918,0.01,0.0473
bottlegrowth	Round_4_Replicate_46	-7414.61	14835.22	13975.01	899770.55	1.4203,0.01,0.048
bottlegrowth	Round_4_Replicate_47	-7403.72	14813.44	13954.82	914149.8	1.6958,0.01,0.0504
bottlegrowth	Round_4_Replicate_48	-7413.17	14832.34	13972.46	893511.87	0.9524,0.01,0.0437
bottlegrowth	Round_4_Replicate_49	-7399.87	14805.74	13947.45	938229.71	1.3657,0.01,0.0497
bottlegrowth	Round_4_Replicate_50	-7408.25	14822.5	13962.74	943299.41	1.8992,0.01,0.0535
bottlegrowth	Round_4_Replicate_51	-7420.36	14846.72	13985.72	888833.07	1.3069,0.01,0.0465
bottlegrowth	Round_4_Replicate_52	-7423.18	14852.36	13989.67	990210.58	1.0234,0.01,0.0496
bottlegrowth	Round_4_Replicate_53	-7422.82	14851.64	13989.6	932559.94	1.8767,0.0101,0.053
bottlegrowth	Round_4_Replicate_54	-7404.01	14814.02	13955.28	919282.79	2.5231,0.01,0.0547
bottlegrowth	Round_4_Replicate_55	-7403.73	14813.46	13954.84	913727.5	1.7014,0.01,0.0505
bottlegrowth	Round_4_Replicate_56	-7400.62	14807.24	13948.85	935344.21	3.4104,0.01,0.0587
bottlegrowth	Round_4_Replicate_57	-7416.17	14838.34	13977.21	948283.23	1.5469,0.0101,0.0518
bottlegrowth	Round_4_Replicate_58	-7405.14	14816.28	13957.24	927874.64	1.3439,0.01,0.049
bottlegrowth	Round_4_Replicate_59	-7433.73	14873.46	14010.55	872790.77	2.6669,0.01,0.0522
bottlegrowth	Round_4_Replicate_60	-7404.61	14815.22	13956.54	907300.97	1.5276,0.01,0.049
bottlegrowth	Round_4_Replicate_61	-7399.74	14805.48	13947.3	930364.62	1.9918,0.01,0.053
bottlegrowth	Round_4_Replicate_62	-7404.19	14814.38	13955.69	913147.26	1.3828,0.01,0.0484
bottlegrowth	Round_4_Replicate_63	-7421.75	14849.5	13987.36	956978.8	1.4888,0.0101,0.052
bottlegrowth	Round_4_Replicate_64	-7406.85	14819.7	13959.95	965030.02	2.2712,0.01,0.0565
bottlegrowth	Round_4_Replicate_65	-7402.17	14810.34	13952.0	912343.63	1.5876,0.01,0.0496
bottlegrowth	Round_4_Replicate_66	-7406.35	14818.7	13959.31	939886.59	2.6102,0.01,0.0565
bottlegrowth	Round_4_Replicate_67	-7413.79	14833.58	13972.61	971967.85	1.237,0.01,0.0506
bottlegrowth	Round_4_Replicate_68	-7419.74	14845.48	13983.82	942797.21	2.2354,0.0101,0.0554
bottlegrowth	Round_4_Replicate_69	-7411.24	14828.48	13968.83	899433.38	3.1094,0.01,0.0554
bottlegrowth	Round_4_Replicate_70	-7422.27	14850.54	13988.14	973247.48	2.4204,0.0101,0.0579
bottlegrowth	Round_4_Replicate_71	-7406.89	14819.78	13960.27	942689.2	1.3515,0.01,0.0499
bottlegrowth	Round_4_Replicate_72	-7461.71	14929.42	14059.94	1037318.96	1.9112,0.01,0.0589
bottlegrowth	Round_4_Replicate_73	-7400.41	14806.82	13948.47	934424.49	1.0046,0.01,0.0464
bottlegrowth	Round_4_Replicate_74	-7403.38	14812.76	13953.75	948669.6	1.2123,0.01,0.0491
bottlegrowth	Round_4_Replicate_75	-7405.78	14817.56	13958.17	947951.88	0.8507,0.01,0.0455
bottlegrowth	Round_4_Replicate_76	-7401.53	14809.06	13950.72	919228.96	0.901,0.01,0.0445
bottlegrowth	Round_4_Replicate_77	-7402.44	14810.88	13952.37	921812.64	0.923,0.01,0.0449
bottlegrowth	Round_4_Replicate_78	-7400.56	14807.12	13948.68	940984.62	1.6823,0.01,0.0519
bottlegrowth	Round_4_Replicate_79	-7417.47	14840.94	13979.95	920758.39	3.3194,0.0101,0.0578
bottlegrowth	Round_4_Replicate_80	-7403.2	14812.4	13953.59	935333.27	1.8095,0.01,0.0524
bottlegrowth	Round_4_Replicate_81	-7418.05	14842.1	13981.34	897471.45	1.8356,0.0101,0.0504
bottlegrowth	Round_4_Replicate_82	-7432.13	14870.26	14007.67	869351.26	1.6175,0.01,0.0473
bottlegrowth	Round_4_Replicate_83	-7534.14	15074.28	14192.51	1066641.06	1.6221,0.0102,0.0595
bottlegrowth	Round_4_Replicate_84	-7401.84	14809.68	13951.03	940472.85	1.2363,0.01,0.0488
bottlegrowth	Round_4_Replicate_85	-7419.94	14845.88	13984.38	928045.68	2.32,0.0101,0.0548
bottlegrowth	Round_4_Replicate_86	-7541.98	15089.96	14206.84	1073193.15	1.5732,0.0102,0.0595
bottlegrowth	Round_4_Replicate_87	-7411.95	14829.9	13969.89	915227.6	1.1302,0.0101,0.0467
bottlegrowth	Round_4_Replicate_88	-7406.0	14818.0	13958.78	931001.54	2.212,0.01,0.0542
bottlegrowth	Round_4_Replicate_89	-7411.52	14829.04	13968.76	942799.58	1.5137,0.0101,0.0512
bottlegrowth	Round_4_Replicate_90	-7418.58	14843.16	13981.61	951205.79	0.9689,0.0101,0.0472
bottlegrowth	Round_4_Replicate_91	-7433.73	14873.46	14009.31	958458.82	1.1797,0.0101,0.0499
bottlegrowth	Round_4_Replicate_92	-7401.9	14809.8	13951.2	935079.06	1.2421,0.01,0.0486
bottlegrowth	Round_4_Replicate_93	-7400.91	14807.82	13949.47	928200.33	1.2434,0.01,0.0482
bottlegrowth	Round_4_Replicate_94	-7411.36	14828.72	13968.31	956854.2	1.897,0.01,0.0543
bottlegrowth	Round_4_Replicate_95	-7403.91	14813.82	13955.22	910435.46	2.0962,0.01,0.0523
bottlegrowth	Round_4_Replicate_96	-7403.39	14812.78	13953.69	955825.9	1.4146,0.01,0.051
bottlegrowth	Round_4_Replicate_97	-7414.28	14834.56	13973.41	980905.72	1.9326,0.01,0.0557
bottlegrowth	Round_4_Replicate_98	-7428.38	14862.76	13999.08	1003754.87	1.3713,0.01,0.0533
bottlegrowth	Round_4_Replicate_99	-7443.95	14893.9	14027.51	1017549.69	1.2948,0.01,0.0535
bottlegrowth	Round_4_Replicate_100	-7403.22	14812.44	13953.53	943102.05	3.2569,0.01,0.0588
