Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1, nu2, m12, m21, T)
asym_mig	Round_3_Replicate_28	-34126.97	68263.94	116842.63	31832.85	0.3637,0.1206,1.3305,3.3416,0.0358
asym_mig	Round_3_Replicate_29	-59243.03	118496.06	140976.49	47914.41	0.2424,0.0958,0.6658,6.3266,0.2225
asym_mig	Round_3_Replicate_30	-41961.48	83932.96	96616.86	57893.86	0.1685,0.0901,2.6871,13.5101,0.2044
asym_mig	Round_4_Replicate_1	-30160.35	60330.7	88184.11	35014.11	0.2043,0.0577,2.6457,11.2803,0.0249
asym_mig	Round_4_Replicate_2	-30879.7	61769.4	98714.33	33560.07	0.236,0.0481,1.6595,12.9868,0.0197
asym_mig	Round_4_Replicate_3	-32969.54	65949.08	118863.92	33129.62	0.3896,0.0626,2.2197,18.5536,0.0421
asym_mig	Round_4_Replicate_4	-29841.73	59693.46	85963.32	39136.99	0.1976,0.0703,4.3229,16.3607,0.0516
asym_mig	Round_4_Replicate_5	-29133.49	58276.98	100312.89	39909.84	0.3059,0.0463,2.4418,29.2977,0.0919
asym_mig	Round_4_Replicate_6	-30108.69	60227.38	92407.42	33673.03	0.192,0.0529,1.9713,3.7642,0.0166
asym_mig	Round_4_Replicate_7	-29512.65	59035.3	98704.64	34640.69	0.1636,0.0463,2.1471,13.7317,0.0165
asym_mig	Round_4_Replicate_8	-29470.89	58951.78	92854.37	38758.28	0.1828,0.046,2.2444,27.7334,0.0367
asym_mig	Round_4_Replicate_9	-28727.27	57464.54	94008.64	35098.12	0.1057,0.0367,1.8928,10.4511,0.0108
asym_mig	Round_4_Replicate_10	-30354.36	60718.72	77856.74	37519.12	0.1482,0.0526,2.7478,13.4202,0.0258
asym_mig	Round_4_Replicate_11	-30316.84	60643.68	89851.04	36266.11	0.1834,0.0526,1.5493,17.9049,0.0268
asym_mig	Round_4_Replicate_12	-29603.1	59216.2	84890.63	36874.45	0.1607,0.0372,1.3725,25.3188,0.0224
asym_mig	Round_4_Replicate_13	-33260.85	66531.7	101428.99	33130.99	0.3547,0.0674,1.1529,12.7578,0.037
asym_mig	Round_4_Replicate_14	-29037.75	58085.5	84285.39	35499.1	0.1603,0.0549,4.3241,8.7149,0.0204
asym_mig	Round_4_Replicate_15	-29508.47	59026.94	102061.11	38842.91	0.2026,0.0506,2.6855,27.6354,0.0438
asym_mig	Round_4_Replicate_16	-29800.55	59611.1	101129.65	39796.47	0.2173,0.0478,1.5947,29.9429,0.0529
asym_mig	Round_4_Replicate_17	-31029.58	62069.16	97687.76	38118.32	0.1687,0.0721,3.5622,17.2365,0.0373
asym_mig	Round_4_Replicate_18	-30011.99	60033.98	97212.66	40990.05	0.3145,0.0466,1.2157,28.7756,0.1091
asym_mig	Round_4_Replicate_19	-32714.07	65438.14	106629.48	34152.97	0.3409,0.07,1.3992,16.1319,0.0469
asym_mig	Round_4_Replicate_20	-32266.66	64543.32	102939.46	33555.8	0.3265,0.0779,2.3426,11.2245,0.039
asym_mig	Round_4_Replicate_21	-29271.69	58553.38	85422.58	36133.26	0.1355,0.0388,1.5537,18.9171,0.0168
asym_mig	Round_4_Replicate_22	-30976.5	61963.0	90832.74	34309.97	0.2308,0.0834,2.8542,5.6228,0.0297
asym_mig	Round_4_Replicate_23	-30396.16	60802.32	86546.11	36272.41	0.1849,0.0545,1.8051,15.7855,0.0274
asym_mig	Round_4_Replicate_24	-30721.92	61453.84	80859.12	39396.52	0.3414,0.0861,4.2118,11.1341,0.1469
asym_mig	Round_4_Replicate_25	-30521.19	61052.38	98367.21	35287.74	0.2168,0.0706,2.926,12.9383,0.0311
asym_mig	Round_4_Replicate_26	-29560.84	59131.68	90245.2	37282.61	0.151,0.0414,1.5044,25.9488,0.0231
asym_mig	Round_4_Replicate_27	-30412.49	60834.98	84976.32	35977.21	0.2041,0.0649,2.9358,11.7273,0.0316
asym_mig	Round_4_Replicate_28	-29111.34	58232.68	88617.17	38142.71	0.1976,0.0431,2.6575,27.1087,0.0364
asym_mig	Round_4_Replicate_29	-32002.14	64014.28	112530.96	37900.35	0.3164,0.0713,1.596,20.4824,0.0873
asym_mig	Round_4_Replicate_30	-27180.58	54371.16	67099.38	49557.35	0.191,0.036,4.4037,28.8438,0.1011
asym_mig	Round_4_Replicate_31	-31044.32	62098.64	95080.37	33937.19	0.2295,0.0716,1.7586,6.8875,0.0251
asym_mig	Round_4_Replicate_32	-34199.61	68409.22	136919.25	31234.87	0.4087,0.0531,2.6881,11.2819,0.0191
asym_mig	Round_4_Replicate_33	-28425.53	56861.06	80103.26	38439.31	0.181,0.044,4.6509,22.6463,0.0342
asym_mig	Round_4_Replicate_34	-27872.64	55755.28	87983.28	38906.59	0.1895,0.045,5.1099,26.3657,0.0389
asym_mig	Round_4_Replicate_35	-29597.4	59204.8	85430.45	36503.07	0.1546,0.0425,1.7417,20.0379,0.0212
asym_mig	Round_4_Replicate_36	-30194.37	60398.74	90148.67	36002.86	0.1714,0.0642,2.7289,12.2866,0.0258
asym_mig	Round_4_Replicate_37	-28760.25	57530.5	75209.8	43306.05	0.1735,0.0399,2.9214,28.5641,0.0549
asym_mig	Round_4_Replicate_38	-29386.99	58783.98	92828.09	35018.46	0.1657,0.0516,2.9657,11.6782,0.0188
asym_mig	Round_4_Replicate_39	-28152.85	56315.7	79781.84	47491.61	0.2602,0.0558,4.52,21.1126,0.1692
asym_mig	Round_4_Replicate_40	-28709.3	57428.6	97248.88	35151.48	0.1125,0.0302,1.4133,22.0918,0.0108
