Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1i, nu2i, nu1m, nu2m, nu1f, nu2f, m12, m21, T1, T2)
sec_contact_bottle_schange	Round_4_Replicate_22	-237268.96	474557.92	430903.04	402024.05	0.3424,1.2482,0.247,5.9973,0.2025,0.1601,3.351,0.1571,0.305,0.322
sec_contact_bottle_schange	Round_4_Replicate_23	-295087.23	590194.46	517573.28	393429.4	0.7637,1.1362,0.4271,6.0475,0.1515,0.2866,3.3474,0.1208,0.1547,0.5129
sec_contact_bottle_schange	Round_4_Replicate_24	-312803.6	625627.2	605180.91	420238.93	0.2337,2.8084,0.1077,2.8874,0.2049,0.3241,4.1518,0.297,0.3322,1.2066
sec_contact_bottle_schange	Round_4_Replicate_25	-283866.2	567752.4	510462.96	426168.73	0.292,1.3427,0.3879,4.9596,0.1266,0.2712,5.1908,0.1316,0.2327,0.6131
sec_contact_bottle_schange	Round_4_Replicate_26	-249406.41	498832.82	458586.24	467200.48	0.7691,4.114,0.1405,3.4716,0.1558,0.1668,4.8194,0.3069,0.1162,0.4019
sec_contact_bottle_schange	Round_4_Replicate_27	-302701.27	605422.54	590519.45	408807.22	0.2361,4.1574,0.3721,4.0441,0.2019,0.2883,3.8109,0.1933,0.3437,1.2941
sec_contact_bottle_schange	Round_4_Replicate_28	-279911.25	559842.5	524553.97	460926.89	0.2023,4.5226,0.1383,4.723,0.14,0.2258,5.4306,0.1292,0.1613,0.7507
sec_contact_bottle_schange	Round_4_Replicate_29	-230858.29	461736.58	420181.66	418445.26	0.2523,1.1599,0.4102,5.4784,0.1869,0.1615,3.3886,0.1884,0.229,0.3684
sec_contact_bottle_schange	Round_4_Replicate_30	-295938.81	591897.62	565535.65	386852.77	0.2446,3.2254,0.3491,4.6851,0.1911,0.3382,4.2467,0.1045,0.2021,1.1058
sec_contact_bottle_schange	Round_4_Replicate_31	-316032.39	632084.78	560600.7	375016.7	0.3584,1.6938,0.2426,4.5473,0.1988,0.3136,3.6967,0.2045,0.1113,0.3776
sec_contact_bottle_schange	Round_4_Replicate_32	-284830.39	569680.78	549030.03	556069.41	0.6021,2.1484,0.3323,2.911,0.1006,0.1922,7.6948,0.189,0.1122,0.6223
sec_contact_bottle_schange	Round_4_Replicate_33	-245202.6	490425.2	465738.38	514845.8	0.2383,1.3947,0.2237,2.1033,0.143,0.1345,5.2092,0.3878,0.1012,0.32
sec_contact_bottle_schange	Round_4_Replicate_34	-307189.77	614399.54	586826.71	576045.08	0.3313,3.9424,0.2148,2.414,0.1121,0.2379,6.9849,0.1913,0.1583,0.9713
sec_contact_bottle_schange	Round_4_Replicate_35	-337850.36	675720.72	620106.92	413045.36	0.8126,1.4847,0.1686,2.5203,0.1606,0.3219,2.9945,0.2247,0.3551,0.6814
sec_contact_bottle_schange	Round_4_Replicate_36	-296982.7	593985.4	561863.13	418366.6	0.514,1.8536,0.2473,4.4329,0.2084,0.2683,3.4383,0.2696,0.1939,1.1599
sec_contact_bottle_schange	Round_4_Replicate_37	-316032.12	632084.24	566491.16	342200.2	0.7368,1.2662,0.2121,5.9503,0.2471,0.3631,3.1659,0.2884,0.2352,0.5486
sec_contact_bottle_schange	Round_4_Replicate_38	-317712.11	635444.22	585061.92	371924.13	0.5382,1.2436,0.1507,4.2428,0.2002,0.306,4.2436,0.1337,0.2957,0.352
sec_contact_bottle_schange	Round_4_Replicate_39	-273190.8	546401.6	515026.1	502321.43	0.3106,1.5445,0.4094,2.3349,0.1288,0.2079,5.6124,0.2056,0.2337,0.5818
sec_contact_bottle_schange	Round_4_Replicate_40	-289634.5	579289.0	539715.79	553336.91	0.2415,1.3528,0.3032,2.7416,0.1084,0.2111,6.4285,0.121,0.3125,0.7591
sec_contact_bottle_schange	Round_4_Replicate_41	-299799.35	599618.7	559432.85	512985.79	0.3968,4.1777,0.1081,2.782,0.1316,0.2233,5.3433,0.1146,0.2675,0.8475
sec_contact_bottle_schange	Round_4_Replicate_42	-264987.66	529995.32	496784.2	536359.76	0.456,1.387,0.2511,4.3695,0.0978,0.1478,6.8899,0.14,0.3082,0.5072
sec_contact_bottle_schange	Round_4_Replicate_43	-289084.56	578189.12	583718.68	402043.17	0.7628,1.6057,0.1294,7.3235,0.2395,0.2355,3.8681,0.1828,0.1024,0.9029
sec_contact_bottle_schange	Round_4_Replicate_44	-320373.91	640767.82	741853.35	388767.96	0.4823,1.4786,0.29,4.0743,0.2134,0.2692,5.1074,0.0884,0.1039,0.3981
sec_contact_bottle_schange	Round_4_Replicate_45	-294350.03	588720.06	556620.09	486248.92	0.4027,3.8723,0.1822,2.6998,0.1563,0.2525,4.9738,0.2518,0.0909,0.8417
sec_contact_bottle_schange	Round_4_Replicate_46	-274584.16	549188.32	519284.24	505709.92	0.4319,3.5781,0.3356,6.7487,0.1248,0.1367,4.9092,0.3903,0.1575,0.6363
sec_contact_bottle_schange	Round_4_Replicate_47	-276043.77	552107.54	604369.28	416172.25	0.7193,1.7688,0.3359,6.2175,0.2092,0.163,4.7305,0.15,0.2542,0.534
sec_contact_bottle_schange	Round_4_Replicate_48	-323132.75	646285.5	637454.43	577466.78	0.2653,2.1495,0.1575,2.0485,0.1502,0.1755,4.7485,0.3603,0.2116,0.8433
sec_contact_bottle_schange	Round_4_Replicate_49	-367022.87	734065.74	704956.36	531542.69	0.5541,1.4837,0.1554,7.1706,0.1326,0.1476,3.6586,0.2239,0.1289,0.873
