Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1i, nu2i, nu1m, nu2m, nu1f, nu2f, m12, m21, T1, T2)
sec_contact_bottle_schange	Round_2_Replicate_16	-398351.19	796722.38	704065.02	243195.46	2.5595,1.0165,0.8215,0.8579,0.4993,0.8439,1.0077,0.8946,0.8805,3.0886
sec_contact_bottle_schange	Round_2_Replicate_17	-634700.6	1269421.2	1883754.44	249638.61	1.1089,3.4223,1.9183,0.2511,1.2967,0.0861,0.504,7.8853,1.1392,2.9859
sec_contact_bottle_schange	Round_2_Replicate_18	-1362214.95	2724449.9	6469168.54	204527.02	1.1048,1.5908,11.1305,0.2764,3.0353,0.2246,1.7502,1.0348,1.2326,17.1478
sec_contact_bottle_schange	Round_2_Replicate_19	-1265437.79	2530895.58	92928670.57	156785.0	0.9683,1.6418,7.6165,1.7788,1.3513,0.4085,1.3115,7.3344,2.2722,2.503
sec_contact_bottle_schange	Round_2_Replicate_20	-364606.03	729232.06	647061.02	391306.15	1.8715,9.0426,2.6601,1.2643,0.3394,0.4803,1.6512,0.7908,0.7787,26.416
sec_contact_bottle_schange	Round_2_Replicate_21	-967282.64	1934585.28	5838974.91	141612.65	0.8485,0.9692,6.3836,2.813,2.37,0.1275,1.6354,6.394,1.2301,13.1814
sec_contact_bottle_schange	Round_2_Replicate_22	-426086.59	852193.18	919626.83	554804.91	0.6683,2.7145,2.3671,1.4241,0.2865,0.1135,0.6689,2.4997,0.4484,3.0133
sec_contact_bottle_schange	Round_2_Replicate_23	-883947.63	1767915.26	3073315.62	142965.67	0.7596,2.1216,0.9287,2.0793,3.5044,0.112,0.6052,5.916,2.2263,5.3087
sec_contact_bottle_schange	Round_2_Replicate_24	-790164.69	1580349.38	6110863.29	217059.7	0.6312,7.6938,7.1846,1.2362,0.3824,0.8731,2.9205,2.488,0.9973,2.2326
sec_contact_bottle_schange	Round_2_Replicate_25	-904326.77	1808673.54	3746508.08	111067.08	1.4381,12.3755,3.1045,0.3833,3.8319,0.0839,0.6417,9.6364,0.4956,6.6675
sec_contact_bottle_schange	Round_2_Replicate_26	-1034332.15	2068684.3	24413517.18	415200.55	0.4749,2.2331,3.839,1.518,0.332,0.5158,2.2785,7.6146,1.3919,4.9473
sec_contact_bottle_schange	Round_2_Replicate_27	-637085.43	1274190.86	1976788.84	159750.06	0.2153,4.1699,4.7835,0.4326,1.891,0.2438,0.6616,2.3855,4.2735,26.1
sec_contact_bottle_schange	Round_2_Replicate_28	-905298.09	1810616.18	2746083.9	276215.81	0.4054,4.0371,1.3751,1.6523,0.7607,0.1413,0.2414,0.7539,2.0888,4.6203
sec_contact_bottle_schange	Round_2_Replicate_29	-905744.04	1811508.08	3323693.02	123276.35	0.4694,7.6799,4.6848,0.6611,2.8561,0.2319,0.5907,1.0837,0.6151,9.0894
sec_contact_bottle_schange	Round_2_Replicate_30	-410670.75	821361.5	823992.86	675771.61	0.4427,2.0704,7.8598,1.3235,0.3949,0.1369,0.2381,5.4822,3.2104,25.3301
sec_contact_bottle_schange	Round_3_Replicate_1	-747876.43	1495772.86	1910671.84	942812.98	4.8068,9.2478,4.8763,1.8927,0.1172,0.2075,2.3525,0.2136,0.9983,27.7995
sec_contact_bottle_schange	Round_3_Replicate_2	-760821.33	1521662.66	1723538.73	465201.66	6.2107,24.5645,0.6639,0.3394,0.1835,0.5189,0.7253,0.9617,3.0093,28.227
sec_contact_bottle_schange	Round_3_Replicate_3	-624921.91	1249863.82	2183577.15	522858.17	0.5834,5.6133,1.5833,2.2635,0.4162,0.3385,3.862,0.376,0.2074,11.3505
sec_contact_bottle_schange	Round_3_Replicate_4	-1119442.62	2238905.24	4052676.4	405260.47	0.8699,8.8234,1.8233,3.5207,0.526,0.16,0.7725,0.2976,1.1423,28.227
sec_contact_bottle_schange	Round_3_Replicate_5	-715208.67	1430437.34	1884440.52	525964.57	6.6168,20.507,1.6027,3.5184,0.3088,0.1932,0.4373,0.9792,0.7715,28.227
sec_contact_bottle_schange	Round_3_Replicate_6	-530162.33	1060344.66	1045400.4	705938.45	0.5904,15.4603,5.6621,1.4419,0.1247,0.3124,1.9035,1.6954,0.6548,12.7151
sec_contact_bottle_schange	Round_3_Replicate_7	-599882.89	1199785.78	1482620.0	593234.58	1.0941,11.1744,1.4864,1.4124,0.3117,0.1519,0.7316,1.2357,2.2792,24.2602
sec_contact_bottle_schange	Round_3_Replicate_8	-461056.88	922133.76	977120.4	592014.83	1.876,6.3541,3.6244,0.3876,0.259,0.2278,1.0401,1.2207,0.2762,28.227
sec_contact_bottle_schange	Round_3_Replicate_9	-697796.19	1395612.38	3886592.8	233885.61	0.7366,28.227,1.2917,0.4406,0.9348,0.5264,1.6305,2.218,0.8103,8.7404
sec_contact_bottle_schange	Round_3_Replicate_10	-720937.58	1441895.16	1739766.57	540478.78	0.827,15.6031,1.2306,0.7713,0.1233,0.6396,3.7353,2.966,0.3657,9.6174
sec_contact_bottle_schange	Round_3_Replicate_11	-1196537.73	2393095.46	3110380.12	334318.12	2.7578,3.5426,0.837,1.2889,0.1594,1.2409,0.6663,1.2323,0.2632,8.3783
sec_contact_bottle_schange	Round_3_Replicate_12	-391323.07	782666.14	775630.83	947026.66	4.2583,5.262,0.8507,0.4553,0.1706,0.1782,4.3987,1.7091,1.0485,8.9117
sec_contact_bottle_schange	Round_3_Replicate_13	-442301.51	884623.02	787127.07	318963.53	1.0222,20.1297,2.6015,0.3764,0.2851,0.9112,2.4648,0.3469,0.3357,28.227
sec_contact_bottle_schange	Round_3_Replicate_14	-550629.37	1101278.74	1032964.14	277865.21	0.9917,2.7236,1.8898,0.4678,0.2105,1.1819,1.9261,0.2698,2.2118,28.227
sec_contact_bottle_schange	Round_3_Replicate_15	-1073793.38	2147606.76	3855679.98	593597.4	0.5213,8.6375,1.1082,0.5433,0.3148,0.1492,1.2191,0.2388,2.0291,8.1713
sec_contact_bottle_schange	Round_3_Replicate_16	-379866.05	759752.1	715237.05	334005.62	1.6281,4.1618,0.6779,4.0982,0.3862,0.5165,1.8253,1.2568,2.3541,11.5093
sec_contact_bottle_schange	Round_3_Replicate_17	-490864.92	981749.84	1055478.58	382802.66	7.3285,16.0538,11.6389,2.0116,0.3493,0.465,1.2536,0.2536,0.592,22.7241
sec_contact_bottle_schange	Round_3_Replicate_18	-1023570.81	2047161.62	4797488.29	453750.71	5.3903,15.6619,4.2217,0.4477,0.8623,0.247,3.2952,0.5118,3.1459,28.227
sec_contact_bottle_schange	Round_3_Replicate_19	-637232.33	1274484.66	1313027.18	378559.08	1.0486,5.2314,5.1601,3.3802,0.1152,0.8734,2.8715,0.2357,0.701,28.227
sec_contact_bottle_schange	Round_3_Replicate_20	-370155.1	740330.2	724809.97	444687.05	1.2434,20.1359,8.9893,0.4413,0.3409,0.3388,2.1666,1.55,0.1931,8.6299
sec_contact_bottle_schange	Round_3_Replicate_21	-603905.01	1207830.02	1249139.44	657577.58	1.3232,14.5236,6.9346,2.4017,0.128,0.3471,1.5634,1.3379,0.3109,23.6825
sec_contact_bottle_schange	Round_3_Replicate_22	-796152.06	1592324.12	1949409.78	455153.57	1.5618,16.3315,1.0575,1.5421,0.1983,0.3832,0.6955,0.5306,0.3447,16.8772
sec_contact_bottle_schange	Round_3_Replicate_23	-374837.25	749694.5	682703.98	336499.59	3.1341,3.4255,6.8111,3.9167,0.2468,0.6574,2.9767,0.3695,1.5174,7.7788
sec_contact_bottle_schange	Round_3_Replicate_24	-566832.53	1133685.06	1319135.17	1051363.64	4.5876,28.227,0.9691,0.3975,0.1487,0.1817,3.8296,0.2458,0.6659,13.8222
sec_contact_bottle_schange	Round_3_Replicate_25	-972631.27	1945282.54	19236523.51	379093.02	0.5771,3.5104,1.1555,1.1583,0.6017,0.5958,4.8208,0.3041,0.8807,28.227
sec_contact_bottle_schange	Round_3_Replicate_26	-657751.69	1315523.38	1579436.18	384248.74	0.7624,2.3567,3.0281,0.3712,0.3242,0.3702,0.5442,0.5374,0.7,21.5203
sec_contact_bottle_schange	Round_3_Replicate_27	-378555.2	757130.4	747472.39	625516.44	2.8864,10.0456,3.8329,0.4427,0.3306,0.1774,1.9495,3.0571,0.8241,28.227
sec_contact_bottle_schange	Round_3_Replicate_28	-589217.38	1178454.76	1917390.29	145410.8	0.8589,29.4143,5.0712,0.8588,1.0311,1.4797,0.5576,1.1654,0.2633,29.2502
sec_contact_bottle_schange	Round_3_Replicate_29	-702587.56	1405195.12	1506131.75	460510.04	3.225,10.6616,8.1577,1.855,0.1632,0.6673,1.4678,1.8619,1.657,17.5789
sec_contact_bottle_schange	Round_3_Replicate_30	-488801.64	977623.28	1123142.8	180686.24	1.198,17.2499,6.6032,3.1974,0.8441,0.5378,0.5893,0.2817,0.4594,8.8282
sec_contact_bottle_schange	Round_3_Replicate_31	-406189.78	812399.56	745090.16	524676.83	0.838,3.4925,6.2186,0.6839,0.2138,0.3575,1.5344,1.1911,1.3318,13.9237
sec_contact_bottle_schange	Round_3_Replicate_32	-410221.05	820462.1	766292.7	543041.95	1.8365,9.3107,3.5926,0.3895,0.2257,0.3625,2.5179,2.3862,0.3165,9.2035
sec_contact_bottle_schange	Round_3_Replicate_33	-503979.02	1007978.04	943701.0	686336.62	1.2835,3.5892,4.0423,3.8452,0.1132,0.411,3.4112,0.2151,1.7864,28.227
sec_contact_bottle_schange	Round_3_Replicate_34	-351284.85	702589.7	659556.93	763033.29	2.5125,13.4371,2.8598,2.7919,0.2339,0.1544,1.4102,2.9086,0.7199,13.0837
sec_contact_bottle_schange	Round_3_Replicate_35	-520140.37	1040300.74	1518371.5	357709.58	5.4814,5.1163,2.9292,0.4892,0.6189,0.2586,1.9979,2.3477,1.6889,7.9549
sec_contact_bottle_schange	Round_3_Replicate_36	-740543.67	1481107.34	2436355.42	423844.96	3.4948,28.227,0.6833,1.4905,0.6819,0.2843,2.5848,0.5201,0.242,11.7084
sec_contact_bottle_schange	Round_3_Replicate_37	-562410.81	1124841.62	1102770.05	241641.78	0.6404,11.3521,3.3886,0.6385,0.2723,1.2828,1.9779,0.6999,1.1619,28.227
sec_contact_bottle_schange	Round_3_Replicate_38	-596951.77	1193923.54	1865491.93	549698.84	1.8883,15.1836,0.9864,0.3649,0.4719,0.1772,3.1836,2.3665,0.237,7.0388
sec_contact_bottle_schange	Round_3_Replicate_39	-747745.65	1495511.3	1637331.83	194998.44	0.9263,28.227,2.3903,0.6745,0.3181,1.7956,0.8496,0.7245,2.6758,18.3416
sec_contact_bottle_schange	Round_3_Replicate_40	-599875.17	1199770.34	2281278.47	178528.37	2.2834,9.4981,7.7996,1.2251,1.2001,0.4391,1.2737,1.648,0.4845,9.4444
sec_contact_bottle_schange	Round_3_Replicate_41	-407391.17	814802.34	832326.28	501877.84	0.6474,9.6377,9.2867,1.9333,0.2896,0.3978,2.9449,0.5986,0.1926,17.5545
sec_contact_bottle_schange	Round_3_Replicate_42	-731297.38	1462614.76	2076680.54	432998.77	2.9448,26.7781,3.4058,2.9961,0.6573,0.1815,1.7395,0.849,0.8922,27.9413
sec_contact_bottle_schange	Round_3_Replicate_43	-381929.67	763879.34	712219.9	291739.77	4.4502,29.4535,0.7869,0.8896,0.4496,0.5881,0.9583,0.5132,0.7202,7.8486
sec_contact_bottle_schange	Round_3_Replicate_44	-893626.17	1787272.34	2268324.82	248198.68	1.8329,2.5715,3.3172,4.0639,0.1459,1.5322,2.0176,0.9641,0.2545,28.227
sec_contact_bottle_schange	Round_3_Replicate_45	-728854.16	1457728.32	2073984.38	302427.27	1.3339,2.4947,1.4352,2.771,0.8988,0.1853,0.8563,0.8817,0.3952,28.227
sec_contact_bottle_schange	Round_3_Replicate_46	-418800.56	837621.12	871623.43	951579.59	2.0059,8.0484,9.3987,0.3769,0.1723,0.1805,4.504,1.2043,1.7813,7.7942
sec_contact_bottle_schange	Round_3_Replicate_47	-969102.99	1938225.98	13868736.96	421784.96	1.2217,11.924,1.7248,2.3438,0.6875,0.3295,4.6005,1.6384,0.5013,28.227
sec_contact_bottle_schange	Round_3_Replicate_48	-869305.73	1738631.46	3499675.19	751563.9	1.2841,14.7536,1.5124,3.161,0.407,0.2044,5.2032,0.2016,1.0505,28.227
sec_contact_bottle_schange	Round_3_Replicate_49	-771543.54	1543107.08	2191629.99	302791.6	1.4442,4.5645,0.856,4.9116,0.7661,0.1837,0.5218,0.6769,1.1014,20.9593
sec_contact_bottle_schange	Round_3_Replicate_50	-762448.94	1524917.88	2065169.36	227054.43	5.6286,18.1519,4.8645,2.0582,0.1804,1.5468,4.4951,1.0555,1.1899,28.227
sec_contact_bottle_schange	Round_4_Replicate_1	-345951.61	691923.22	641414.35	808641.26	2.8172,12.8406,3.4936,5.4932,0.2376,0.1411,2.0511,3.6584,0.9937,18.1545
sec_contact_bottle_schange	Round_4_Replicate_2	-348655.1	697330.2	654699.83	513891.61	5.4667,18.3966,1.7251,1.6776,0.3679,0.2136,0.782,2.2707,0.9775,10.3286
sec_contact_bottle_schange	Round_4_Replicate_3	-389551.0	779122.0	798646.09	587714.38	2.9417,23.9842,4.7891,4.3125,0.3197,0.1876,1.7432,1.7154,1.0353,20.6026
sec_contact_bottle_schange	Round_4_Replicate_4	-347641.44	695302.88	613552.32	692032.45	3.0651,8.6781,4.1716,3.3153,0.2179,0.2276,2.3034,2.1756,1.3445,23.1426
sec_contact_bottle_schange	Round_4_Replicate_5	-331789.57	663599.14	591877.7	890007.48	1.3482,14.3737,5.3397,3.7889,0.1914,0.141,2.388,4.0506,0.5053,11.0664
sec_contact_bottle_schange	Round_4_Replicate_6	-423590.12	847200.24	989407.78	500499.52	3.0536,22.1695,5.4714,2.6556,0.3522,0.1916,2.3599,1.5061,0.9305,6.7662
sec_contact_bottle_schange	Round_4_Replicate_7	-324748.33	649516.66	574226.09	512063.33	2.9566,14.1989,2.2042,4.1282,0.2485,0.2743,2.1152,1.69,0.6025,7.9463
sec_contact_bottle_schange	Round_4_Replicate_8	-391510.59	783041.18	779290.69	684810.34	1.5992,13.0549,4.4676,1.5615,0.2315,0.1879,1.6408,1.6112,0.4275,15.5724
sec_contact_bottle_schange	Round_4_Replicate_9	-335547.77	671115.54	601573.72	1086057.12	2.1443,26.5481,1.4826,3.4242,0.1657,0.1132,2.4367,4.8781,1.3664,8.8347
sec_contact_bottle_schange	Round_4_Replicate_10	-334060.31	668140.62	586382.83	665762.93	2.8429,5.6229,2.4508,2.9263,0.2158,0.213,2.2722,2.9883,0.8222,8.0294
sec_contact_bottle_schange	Round_4_Replicate_11	-335680.2	671380.4	600655.14	639499.33	1.9925,17.616,2.5665,3.2876,0.2613,0.1998,1.3238,2.7194,0.9119,10.8357
sec_contact_bottle_schange	Round_4_Replicate_12	-333239.69	666499.38	594016.29	682208.08	1.4159,12.7859,1.6982,1.5221,0.2413,0.1875,2.0105,3.424,0.4042,7.1145
sec_contact_bottle_schange	Round_4_Replicate_13	-338261.88	676543.76	602302.76	1086779.55	2.6981,9.1317,1.7064,1.8859,0.1678,0.1157,2.4432,5.2906,0.9428,8.9468
sec_contact_bottle_schange	Round_4_Replicate_14	-347055.62	694131.24	624591.47	929873.87	1.3018,20.1868,3.5834,2.6422,0.1534,0.1578,2.6068,2.7764,0.3997,10.0442
sec_contact_bottle_schange	Round_4_Replicate_15	-316735.79	633491.58	565069.47	492225.49	4.0998,8.2638,2.4866,4.2609,0.3091,0.2378,1.3472,2.1339,0.3735,8.1963
sec_contact_bottle_schange	Round_4_Replicate_16	-323446.0	646912.0	569456.83	542495.94	4.2017,9.8229,2.2136,1.8229,0.2456,0.2502,2.0835,2.2072,1.2382,6.3408
sec_contact_bottle_schange	Round_4_Replicate_17	-345253.89	690527.78	623373.32	850610.51	2.9533,11.2779,4.433,1.3964,0.2267,0.144,1.9002,4.0569,1.2829,22.3707
sec_contact_bottle_schange	Round_4_Replicate_18	-346703.97	693427.94	633288.42	510554.11	3.9925,11.3135,3.4785,1.9252,0.3622,0.2415,1.4367,2.4993,0.4722,19.0593
sec_contact_bottle_schange	Round_4_Replicate_19	-373185.79	746391.58	680237.57	770798.27	2.5233,9.6189,4.7292,1.7798,0.2161,0.1987,1.5622,4.3378,0.3748,10.6242
sec_contact_bottle_schange	Round_4_Replicate_20	-339128.36	678276.72	624730.55	548352.82	4.5188,24.8013,2.3872,1.7865,0.2782,0.2355,1.6485,1.7133,1.4259,9.5758
sec_contact_bottle_schange	Round_4_Replicate_21	-294174.63	588369.26	523269.32	424840.0	3.9053,21.8982,2.2848,5.9942,0.3168,0.2327,1.3705,2.3554,0.6219,4.799
sec_contact_bottle_schange	Round_4_Replicate_22	-421158.52	842337.04	935198.68	526925.23	2.1229,9.5535,1.9692,2.9767,0.4012,0.1989,2.087,3.1813,0.4305,19.0139
sec_contact_bottle_schange	Round_4_Replicate_23	-337104.49	674228.98	615574.11	640579.82	1.2985,20.6609,1.5007,1.624,0.3272,0.155,0.92,4.0536,0.6767,6.8123
sec_contact_bottle_schange	Round_4_Replicate_24	-323601.14	647222.28	588194.16	454045.82	1.3413,24.6243,2.2721,2.0666,0.422,0.2159,0.8863,2.8196,0.3671,7.6976
sec_contact_bottle_schange	Round_4_Replicate_25	-346449.61	692919.22	615437.54	832142.43	1.4366,12.2902,2.555,1.9424,0.2104,0.1679,1.9971,3.3577,0.5435,25.2363
sec_contact_bottle_schange	Round_4_Replicate_26	-358559.96	717139.92	656488.84	639027.01	1.4752,10.0882,2.3064,1.8053,0.2685,0.2169,1.6653,3.7563,1.1479,9.6058
sec_contact_bottle_schange	Round_4_Replicate_27	-367861.09	735742.18	700887.88	673794.26	1.4014,10.2326,1.9484,2.8108,0.2535,0.1826,1.0234,2.5094,1.3959,10.4395
sec_contact_bottle_schange	Round_4_Replicate_28	-350799.68	701619.36	673383.65	605839.85	2.3336,10.1955,5.3808,1.4052,0.2254,0.1953,1.9649,1.6198,0.6766,6.186
sec_contact_bottle_schange	Round_4_Replicate_29	-301540.2	603100.4	537167.73	506683.5	1.5757,23.2066,2.5393,2.6124,0.3236,0.1899,0.9731,3.2887,0.8774,4.7199
sec_contact_bottle_schange	Round_4_Replicate_30	-443409.88	886839.76	955990.4	567220.6	3.7576,22.2551,5.6803,2.058,0.2947,0.1633,0.9303,1.6328,0.9645,10.7412
sec_contact_bottle_schange	Round_4_Replicate_31	-345335.22	690690.44	628170.0	929916.42	1.4791,13.0327,5.2549,2.6331,0.219,0.1217,1.738,4.8397,0.8962,19.9737
sec_contact_bottle_schange	Round_4_Replicate_32	-354046.85	708113.7	683918.82	498548.61	2.3029,26.1074,2.5986,4.0835,0.3982,0.2005,1.1758,2.2182,1.0029,16.9269
sec_contact_bottle_schange	Round_4_Replicate_33	-326969.82	653959.64	588649.43	400399.63	1.6938,24.264,1.9123,2.7991,0.3435,0.2987,0.9213,1.6504,0.9386,6.0162
sec_contact_bottle_schange	Round_4_Replicate_34	-352979.57	705979.14	640301.78	534305.68	4.5855,26.1862,1.8883,2.3788,0.2956,0.2869,1.9932,1.6285,0.4837,22.6479
sec_contact_bottle_schange	Round_4_Replicate_35	-344558.45	689136.9	621638.22	718689.51	1.7907,26.1054,3.0052,3.1661,0.2562,0.1772,1.8709,3.2132,0.4209,21.7522
sec_contact_bottle_schange	Round_4_Replicate_36	-359931.87	719883.74	695600.4	678242.77	3.6479,25.6639,2.34,1.8786,0.2717,0.1517,0.8256,3.0388,0.5119,7.1211
sec_contact_bottle_schange	Round_4_Replicate_37	-294080.77	588181.54	526376.76	376102.1	1.3022,25.1324,2.4755,4.127,0.4247,0.238,0.8309,2.4941,0.4153,4.5327
sec_contact_bottle_schange	Round_4_Replicate_38	-404958.07	809936.14	905260.56	511844.53	1.3828,8.3553,3.4545,4.6175,0.3644,0.2075,2.3366,3.0714,1.2677,11.657
sec_contact_bottle_schange	Round_4_Replicate_39	-354523.4	709066.8	655004.24	844389.71	3.9634,7.3223,5.1791,2.4712,0.2439,0.135,1.1252,4.2258,0.5466,20.1281
sec_contact_bottle_schange	Round_4_Replicate_40	-353452.3	706924.6	657520.9	592170.16	4.1121,9.5453,1.6964,1.6537,0.3193,0.1985,0.8353,2.6526,0.9536,10.9103
sec_contact_bottle_schange	Round_4_Replicate_41	-453603.78	907227.56	1086015.6	541824.08	2.3314,16.6841,3.5568,1.6497,0.3758,0.2359,2.7492,1.8068,0.7455,21.9445
sec_contact_bottle_schange	Round_4_Replicate_42	-347277.37	694574.74	613869.79	857471.23	1.3632,17.1336,2.8995,1.5793,0.2057,0.1622,1.7954,3.9449,0.9114,15.1459
sec_contact_bottle_schange	Round_4_Replicate_43	-357485.82	714991.64	634197.12	730304.33	1.6708,8.8563,3.0496,2.428,0.183,0.2373,2.6353,1.6982,0.9464,17.5462
sec_contact_bottle_schange	Round_4_Replicate_44	-337387.97	674795.94	606427.41	654642.39	1.2887,8.8012,2.6976,3.4588,0.2023,0.2277,3.0248,2.1988,0.9905,8.1461
sec_contact_bottle_schange	Round_4_Replicate_45	-371718.35	743456.7	711512.81	803842.43	2.4907,14.6916,3.0587,2.8418,0.1919,0.1658,1.8449,2.1766,0.9322,13.2362
sec_contact_bottle_schange	Round_4_Replicate_46	-356999.32	714018.64	681772.06	709026.9	2.4607,25.038,3.0898,4.053,0.2702,0.1512,0.9674,3.1043,0.5888,11.6877
sec_contact_bottle_schange	Round_4_Replicate_47	-327634.3	655288.6	574341.43	815534.57	1.3889,8.8169,3.8578,4.1457,0.1815,0.1669,2.5284,3.4151,0.6719,8.6367
sec_contact_bottle_schange	Round_4_Replicate_48	-344782.8	689585.6	657115.28	467789.03	2.4374,22.1736,1.5049,3.2412,0.3521,0.2422,1.7038,2.883,0.931,6.5133
