Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1i, nu2i, nu1m, nu2m, nu1f, nu2f, m12, m21, T1, T2)
sec_contact_bottle_schange	Round_4_Replicate_50	-291465.78	582951.56	563879.53	298821.59	8.5944,2.1379,7.9666,0.1203,0.4287,0.2579,0.1953,2.9726,0.25,1.1302
sec_contact_bottle_schange	Round_4_Replicate_51	-342168.36	684356.72	725666.63	311329.42	2.7376,2.2099,5.3482,0.1621,0.5968,0.1469,0.1417,4.769,0.0892,1.1172
sec_contact_bottle_schange	Round_4_Replicate_52	-299918.75	599857.5	574730.95	308946.27	4.3363,3.9312,6.1308,0.1661,0.4766,0.2412,0.1593,3.0621,0.2147,1.6635
sec_contact_bottle_schange	Round_4_Replicate_53	-301324.94	602669.88	563636.2	535692.47	2.1688,3.7882,3.2351,0.0724,0.3163,0.1368,0.4177,5.4457,0.2459,2.2425
sec_contact_bottle_schange	Round_4_Replicate_54	-299342.87	598705.74	579443.17	520944.27	2.7913,3.5208,3.3219,0.0895,0.3011,0.116,0.2047,5.9946,0.097,1.4825
sec_contact_bottle_schange	Round_4_Replicate_55	-304950.01	609920.02	581232.2	641941.72	2.6362,2.3484,6.9169,0.0901,0.225,0.1134,0.3474,7.0731,0.0672,2.1638
sec_contact_bottle_schange	Round_4_Replicate_56	-308119.88	616259.76	598153.73	358762.06	5.115,1.9942,3.6252,0.0758,0.3766,0.2281,0.1743,3.2531,0.2197,0.9591
sec_contact_bottle_schange	Round_4_Replicate_57	-296477.38	592974.76	570541.65	383113.96	3.8028,5.5915,7.6897,0.0529,0.3381,0.1799,0.1765,4.0513,0.0807,1.4379
sec_contact_bottle_schange	Round_4_Replicate_58	-297719.25	595458.5	557360.07	340809.46	2.3742,7.44,8.9724,0.051,0.3595,0.2746,0.4346,3.2984,0.0665,1.1645
sec_contact_bottle_schange	Round_4_Replicate_59	-294543.86	589107.72	579525.12	474355.93	2.5322,3.9388,3.9586,0.0643,0.3082,0.1178,0.1531,6.2742,0.0705,1.1576
sec_contact_bottle_schange	Round_4_Replicate_60	-279303.95	558627.9	515557.69	379493.64	5.8285,4.2999,9.2027,0.1542,0.363,0.1764,0.4723,4.1456,0.133,2.4526
sec_contact_bottle_schange	Round_4_Replicate_61	-259215.06	518450.12	487133.27	362850.7	3.7464,2.4166,8.7426,0.1972,0.283,0.1781,0.5055,4.0289,0.2257,0.8103
sec_contact_bottle_schange	Round_4_Replicate_62	-383648.7	767317.4	802856.64	439576.79	2.757,4.1171,4.395,0.1554,0.2155,0.24,0.2248,4.9928,0.2036,0.8833
sec_contact_bottle_schange	Round_4_Replicate_63	-271471.77	542963.54	537704.51	354551.1	3.6295,6.1979,12.5276,0.1596,0.2993,0.1699,0.2559,3.7794,0.1218,0.8049
sec_contact_bottle_schange	Round_4_Replicate_64	-303108.12	606236.24	572537.25	351220.17	6.522,3.5882,3.9834,0.0938,0.4656,0.2084,0.2609,3.2406,0.1933,2.0461
sec_contact_bottle_schange	Round_4_Replicate_65	-338197.39	676414.78	695828.86	322477.26	4.5074,4.1371,4.454,0.082,0.5148,0.2162,0.2301,3.1009,0.073,0.8069
sec_contact_bottle_schange	Round_4_Replicate_66	-297573.76	595167.52	561604.54	416135.28	3.1772,2.5322,4.4464,0.1395,0.3486,0.1794,0.2606,4.3657,0.135,1.6908
sec_contact_bottle_schange	Round_4_Replicate_67	-277127.56	554275.12	518054.52	427586.34	4.7391,2.4652,4.9373,0.164,0.2853,0.1492,0.4646,4.1545,0.1764,1.2199
sec_contact_bottle_schange	Round_4_Replicate_68	-274223.63	548467.26	522008.98	363621.98	2.7741,2.2443,12.2769,0.1133,0.315,0.1689,0.2616,4.6985,0.1958,1.2896
sec_contact_bottle_schange	Round_4_Replicate_69	-339947.82	679915.64	663506.14	385627.46	2.4946,3.1788,8.5162,0.0769,0.3444,0.1975,0.2363,2.8311,0.068,2.5197
sec_contact_bottle_schange	Round_4_Replicate_70	-297229.12	594478.24	575405.86	379289.07	2.8454,3.9611,3.619,0.096,0.4045,0.1656,0.4963,4.209,0.1997,1.2243
sec_contact_bottle_schange	Round_4_Replicate_71	-477252.34	954524.68	1506316.51	289247.02	8.3256,2.6607,3.7532,0.1113,0.673,0.2681,0.4841,5.1724,0.1311,1.7264
sec_contact_bottle_schange	Round_4_Replicate_72	-353742.07	707504.14	709227.64	443896.72	2.4344,7.1848,11.6171,0.0907,0.2789,0.1391,0.3655,3.1586,0.0517,2.4211
sec_contact_bottle_schange	Round_4_Replicate_73	-307015.11	614050.22	603390.46	657040.61	4.155,6.6054,5.8577,0.1216,0.2662,0.088,0.2143,8.6885,0.1882,2.4433
sec_contact_bottle_schange	Round_4_Replicate_74	-272200.69	544421.38	532974.57	381547.33	5.042,4.2765,6.3713,0.163,0.311,0.1379,0.2024,5.0106,0.229,0.8823
sec_contact_bottle_schange	Round_4_Replicate_75	-304121.21	608262.42	595691.37	320825.89	8.4416,6.3804,8.6684,0.0658,0.4869,0.1847,0.5097,3.9245,0.2072,2.5936
sec_contact_bottle_schange	Round_4_Replicate_76	-276699.55	553419.1	512217.28	454775.64	2.553,7.3413,9.0717,0.1573,0.2221,0.1429,0.4622,4.8984,0.1039,1.1364
sec_contact_bottle_schange	Round_4_Replicate_77	-282846.41	565712.82	533087.91	403560.45	4.2049,2.5701,5.2148,0.1037,0.2923,0.1869,0.417,3.5648,0.067,0.9046
sec_contact_bottle_schange	Round_4_Replicate_78	-353152.99	706325.98	796280.0	301535.31	8.4369,6.3355,11.8329,0.0644,0.543,0.1167,0.2482,6.2682,0.0942,1.2938
sec_contact_bottle_schange	Round_4_Replicate_79	-384325.53	768671.06	882122.74	302796.64	2.6253,4.3746,3.0347,0.1418,0.6757,0.2582,0.2501,4.207,0.1152,1.9907
sec_contact_bottle_schange	Round_4_Replicate_80	-267269.88	534559.76	504396.39	471530.83	3.4983,6.8867,10.8502,0.0957,0.2315,0.1076,0.5386,6.4553,0.0869,1.2052
sec_contact_bottle_schange	Round_4_Replicate_81	-343884.91	687789.82	724960.2	299497.82	2.7198,6.5547,5.6453,0.1094,0.5382,0.2186,0.1692,2.8192,0.1676,0.804
sec_contact_bottle_schange	Round_4_Replicate_82	-398900.09	797820.18	894460.31	299245.31	3.0552,2.9926,3.3665,0.061,0.6688,0.2003,0.3884,4.4253,0.2146,0.8526
sec_contact_bottle_schange	Round_4_Replicate_83	-285695.62	571411.24	552039.91	376737.18	2.6793,5.6332,11.4433,0.1567,0.3497,0.1507,0.1523,4.7116,0.1226,1.8098
sec_contact_bottle_schange	Round_4_Replicate_84	-333424.62	666869.24	706772.1	321825.06	4.9446,5.633,10.3529,0.0792,0.4402,0.1704,0.3121,2.686,0.0729,1.6529
sec_contact_bottle_schange	Round_4_Replicate_85	-371838.53	743697.06	855735.45	316302.1	5.5874,4.7975,8.1349,0.0651,0.5496,0.108,0.1705,7.0931,0.0846,0.9753
sec_contact_bottle_schange	Round_4_Replicate_86	-315895.48	631810.96	609389.55	405592.77	7.6579,2.0833,4.358,0.0353,0.2936,0.2265,0.1753,3.9469,0.0856,0.8955
sec_contact_bottle_schange	Round_4_Replicate_87	-270023.92	540067.84	518430.8	466110.92	3.7661,2.6526,3.6308,0.1268,0.2276,0.1134,0.2556,6.2614,0.2509,0.6751
sec_contact_bottle_schange	Round_4_Replicate_88	-308351.85	616723.7	592353.43	432281.91	5.8447,3.3778,6.7568,0.1452,0.2408,0.1823,0.2189,4.7134,0.0877,1.034
sec_contact_bottle_schange	Round_4_Replicate_89	-285453.92	570927.84	544585.04	487284.59	4.1692,6.421,9.5754,0.0755,0.2935,0.1162,0.2864,6.4008,0.0662,2.1792
sec_contact_bottle_schange	Round_4_Replicate_90	-313595.88	627211.76	598102.44	426456.55	5.8753,4.9818,4.0972,0.1676,0.287,0.1863,0.337,3.1313,0.0707,1.2563
sec_contact_bottle_schange	Round_4_Replicate_91	-273676.6	547373.2	532295.47	383650.85	2.6163,8.2489,13.0134,0.1913,0.3152,0.1262,0.2115,5.2785,0.1471,1.3836
sec_contact_bottle_schange	Round_4_Replicate_92	-288912.47	577844.94	566031.44	399052.19	7.411,2.1024,5.2981,0.1013,0.2774,0.1764,0.1576,4.1989,0.1113,0.7259
sec_contact_bottle_schange	Round_4_Replicate_93	-327635.05	655290.1	629647.52	436420.07	3.1173,6.7389,3.0726,0.0841,0.2462,0.237,0.2563,4.2459,0.0864,0.7063
sec_contact_bottle_schange	Round_4_Replicate_94	-287826.75	575673.5	584337.41	397910.89	8.9433,2.4835,8.5278,0.1171,0.3319,0.1099,0.1323,6.9884,0.1463,1.1557
sec_contact_bottle_schange	Round_4_Replicate_95	-318339.47	636698.94	607371.53	286889.49	2.4265,5.2375,3.8977,0.2355,0.6641,0.2563,0.2438,2.9083,0.0723,2.4943
sec_contact_bottle_schange	Round_4_Replicate_96	-296820.93	593661.86	576659.1	528480.83	5.0555,7.8088,3.3606,0.1709,0.2923,0.1119,0.1798,6.5536,0.1963,1.4894
sec_contact_bottle_schange	Round_4_Replicate_97	-316028.55	632077.1	655342.9	288771.67	5.5539,2.0883,9.1329,0.0891,0.5551,0.1744,0.1903,4.3084,0.1699,1.3437
sec_contact_bottle_schange	Round_4_Replicate_98	-284915.65	569851.3	552605.29	396070.09	7.1597,2.2742,6.8099,0.1223,0.3152,0.1558,0.1682,4.5858,0.0836,1.1023
sec_contact_bottle_schange	Round_4_Replicate_99	-295352.84	590725.68	567214.02	309390.32	2.5878,3.5816,8.1449,0.1518,0.4294,0.2575,0.5352,3.18,0.1842,1.2005
sec_contact_bottle_schange	Round_4_Replicate_100	-358202.04	716424.08	808678.46	310562.03	7.4156,5.2478,10.1078,0.0668,0.5285,0.1119,0.2075,5.8009,0.08,0.9866
