Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1a, nu2a, nu1b, nu2b, m12, m21, T1, T2)
sec_contact_asym_mig_size	Round_2_Replicate_6	-68724.1	137464.2	185392.17	31696.8	3.8919,0.9622,0.1387,0.3746,5.3165,0.1429,4.0509,0.4322
sec_contact_asym_mig_size	Round_2_Replicate_7	-48069.46	96154.92	154936.37	21446.73	2.967,0.7458,0.3102,0.9564,6.3077,1.3689,1.4123,0.4048
sec_contact_asym_mig_size	Round_2_Replicate_8	-111366.97	222749.94	316482.48	9262.66	1.5058,0.4878,0.1355,0.147,2.6865,1.1458,13.7881,0.2611
sec_contact_asym_mig_size	Round_2_Replicate_9	-67963.53	135943.06	171781.88	5877.2	1.8766,4.9105,0.2314,0.804,3.213,0.1749,13.9296,0.3031
sec_contact_asym_mig_size	Round_2_Replicate_10	-36966.95	73949.9	83419.23	59250.79	4.9303,2.3426,0.127,0.1851,11.8401,0.6409,1.7217,0.4337
sec_contact_asym_mig_size	Round_2_Replicate_11	-45229.91	90475.82	123765.34	11983.43	0.8575,2.7036,1.586,0.3772,1.7821,0.8621,3.1623,0.4123
sec_contact_asym_mig_size	Round_2_Replicate_12	-60194.45	120404.9	130755.59	12684.74	1.138,0.3637,0.1588,0.9941,5.1076,0.6542,13.5463,0.5601
sec_contact_asym_mig_size	Round_2_Replicate_13	-44825.77	89667.54	276397.08	72894.17	0.4945,1.2651,0.245,0.1753,19.9999,1.6937,9.6389,0.712
sec_contact_asym_mig_size	Round_2_Replicate_14	-85640.15	171296.3	254492.49	31176.83	0.5419,0.6885,0.1642,0.3679,3.4257,0.3933,1.0348,0.1988
sec_contact_asym_mig_size	Round_2_Replicate_15	-36969.94	73955.88	87289.84	30038.78	6.0338,1.1225,0.2354,0.2305,5.7518,1.2141,2.7938,0.4369
sec_contact_asym_mig_size	Round_2_Replicate_16	-123158.13	246332.26	527565.67	51330.79	1.3779,0.4831,0.179,0.2983,2.2354,0.1184,1.1296,1.4702
sec_contact_asym_mig_size	Round_2_Replicate_17	-58786.0	117588.0	255722.73	16634.66	1.2351,0.8212,0.6523,0.2542,10.0295,0.6535,3.4953,0.164
sec_contact_asym_mig_size	Round_2_Replicate_18	-59414.85	118845.7	162855.62	79248.55	5.94,0.5992,0.1548,0.2184,7.5299,0.9429,2.5343,2.4687
sec_contact_asym_mig_size	Round_2_Replicate_19	-134160.61	268337.22	814089.22	46007.48	1.8192,1.3263,0.3851,0.1614,2.5142,0.2005,2.9929,1.4464
sec_contact_asym_mig_size	Round_2_Replicate_20	-61430.85	122877.7	185367.37	74450.76	1.585,0.7052,0.2754,0.1714,8.1991,1.3928,3.0067,2.0267
sec_contact_asym_mig_size	Round_3_Replicate_1	-51912.53	103841.06	143358.49	153406.77	1.695,1.3003,0.0912,0.1299,24.9484,0.7732,1.2383,1.6853
sec_contact_asym_mig_size	Round_3_Replicate_2	-57276.96	114569.92	135091.85	44682.92	4.8565,2.2079,0.0577,0.1064,14.1495,0.1668,1.4008,0.138
sec_contact_asym_mig_size	Round_3_Replicate_3	-78953.18	157922.36	211465.53	28655.53	8.6349,4.0006,0.1097,0.1743,4.157,0.4773,0.7171,0.108
sec_contact_asym_mig_size	Round_3_Replicate_4	-50414.73	100845.46	3268503.0	21391.71	14.2417,2.6277,0.4722,0.4976,18.2842,2.0382,6.2536,0.7516
sec_contact_asym_mig_size	Round_3_Replicate_5	-21184.97	42385.94	49205.74	37573.07	11.5765,9.515,0.1121,0.1468,22.6858,0.6103,3.2457,0.2653
sec_contact_asym_mig_size	Round_3_Replicate_6	-68351.77	136719.54	164173.91	70530.7	3.6357,2.5942,0.0921,0.3079,7.8361,0.5381,1.2712,1.3971
sec_contact_asym_mig_size	Round_3_Replicate_7	-99154.08	198324.16	284530.01	46302.08	16.7877,1.4313,0.0634,0.0708,5.9432,2.1171,2.1995,0.2166
sec_contact_asym_mig_size	Round_3_Replicate_8	-45722.73	91461.46	1270573.58	17768.92	6.6415,2.2389,0.2896,0.7436,18.2842,0.6279,5.1374,0.378
sec_contact_asym_mig_size	Round_3_Replicate_9	-42294.36	84604.72	106438.03	13860.02	1.5291,6.0569,0.1884,0.6381,8.8594,1.3117,2.2913,0.2116
sec_contact_asym_mig_size	Round_3_Replicate_10	-45454.76	90925.52	115785.58	167043.03	5.8048,3.2427,0.0748,0.0741,27.8703,0.7832,1.3673,0.304
sec_contact_asym_mig_size	Round_3_Replicate_11	-73520.81	147057.62	196454.03	14289.59	2.205,0.7316,0.17,0.143,4.3358,1.3118,6.647,0.1939
sec_contact_asym_mig_size	Round_3_Replicate_12	-120758.71	241533.42	384373.12	105274.56	1.3322,1.939,0.055,0.0917,4.013,2.3668,0.9076,0.547
sec_contact_asym_mig_size	Round_3_Replicate_13	-45401.0	90818.0	238844.58	46274.41	5.2625,0.9111,0.1584,0.5003,18.2842,0.8429,3.2533,1.3949
sec_contact_asym_mig_size	Round_3_Replicate_14	-58324.87	116665.74	126506.39	74264.87	1.9339,8.4724,0.065,0.2327,12.1446,0.3551,4.8285,0.8497
sec_contact_asym_mig_size	Round_3_Replicate_15	-37780.22	75576.44	104529.49	32703.73	1.9192,9.8505,0.1103,0.511,18.2842,0.3689,2.6397,0.8904
sec_contact_asym_mig_size	Round_3_Replicate_16	-90602.89	181221.78	357366.76	133293.43	14.6437,6.9123,0.1069,0.0879,9.4363,0.5462,1.1628,0.5946
sec_contact_asym_mig_size	Round_3_Replicate_17	-48395.3	96806.6	124933.61	44609.31	1.3863,7.9061,0.2998,0.3688,6.1344,0.6903,0.4577,1.504
sec_contact_asym_mig_size	Round_3_Replicate_18	-48778.18	97572.36	140380.91	128278.47	2.5365,3.888,0.0929,0.172,25.7285,0.4162,2.2024,1.4674
sec_contact_asym_mig_size	Round_3_Replicate_19	-103034.87	206085.74	409300.18	166394.17	6.9861,3.5334,0.0733,0.0634,6.5289,1.9112,2.1476,0.9042
sec_contact_asym_mig_size	Round_3_Replicate_20	-79349.79	158715.58	499571.82	137379.68	14.6011,1.2378,0.2737,0.0952,27.8703,1.4839,0.4952,0.6254
sec_contact_asym_mig_size	Round_3_Replicate_21	-23291.55	46599.1	60773.34	47401.2	4.4073,1.1694,0.0923,0.1642,28.0248,0.2524,3.1207,0.1514
sec_contact_asym_mig_size	Round_3_Replicate_22	-117056.01	234128.02	529413.08	82454.3	2.6433,6.4699,0.14,0.1631,3.8883,0.1923,1.9191,1.3215
sec_contact_asym_mig_size	Round_3_Replicate_23	-73041.76	146099.52	161589.49	60842.03	1.7708,6.7606,0.0708,0.1464,6.4703,2.6447,0.4803,0.3077
sec_contact_asym_mig_size	Round_3_Replicate_24	-56745.91	113507.82	132037.08	62079.6	3.5406,0.8005,0.1233,0.3775,8.9388,0.1954,7.9626,1.7281
sec_contact_asym_mig_size	Round_3_Replicate_25	-24160.59	48337.18	55650.84	22068.9	20.7919,3.047,0.1375,0.2728,15.3951,0.7835,2.6852,0.1877
sec_contact_asym_mig_size	Round_3_Replicate_26	-63821.14	127658.28	173961.03	184142.52	5.7079,7.1743,0.0554,0.1067,18.9082,0.4244,2.7945,0.7062
sec_contact_asym_mig_size	Round_3_Replicate_27	-60874.25	121764.5	155392.73	24090.14	3.2561,1.5342,0.1417,0.3647,5.5769,0.3386,1.0962,0.1323
sec_contact_asym_mig_size	Round_3_Replicate_28	-45074.51	90165.02	165847.73	46872.76	20.3564,0.915,0.2027,0.4723,12.8521,0.6888,2.0627,1.7037
sec_contact_asym_mig_size	Round_3_Replicate_29	-84549.43	169114.86	284290.45	46858.73	3.5208,0.7948,0.0979,0.1419,9.3489,0.1634,5.5126,0.287
sec_contact_asym_mig_size	Round_3_Replicate_30	-45938.35	91892.7	114732.0	50210.2	2.4519,1.2066,0.061,0.4432,27.8703,0.4234,2.2478,0.6424
sec_contact_asym_mig_size	Round_4_Replicate_1	-20185.91	40387.82	46416.59	22054.93	21.839,17.5008,0.1421,0.1904,17.7861,0.4998,4.1007,0.2651
sec_contact_asym_mig_size	Round_4_Replicate_2	-19758.54	39533.08	49628.41	27197.36	14.6423,6.9087,0.1147,0.1474,23.8315,0.864,5.4684,0.2387
sec_contact_asym_mig_size	Round_4_Replicate_3	-26615.6	53247.2	105224.49	52335.53	15.3601,16.1964,0.1632,0.1294,25.2555,0.8576,3.5568,0.3415
sec_contact_asym_mig_size	Round_4_Replicate_4	-20148.59	40313.18	80815.57	11067.13	6.1325,18.46,0.1462,0.2018,22.7951,0.6015,6.1451,0.1629
sec_contact_asym_mig_size	Round_4_Replicate_5	-20472.61	40961.22	62250.76	20171.46	21.1391,11.6986,0.1915,0.223,16.3994,0.4191,3.1923,0.2392
sec_contact_asym_mig_size	Round_4_Replicate_6	-20677.28	41370.56	53380.6	23483.07	6.5354,11.2333,0.1448,0.2181,18.2842,0.5547,4.5542,0.3146
sec_contact_asym_mig_size	Round_4_Replicate_7	-24526.93	49069.86	130331.28	36806.56	6.9881,15.4963,0.1825,0.1541,25.173,0.4551,6.97,0.3797
sec_contact_asym_mig_size	Round_4_Replicate_8	-22136.2	44288.4	66794.82	26451.15	12.9487,7.4601,0.1488,0.226,18.8157,0.6948,1.7456,0.2038
sec_contact_asym_mig_size	Round_4_Replicate_9	-27853.91	55723.82	60640.14	59372.94	6.7294,6.8991,0.0802,0.1869,24.7271,0.4919,1.9804,0.3818
sec_contact_asym_mig_size	Round_4_Replicate_10	-22529.03	45074.06	87316.35	17499.24	8.5229,14.4006,0.1238,0.2224,24.5008,0.3342,2.7722,0.15
sec_contact_asym_mig_size	Round_4_Replicate_11	-20468.79	40953.58	46184.89	37963.46	19.2543,6.2646,0.0881,0.1206,28.1355,0.6883,3.1596,0.1949
sec_contact_asym_mig_size	Round_4_Replicate_12	-21916.35	43848.7	45231.81	22903.01	5.8233,8.0679,0.1224,0.1587,17.1753,0.8939,3.4876,0.2009
sec_contact_asym_mig_size	Round_4_Replicate_13	-19886.13	39788.26	47769.74	14496.6	7.4418,21.2104,0.1464,0.1768,17.4184,1.1473,4.5014,0.1831
sec_contact_asym_mig_size	Round_4_Replicate_14	-25950.25	51916.5	55683.41	61658.98	18.0415,10.033,0.0717,0.1553,28.2316,0.4054,1.8446,0.3105
sec_contact_asym_mig_size	Round_4_Replicate_15	-20658.31	41332.62	57960.72	19383.41	14.7781,6.0749,0.1706,0.1805,18.2842,0.4162,3.6136,0.1767
sec_contact_asym_mig_size	Round_4_Replicate_16	-24909.88	49835.76	83227.26	29852.19	12.3765,16.0835,0.107,0.2386,25.7757,0.3805,2.5533,0.2961
sec_contact_asym_mig_size	Round_4_Replicate_17	-20761.68	41539.36	92359.35	19857.28	5.8404,10.5408,0.1573,0.1443,25.7019,0.8781,3.2871,0.1495
sec_contact_asym_mig_size	Round_4_Replicate_18	-19832.48	39680.96	56450.88	24040.1	7.7619,18.3059,0.1198,0.1336,25.6079,0.6077,2.1212,0.1329
sec_contact_asym_mig_size	Round_4_Replicate_19	-25778.01	51572.02	89019.83	51450.7	24.299,16.8311,0.105,0.1938,27.4787,0.7218,3.6338,0.4678
sec_contact_asym_mig_size	Round_4_Replicate_20	-28247.27	56510.54	63478.01	63101.79	18.6417,6.8653,0.0946,0.1849,21.895,0.8029,2.8607,0.4778
sec_contact_asym_mig_size	Round_4_Replicate_21	-19469.15	38954.3	53374.78	29334.89	20.8313,11.9931,0.103,0.1294,28.9783,0.4054,2.8221,0.1697
sec_contact_asym_mig_size	Round_4_Replicate_22	-20013.23	40042.46	54131.31	17683.35	6.4181,13.4621,0.1715,0.2153,16.4127,0.6782,3.7045,0.2229
sec_contact_asym_mig_size	Round_4_Replicate_23	-23151.57	46319.14	55570.41	56484.03	18.284,6.1315,0.0983,0.1388,26.035,0.381,3.1354,0.3041
sec_contact_asym_mig_size	Round_4_Replicate_24	-21779.49	43574.98	43433.05	27864.03	18.2,11.7012,0.0689,0.1106,29.025,0.9948,3.9274,0.1641
sec_contact_asym_mig_size	Round_4_Replicate_25	-21182.99	42381.98	54642.33	17548.04	19.3771,9.6497,0.1787,0.2392,14.2788,0.9467,3.2113,0.2186
sec_contact_asym_mig_size	Round_4_Replicate_26	-22249.43	44514.86	77899.0	17726.05	6.4533,8.2712,0.1376,0.215,21.0816,0.9852,2.6968,0.1445
sec_contact_asym_mig_size	Round_4_Replicate_27	-24189.83	48395.66	48230.14	21915.59	8.6325,11.952,0.0952,0.1248,19.0991,0.9252,4.0273,0.1734
sec_contact_asym_mig_size	Round_4_Replicate_28	-20233.36	40482.72	53796.11	35318.02	10.5729,13.4595,0.108,0.1408,26.3593,0.6501,4.5194,0.2759
sec_contact_asym_mig_size	Round_4_Replicate_29	-21700.75	43417.5	59390.39	30470.48	6.3319,5.5131,0.1394,0.2138,19.4964,0.5416,3.14,0.2897
sec_contact_asym_mig_size	Round_4_Replicate_30	-25443.71	50903.42	75949.69	53711.76	7.2461,6.4001,0.1135,0.1937,24.4938,0.3442,3.7799,0.4458
sec_contact_asym_mig_size	Round_4_Replicate_31	-19592.5	39201.0	77618.49	10807.38	15.5166,18.9066,0.1405,0.168,24.8503,0.4455,6.0626,0.1349
sec_contact_asym_mig_size	Round_4_Replicate_32	-25850.49	51716.98	56386.41	60213.76	17.4222,8.2902,0.075,0.1613,27.6058,0.3759,3.9057,0.39
sec_contact_asym_mig_size	Round_4_Replicate_33	-26019.13	52054.26	65783.89	55759.93	6.323,4.5555,0.1099,0.1921,22.3501,0.4745,2.3606,0.3951
sec_contact_asym_mig_size	Round_4_Replicate_34	-20527.79	41071.58	55340.24	37872.83	23.9745,6.5227,0.1112,0.1317,26.7887,0.5191,4.7319,0.2495
sec_contact_asym_mig_size	Round_4_Replicate_35	-27228.93	54473.86	67135.53	57652.87	15.5286,12.4078,0.0968,0.1951,23.4765,0.8022,2.2805,0.4534
sec_contact_asym_mig_size	Round_4_Replicate_36	-20938.8	41893.6	51782.22	31745.74	11.3587,6.531,0.1303,0.1566,20.3557,1.1045,2.035,0.2023
sec_contact_asym_mig_size	Round_4_Replicate_37	-26630.07	53276.14	66694.92	55427.98	12.0936,20.24,0.0917,0.1954,25.1868,0.5772,2.511,0.4436
sec_contact_asym_mig_size	Round_4_Replicate_38	-23586.59	47189.18	54599.94	46047.55	11.5184,8.2584,0.1089,0.1816,21.6166,0.379,1.863,0.306
sec_contact_asym_mig_size	Round_4_Replicate_39	-19098.1	38212.2	50446.82	22771.36	17.8167,8.0066,0.1057,0.1343,27.7864,0.3134,4.7693,0.1686
sec_contact_asym_mig_size	Round_4_Replicate_40	-19334.7	38685.4	63225.19	15776.4	10.5242,9.1908,0.1472,0.1827,21.841,0.564,5.4276,0.1831
